Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;2450,0;0.2;33326102745,0;13591008,0;5,0;2445,0;2480,0;2435,0;2452,07;ECOPETROL
ISA;12460,0;0.32;15983112040,0;1272897,0;-40,0;12500,0;12640,0;12400,0;12556,48;ISA INTERCONEXION ELECTRICA
GRUPOSURA;24940,0;0.64;14344069180,0;570151,0;-160,0;25100,0;25300,0;24800,0;25158,37;GRUPO SURA
PFBCOLOM;21600,0;0.47;14169386060,0;652348,0;100,0;21700,0;22000,0;21600,0;21720,59;BANCO BANCOLOMBIA
CEMARGOS;11580,0;0.7;7113671060,0;618111,0;80,0;11500,0;11680,0;11400,0;11508,73;CEMENTOS ARGOS
ETB;1135,0;0.44;5870942245,0;5178838,0;5,0;1140,0;1140,0;1125,0;1133,64;ETB
FABRICATO;29,1;3.93;5275812086,2;180360923,0;1,1;29,5;29,9;28,7;29,25;FABRICATO
PREC;27500,0;0.51;4307806500,0;156192,0;-140,0;27680,0;28080,0;27120,0;27580,2;PACIFIC EXPLOR AND PROD CORP
EXITO;18700,0;0.0;4092313120,0;218893,0;0,0;18700,0;18700,0;18600,0;18695,5;EXITO
INVERARGOS;19760,0;1.2;3921885160,0;195689,0;-240,0;20100,0;20100,0;19760,0;20041,42;GRUPO ARGOS
ISAGEN;2230,0;0.0;2325935690,0;1041221,0;0,0;2230,0;2245,0;2225,0;2233,85;ISAGEN
BVC;29,4;0.0;1064823168,8;36184678,0;0,0;29,6;29,6;29,4;29,43;BOLSA DE VALORES DE COLOMBIA
BCOLOMBIA;21640,0;0.19;1025444900,0;47275,0;40,0;21700,0;21740,0;21600,0;21691,06;BANCO BANCOLOMBIA
PFHELMBANK;439,0;0.23;515884265,0;1175135,0;1,0;439,0;439,0;439,0;439,0;HELM BANK S.A.
INTERBOLSA;2410,0;0.21;485941800,0;202407,0;-5,0;2400,0;2410,0;2400,0;2400,82;INTERBOLSA S.A.
COLINVERS;51900,0;0.19;464478000,0;8976,0;-100,0;51300,0;51900,0;51000,0;51746,66;CELSIA
MINEROS;5500,0;0.18;459339200,0;83286,0;-10,0;5510,0;5560,0;5480,0;5515,2;MINEROS
CHOCOLATES;20220,0;1.37;428129200,0;21034,0;-280,0;20500,0;20500,0;20200,0;20354,15;GRUPO NUTRESA
TABLEMAC;5,97;1.32;396760231,39;65582575,0;-0,08;6,09;6,1;5,97;6,05;TABLEMAC
CORFICOLCF;22540,0;0.27;380825180,0;16874,0;-60,0;22600,0;22600,0;22540,0;22568,76;CORFICOLOMBIANA
ENKA;8,05;3.21;359036730,7;44194184,0;0,25;8,3;8,3;8,05;8,12;ENKA DE COLOMBIA
BOGOTA;33660,0;0.0;227562000,0;6699,0;0,0;34000,0;34000,0;33660,0;33969,55;BANCO DE BOGOTA
BBVACOL;150,0;0.0;225000000,0;1500000,0;0,0;150,0;150,0;150,0;150,0;BBVA COLOMBIA
GRUPOAVAL;745,0;0.67;172742121,0;230221,0;-5,0;752,0;752,0;745,0;750,33;GRUPO AVAL ACCIONES Y VALORES
COLTEJER;1,0;0.0;168090352,24;167902376,0;0,0;1,01;1,01;1,0;1,0;COLTEJER
SIE;14500,0;0.0;129050000,0;8900,0;0,0;14500,0;14500,0;14500,0;14500,0;SOCIEDAD INVERSIONES ENERGIA
BIOMAX;812,0;0.25;128108304,0;157892,0;2,0;810,0;812,0;810,0;811,37;BIOMAX BIOCOMBUSTIBLES S.A.
VALOREM;347,0;2.06;125727805,0;369745,0;7,0;340,0;347,0;340,0;340,04;VALOREM S.A.
PAZRIO;40,0;0.0;124249400,0;3106235,0;0,0;40,0;40,0;40,0;40,0;ACER. PAZ DEL RIO
EEB;120000,0;0.67;112626460,0;937,0;800,0;120940,0;120940,0;120000,0;120199,0;GRUPO ENERGIA BOGOTA
ODINSA;7380,0;0.94;50184000,0;6800,0;-70,0;7380,0;7380,0;7380,0;7380,0;ODINSA
BNA;2595,0;0.19;31140000,0;12000,0;-5,0;2595,0;2595,0;2595,0;2595,0;BMC BOLSA MERCANTIL DE COL
SANTANDER;0,0;0.0;20936630,0;17303,0;0,0;0,0;0,0;0,0;1210,0;BCO. CORPBANCA
PFCORFICOL;21300,0;3.01;17040000,0;800,0;-660,0;21300,0;21300,0;21300,0;21300,0;CORFICOLOMBIANA
PROMIGAS;35900,0;8.72;14360000,0;400,0;2880,0;35900,0;35900,0;35900,0;35900,0;PROMIGAS
