Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
PREC;38000,0;2.46;33977274760,0;900721,0;-960,0;38180,0;38340,0;37000,0;37722,31;PACIFIC EXPLOR AND PROD CORP
ECOPETROL;2630,0;1.13;18982938260,0;7268585,0;-30,0;2635,0;2635,0;2595,0;2611,64;ECOPETROL
CORFICOLCF;28020,0;0.99;7857709060,0;279188,0;-280,0;28300,0;28300,0;27940,0;28144,87;CORFICOLOMBIANA
PFBCOLOM;22120,0;1.69;5467972660,0;246535,0;-380,0;22000,0;22340,0;22000,0;22179,3;BANCO BANCOLOMBIA
ISAGEN;2105,0;1.41;5104953900,0;2412327,0;-30,0;2130,0;2140,0;2100,0;2116,19;ISAGEN
GRUPOSURA;29000,0;0.0;4482421260,0;155685,0;0,0;28980,0;29000,0;28380,0;28791,61;GRUPO SURA
BCOLOMBIA;21940,0;1.97;3126700000,0;141923,0;-440,0;22100,0;22100,0;21940,0;22030,96;BANCO BANCOLOMBIA
EXITO;16900,0;2.76;2847009180,0;167769,0;-480,0;17040,0;17180,0;16900,0;16969,82;EXITO
INVERARGOS;18740,0;0.75;2513807640,0;136240,0;140,0;18200,0;18740,0;18200,0;18451,32;GRUPO ARGOS
ISA;12240,0;0.33;2228668420,0;183199,0;-40,0;12100,0;12280,0;12060,0;12165,29;ISA INTERCONEXION ELECTRICA
ETB;1040,0;0.0;1557045310,0;1510177,0;0,0;1030,0;1040,0;1020,0;1031,03;ETB
COLINVERS;5960,0;1.97;1312953770,0;219479,0;-120,0;5960,0;6040,0;5930,0;5982,14;CELSIA
CHOCOLATES;20160,0;1.56;1208905700,0;59867,0;-320,0;20200,0;20260,0;20100,0;20193,19;GRUPO NUTRESA
GRUPOAVAL;900,0;0.33;1137426908,0;1266433,0;-3,0;898,0;905,0;898,0;898,13;GRUPO AVAL ACCIONES Y VALORES
CEMARGOS;11000,0;1.61;852886420,0;77131,0;-180,0;11000,0;11240,0;10900,0;11057,63;CEMENTOS ARGOS
TABLEMAC;7,18;0.97;784624235,72;109780473,0;-0,07;7,1;7,18;7,1;7,15;TABLEMAC
SIE;13580,0;0.44;444164160,0;33024,0;-60,0;13360,0;13580,0;13360,0;13449,74;SOCIEDAD INVERSIONES ENERGIA
INTERBOLSA;2375,0;0.84;273878000,0;114700,0;-20,0;2390,0;2390,0;2375,0;2387,78;INTERBOLSA S.A.
MINEROS;5600,0;0.88;258546150,0;46051,0;-50,0;5660,0;5660,0;5600,0;5614,34;MINEROS
COLTEJER;0,94;3.09;213566354,06;227198249,0;-0,03;0,94;0,94;0,94;0,94;COLTEJER
BOGOTA;38200,0;0.0;114777180,0;3015,0;0,0;38040,0;38200,0;37900,0;38068,72;BANCO DE BOGOTA
BVC;33,5;1.47;83347676,7;2483676,0;-0,5;33,7;33,7;33,5;33,56;BOLSA DE VALORES DE COLOMBIA
ODINSA;7100,0;0.14;71000000,0;10000,0;-10,0;7100,0;7100,0;7100,0;7100,0;ODINSA
BIOMAX;1090,0;0.0;64551900,0;59610,0;0,0;1080,0;1090,0;1080,0;1082,9;BIOMAX BIOCOMBUSTIBLES S.A.
EEB;127000,0;0.8;44704000,0;352,0;-1020,0;127000,0;127000,0;127000,0;127000,0;GRUPO ENERGIA BOGOTA
PAZRIO;31,0;11.43;27318684,0;876924,0;-4,0;31,0;31,0;31,0;31,15;ACER. PAZ DEL RIO
BBVACOL;0,0;0.0;10703214,0;57932,0;0,0;0,0;0,0;0,0;184,75;BBVA COLOMBIA
PROMIGAS;0,0;0.0;10563960,0;302,0;0,0;0,0;0,0;0,0;34980,0;PROMIGAS
ENKA;0,0;0.0;5738400,0;627500,0;0,0;0,0;0,0;0,0;9,14;ENKA DE COLOMBIA
PFCORFICOL;0,0;0.0;5440000,0;200,0;0,0;0,0;0,0;0,0;27200,0;CORFICOLOMBIANA
FABRICATO;0,0;0.0;4225800,0;145800,0;0,0;0,0;0,0;0,0;28,98;FABRICATO
SDCORFIC10;0,0;0.0;2585000,0;94,0;0,0;0,0;0,0;0,0;27500,0;CORFICOLOMBIANA
BNA;0,0;0.0;2261600,0;1028,0;0,0;0,0;0,0;0,0;2200,0;BMC BOLSA MERCANTIL DE COL
VILLAS;0,0;0.0;1988000,0;568,0;0,0;0,0;0,0;0,0;3500,0;BANCO AV VILLAS
