Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
GRUPOSURA;22600,0;2,26;17147017000;767094;500,00;22300,0;22620,0;22300,0;22353,21;GRUPO SURA;EQTY
PFBCOLOM;30670,0;0,23;5928929120;192299;70,00;30500,0;31150,0;30500,0;30831,83;BANCO BANCOLOMBIA;EQTY
NUTRESA;28240,0;1,07;4101426250;145710;300,00;27500,0;28650,0;27450,0;28147,87;GRUPO NUTRESA;EQTY
ISA;21300,0;0,00;3010522230;141165;0,00;21220,0;21510,0;21220,0;21326,27;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;30550,0;0,16;2130808730;69408;50,00;30800,0;30800,0;30500,0;30699,76;BANCO BANCOLOMBIA;EQTY
PFAVAL;1046,0;0,58;2034194312;1948208;6,00;1058,0;1059,0;1041,0;1044,14;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;12100,0;3,42;1875227910;156721;400,00;11800,0;12100,0;11800,0;11965,39;GRUPO ARGOS;EQTY
ECOPETROL;2670,0;-0,52;1671552101;624426;-14,00;2680,0;2687,0;2662,0;2676,94;ECOPETROL;EQTY
CORFICOLCF;28300,0;-0,70;1332743460;46816;-200,00;28500,0;28600,0;28300,0;28467,69;CORFICOLOMBIANA;EQTY
PFDAVVNDA;30800,0;0,98;967902100;31596;300,00;30500,0;30800,0;30500,0;30633,69;BANCO DAVIVIENDA;EQTY
GEB;2589,0;1,33;709211570;273877;34,00;2610,0;2610,0;2580,0;2589,53;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;4220,0;2,68;584476682;141298;110,00;4100,0;4220,0;4100,0;4136,48;CELSIA;EQTY
PFGRUPSURA;19050,0;2,42;564368430;29844;450,00;18740,0;19050,0;18200,0;18910,62;GRUPO SURA;EQTY
MINEROS;3799,0;2,12;535560150;141700;79,00;3729,0;3799,0;3729,0;3779,54;MINEROS;EQTY
CEMARGOS;6140,0;0,33;471862355;76919;20,00;6120,0;6150,0;6110,0;6134,54;CEMENTOS ARGOS;EQTY
CLH;2900,0;-0,68;433432264;148455;-20,00;2960,0;2960,0;2890,0;2919,62;CEMEX LATAM HOLDINGS;EQTY
HCOLSEL;12674,0;0,99;309702246;24434;124,00;12680,0;12680,0;12674,0;12675,05;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFGRUPOARG;8625,0;1,35;269177485;30955;115,00;8560,0;8700,0;8560,0;8695,77;GRUPO ARGOS;EQTY
BOGOTA;71990,0;1,39;191678900;2665;990,00;71000,0;72000,0;71000,0;71924,54;BANCO DE BOGOTA;EQTY
BVC;9555,0;4,20;133359455;14095;385,00;9390,0;9555,0;9390,0;9461,47;BOLSA DE VALORES DE COLOMBIA;EQTY
GRUPOAVAL;1036,0;0,00;89293260;85937;0,00;1060,0;1060,0;1036,0;1039,05;GRUPO AVAL ACCIONES Y VALORES;EQTY
FABRICATO;7,7;2,94;71841000;9330000;0,22;7,7;7,7;7,7;7,7;FABRICATO;EQTY
CNEC;10250,0;1,49;58847330;5774;150,00;10130,0;10250,0;10130,0;10191,78;CANACOL ENERGY LTD;EQTY
TERPEL;8300,0;0,00;54499005;6476;0,00;8300,0;8300,0;8300,0;8415,54;ORGANIZACION TERPEL;EQTY
CONCONCRET;260,0;4,00;45284090,4;173477;10,00;252,1;269,0;252,1;261,04;CONCONCRETO S.A;EQTY
PFCEMARGOS;4219,0;-0,24;40550868;9624;-10,00;4225,0;4225,0;4219,0;4213,51;CEMENTOS ARGOS;EQTY
ETB;192,1;-1,99;26389382;136757;-3,90;192,1;192,1;192,1;192,97;ETB;EQTY
ICOLCAP;0,0;0,64;16886926;1239;86,00;0,0;0,0;0,0;13629,48;FONDO BURSATIL ISHARES COLCAP;EQTY
PROMIGAS;0,0;0,00;5116770;708;0,00;0,0;0,0;0,0;7227,08;PROMIGAS;EQTY
EXITO;0,0;0,00;2610500;230;0,00;0,0;0,0;0,0;0,0;EXITO;EQTY
ELCONDOR;0,0;0,00;2583000;3150;0,00;0,0;0,0;0,0;820,0;EL CONDOR;EQTY
VILLAS;0,0;0,00;17204;4;0,00;0,0;0,0;0,0;4301,0;BANCO AV VILLAS;EQTY
