Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2150,0;0,47;12591028322;5864980;10,00;2135,0;2162,0;2120,0;2146,82;ECOPETROL;EQTY
PFBCOLOM;31800,0;0,00;8193400190;258081;0,00;31990,0;32050,0;31540,0;31747,4;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;30850,0;-0,68;7555456580;244732;-210,00;31290,0;31300,0;30700,0;30872,37;BANCO BANCOLOMBIA;EQTY
ICOLCAP;13838,0;-0,01;5643966630;407880;-2,00;13850,0;13862,0;13820,0;13837,32;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;23680,0;1,20;3132186820;133434;280,00;23400,0;23680,0;23350,0;23473,68;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;23300,0;0,00;2632090490;113264;0,00;23210,0;23300,0;23050,0;23238,54;GRUPO SURA;EQTY
HCOLSEL;12746,0;-1,04;2548900000;200000;-134,00;12743,0;12746,0;12743,0;12744,5;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
NUTRESA;24000,0;-1,56;1760923290;73255;-380,00;24320,0;24320,0;23930,0;24038,27;GRUPO NUTRESA;EQTY
GRUPOARGOS;13280,0;1,45;1440099400;109654;190,00;13100,0;13300,0;13010,0;13133,12;GRUPO ARGOS;EQTY
PFAVAL;1194,0;-0,17;1400185544;1174318;-2,00;1186,0;1195,0;1186,0;1192,34;GRUPO AVAL ACCIONES Y VALORES;EQTY
CELSIA;4721,0;-0,40;1120642107;235681;-19,00;4760,0;4760,0;4721,0;4754,91;CELSIA;EQTY
ETB;245,5;2,29;1098924392,9;4524216;5,50;240,0;248,0;235,0;242,9;ETB;EQTY
CORFICOLCF;32790,0;0,12;961942990;29449;40,00;32530,0;32790,0;32520,0;32664,71;CORFICOLOMBIANA;EQTY
CEMARGOS;5865,0;-1,10;722348930;123168;-65,00;5790,0;5940,0;5790,0;5864,75;CEMENTOS ARGOS;EQTY
GEB;2660,0;-0,75;678234449;254288;-20,00;2626,0;2688,0;2626,0;2667,19;GRUPO ENERGIA BOGOTA;EQTY
MINEROS;4103,0;-1,13;555876274;135344;-47,00;4130,0;4130,0;4094,0;4107,14;MINEROS;EQTY
CNEC;10190,0;-0,59;481899480;47380;-60,00;10180,0;10190,0;10150,0;10170,95;CANACOL ENERGY LTD;EQTY
PFDAVVNDA;33030,0;-0,81;450044240;13583;-270,00;32800,0;33260,0;32800,0;33132,9;BANCO DAVIVIENDA;EQTY
BOGOTA;80290,0;-0,26;252495740;3157;-210,00;79300,0;80290,0;79300,0;79979,65;BANCO DE BOGOTA;EQTY
PFGRUPOARG;10020,0;-0,30;199251740;19854;-30,00;10050,0;10050,0;10020,0;10035,85;GRUPO ARGOS;EQTY
PFGRUPSURA;20790,0;-0,38;182453260;8792;-80,00;20740,0;20850,0;20710,0;20752,19;GRUPO SURA;EQTY
BVC;12560,0;0,48;113379610;9083;60,00;12460,0;12560,0;12450,0;12482,62;BOLSA DE VALORES DE COLOMBIA;EQTY
PROMIGAS;7910,0;-3,30;86700120;10876;-270,00;8000,0;8000,0;7910,0;7971,69;PROMIGAS;EQTY
ENKA;12,04;2,21;75081391;6210818;0,26;12,1;12,3;12,0;12,09;ENKA DE COLOMBIA;EQTY
TERPEL;8000,0;0,38;72886500;9170;30,00;7900,0;8000,0;7900,0;7948,36;ORGANIZACION TERPEL;EQTY
GRUBOLIVAR;64620,0;0,00;64622550;1000;0,00;64630,0;64630,0;64620,0;64622,55;GRUPO BOLIVAR;EQTY
PFCEMARGOS;4400,0;-1,43;58867600;13379;-64,00;4400,0;4400,0;4400,0;4400,0;CEMENTOS ARGOS;EQTY
CONCONCRET;490,0;-0,95;51008607;104100;-4,70;490,0;490,0;490,0;490,0;CONCONCRETO S.A;EQTY
EXITO;13690,0;1,78;42980260;3166;240,00;13500,0;13730,0;13500,0;13575,57;EXITO;EQTY
PFAVH;182,0;0,55;20592258;113169;1,00;182,0;182,0;182,0;181,96;AVIANCA HOLDINGS S.A.;EQTY
CLH;4250,0;0,00;17850000;4200;0,00;4250,0;4250,0;4250,0;4250,0;CEMEX LATAM HOLDINGS;EQTY
PFCORFICOL;26500,0;-0,86;16727790;628;-230,00;26730,0;26730,0;26500,0;26636,61;CORFICOLOMBIANA;EQTY
ELCONDOR;1125,0;3,02;11250000;10000;33,00;1125,0;1125,0;1125,0;1125,0;EL CONDOR;EQTY
CARTON;15840,0;60,81;7587360;479;5990,00;15840,0;15840,0;15840,0;15840,0;CARTON COLOMBIA;EQTY
