Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;31150,0;0,48;10853693040;348267;150,00;30900,0;31360,0;30880,0;31164,86;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2246,0;-0,18;10482677281;4622065;-4,00;2265,0;2293,0;2246,0;2267,96;ECOPETROL;EQTY
HCOLSEL;12709,0;0,22;8270230000;650000;28,00;12744,0;12744,0;12709,0;12723,43;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUPOSURA;23060,0;-2,58;7986925240;344752;-610,00;23400,0;23660,0;23000,0;23167,16;GRUPO SURA;EQTY
ICOLCAP;13740,0;1,60;7185850994,5;523077;217,00;13715,0;13764,0;13715,0;13737,65;FONDO BURSATIL ISHARES COLCAP;EQTY
GEB;2628,0;1,86;6396012651;2453121;48,00;2585,0;2631,0;2555,0;2607,3;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;30710,0;-2,20;6184660410;200816;-690,00;31250,0;31300,0;30500,0;30797,65;BANCO BANCOLOMBIA;EQTY
ISA;23630,0;-0,71;3592823930;152239;-170,00;22690,0;23740,0;22690,0;23599,89;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;1176,0;-1,01;2224745516;1895898;-12,00;1171,0;1179,0;1171,0;1173,45;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFDAVVNDA;31990,0;1,59;2181952860;68350;500,00;32000,0;32100,0;31730,0;31923,23;BANCO DAVIVIENDA;EQTY
CORFICOLCF;32540,0;0,00;1487309630;45708;0,00;32510,0;32780,0;32500,0;32539,37;CORFICOLOMBIANA;EQTY
BVC;11800,0;0,25;1358362280;114929;30,00;12000,0;12020,0;11800,0;11819,14;BOLSA DE VALORES DE COLOMBIA;EQTY
PROMIGAS;7740,0;0,52;1319416010;172449;40,00;7650,0;7740,0;7650,0;7651,05;PROMIGAS;EQTY
CNEC;10100,0;-0,39;1036424595;103979;-40,00;9980,0;10100,0;9930,0;9967,63;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;20310,0;2,06;948236690;46916;410,00;19900,0;20390,0;19900,0;20211,37;GRUPO SURA;EQTY
NUTRESA;23580,0;-0,46;931003220;39484;-110,00;23860,0;23860,0;23390,0;23579,25;GRUPO NUTRESA;EQTY
GRUPOARGOS;13060,0;-1,80;902440550;69353;-240,00;12900,0;13130,0;12900,0;13012,28;GRUPO ARGOS;EQTY
CEMARGOS;5610,0;-2,77;352027540;62121;-160,00;5620,0;5705,0;5610,0;5666,8;CEMENTOS ARGOS;EQTY
MINEROS;4115,0;1,11;255333434;62327;45,00;4095,0;4115,0;4090,0;4096,67;MINEROS;EQTY
PFGRUPOARG;9885,0;0,76;221417410;22487;75,00;9900,0;9900,0;9820,0;9846,46;GRUPO ARGOS;EQTY
CELSIA;4740,0;0,83;206519651;43688;39,00;4721,0;4740,0;4720,0;4727,15;CELSIA;EQTY
BOGOTA;79070,0;0,08;187448790;2360;60,00;79500,0;80940,0;78030,0;79427,45;BANCO DE BOGOTA;EQTY
PFCEMARGOS;4228,0;-0,05;184753337;44220;-2,00;4201,0;4228,0;4150,0;4178,05;CEMENTOS ARGOS;EQTY
PFCORFICOL;27380,0;2,55;110891330;4135;680,00;26750,0;27380,0;26710,0;26817,73;CORFICOLOMBIANA;EQTY
TERPEL;7990,0;2,17;55361945;6993;170,00;7800,0;7990,0;7800,0;7916,77;ORGANIZACION TERPEL;EQTY
GRUBOLIVAR;63800,0;0,00;24626800;386;0,00;63800,0;63800,0;63800,0;63800,0;GRUPO BOLIVAR;EQTY
ETB;230,0;1,77;24296163,4;105207;4,00;232,0;232,0;230,0;230,94;ETB;EQTY
CONCONCRET;495,0;-1,84;16734493,4;33746;-9,30;495,0;495,0;495,0;495,9;CONCONCRETO S.A;EQTY
ELCONDOR;1080,0;-0,83;16200000;15000;-9,00;1080,0;1080,0;1080,0;1080,0;EL CONDOR;EQTY
BBVACOL;300,0;0,00;9297900;30993;0,00;300,0;300,0;300,0;300,0;BBVA COLOMBIA;EQTY
EXITO;0,0;0,00;4053000;300;0,00;0,0;0,0;0,0;13510,0;EXITO;EQTY
ENKA;0,0;0,00;1690000;130000;0,00;0,0;0,0;0,0;13,0;ENKA DE COLOMBIA;EQTY
