Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ISA;22700,0;0,89;19990740350;880418;200,00;22500,0;22840,0;22500,0;22705,97;ISA INTERCONEXION ELECTRICA;EQTY
ECOPETROL;2890,0;0,00;17912746586;6206129;0,00;2910,0;2920,0;2866,0;2886,3;ECOPETROL;EQTY
PFBCOLOM;33840,0;0,71;10417641420;308378;240,00;33880,0;33880,0;33500,0;33782,05;BANCO BANCOLOMBIA;EQTY
PFAVAL;1139,0;-0,09;5900424101;5166494;-1,00;1141,0;1150,0;1135,0;1142,06;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;21950,0;0,23;5040676450;228469;50,00;22100,0;22190,0;21950,0;22062,85;GRUPO NUTRESA;EQTY
CORFICOLCF;29320,0;-0,37;3056651910;104034;-110,00;29590,0;29590,0;29160,0;29381,28;CORFICOLOMBIANA;EQTY
GEB;2788,0;-3,90;2131030610;761062;-113,00;2896,0;2896,0;2716,0;2800,07;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;34200,0;2,21;2012926210;59084;740,00;33790,0;34200,0;33510,0;34068,89;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;18800,0;0,00;1734161750;92240;0,00;18860,0;18860,0;18740,0;18800,54;GRUPO SURA;EQTY
BOGOTA;73700,0;0,29;1479896570;20112;210,00;73490,0;73980,0;73110,0;73582,77;BANCO DE BOGOTA;EQTY
GRUPOSURA;22400,0;0,54;1443777360;64726;120,00;22450,0;22450,0;22210,0;22305,99;GRUPO SURA;EQTY
CEMARGOS;6250,0;0,81;1107484665;177805;50,00;6240,0;6280,0;6205,0;6228,65;CEMENTOS ARGOS;EQTY
ICOLCAP;14255,0;-0,02;1034490347;72571;-3,00;14260,0;14260,0;14254,0;14254,87;FONDO BURSATIL ISHARES COLCAP;EQTY
PFDAVVNDA;33960,0;0,24;825139220;24282;80,00;33880,0;34200,0;33880,0;33981,52;BANCO DAVIVIENDA;EQTY
GRUPOARGOS;11920,0;1,02;683002260;57376;120,00;11910,0;11920,0;11870,0;11903,97;GRUPO ARGOS;EQTY
CNEC;11940,0;0,42;309213290;25806;50,00;11990,0;12000,0;11940,0;11982,22;CANACOL ENERGY LTD;EQTY
MINEROS;3964,0;0,25;244958290;61877;10,00;3950,0;3965,0;3950,0;3958,79;MINEROS;EQTY
ENKA;24,0;6,67;189597878;8069000;1,50;23,2;24,0;23,2;23,5;ENKA DE COLOMBIA;EQTY
EXITO;11510,0;-0,69;165708800;14380;-80,00;11610,0;11610,0;11510,0;11523,56;EXITO;EQTY
CLH;3580,0;0,00;151119020;42291;0,00;3560,0;3580,0;3555,0;3573,31;CEMEX LATAM HOLDINGS;EQTY
CELSIA;4274,0;-0,88;96636726;22585;-38,00;4285,0;4300,0;4271,0;4278,8;CELSIA;EQTY
PFAVH;80,0;-5,88;89486636,55;1178247;-5,00;75,0;80,0;74,05;75,95;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPOARG;8680,0;0,58;56233760;6471;50,00;8750,0;8750,0;8680,0;8690,12;GRUPO ARGOS;EQTY
CONCONCRET;305,0;0,00;50300072,4;165192;0,00;305,0;305,0;305,0;304,49;CONCONCRETO S.A;EQTY
BVC;9960,0;0,30;46143030;4633;30,00;9910,0;10000,0;9910,0;9959,64;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;4350,0;-1,14;39350248;8992;-50,00;4398,0;4398,0;4350,0;4376,14;CEMENTOS ARGOS;EQTY
GRUBOLIVAR;67650,0;-0,07;34300030;507;-50,00;67650,0;67650,0;67650,0;67652,92;GRUPO BOLIVAR;EQTY
PFCORFICOL;23420,0;-0,34;31858300;1360;-80,00;23430,0;23430,0;23420,0;23425,22;CORFICOLOMBIANA;EQTY
TERPEL;8640,0;2,25;31146240;3607;190,00;8640,0;8640,0;8640,0;8634,94;ORGANIZACION TERPEL;EQTY
ELCONDOR;903,9;0,27;27546441;30787;2,40;891,0;903,9;891,0;894,74;EL CONDOR;EQTY
ETB;197,9;-0,50;16172647,8;81778;-1,00;197,9;197,9;197,9;197,76;ETB;EQTY
GRUPOAVAL;0,0;0,00;15646000;13859;0,00;0,0;0,0;0,0;1128,94;GRUPO AVAL ACCIONES Y VALORES;EQTY
PROMIGAS;0,0;0,00;15417210;2140;0,00;0,0;0,0;0,0;7204,3;PROMIGAS;EQTY
BBVACOL;0,0;0,00;3180000;10000;0,00;0,0;0,0;0,0;318,0;BBVA COLOMBIA;EQTY
FABRICATO;0,0;0,00;1240000;200000;0,00;0,0;0,0;0,0;6,2;FABRICATO;EQTY
HCOLSEL;0,0;0,00;461685;35;0,00;0,0;0,0;0,0;13191,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
