Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2200,0;2,09;25599353529;11647576;45,00;2160,0;2210,0;2160,0;2197,83;ECOPETROL;EQTY
PFBCOLOM;32800,0;1,55;14949439780;455802;500,00;32690,0;32890,0;32640,0;32798,1;BANCO BANCOLOMBIA;EQTY
ISA;23590,0;-0,21;7829252620;330889;-50,00;23600,0;23960,0;23460,0;23661,27;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;1204,0;1,09;7110442229;5925882;13,00;1197,0;1208,0;1195,0;1199,9;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;31650,0;0,48;6491214520;204265;150,00;31400,0;32000,0;31400,0;31778,4;BANCO BANCOLOMBIA;EQTY
CEMARGOS;5870,0;0,00;6274780760;1065634;0,00;5900,0;5970,0;5850,0;5888,31;CEMENTOS ARGOS;EQTY
NUTRESA;24740,0;0,37;5682505590;229914;90,00;24610,0;24850,0;24610,0;24715,79;GRUPO NUTRESA;EQTY
GEB;2649,0;3,11;5005773217;1933804;80,00;2561,0;2649,0;2560,0;2588,56;GRUPO ENERGIA BOGOTA;EQTY
ICOLCAP;14025,0;0,95;4493811227;320216;132,00;14036,0;14047,0;14025,0;14033,69;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;23490,0;0,09;4285186280;181655;20,00;23480,0;23800,0;23390,0;23589,7;GRUPO SURA;EQTY
HCOLSEL;12925,0;0,86;3579686000;277000;110,00;12918,0;12925,0;12918,0;12923,05;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFDAVVNDA;33150,0;2,63;3270130260;99171;850,00;32400,0;33240,0;32400,0;32974,66;BANCO DAVIVIENDA;EQTY
GRUPOARGOS;13300,0;0,68;2980248720;223113;90,00;13300,0;13400,0;13270,0;13357,58;GRUPO ARGOS;EQTY
CORFICOLCF;32300,0;-0,31;2570556320;79747;-100,00;32500,0;32500,0;32100,0;32233,89;CORFICOLOMBIANA;EQTY
CELSIA;4819,0;0,25;1468907788;305779;12,00;4770,0;4820,0;4770,0;4803,82;CELSIA;EQTY
CNEC;10450,0;0,87;661705930;63545;90,00;10380,0;10450,0;10360,0;10413,19;CANACOL ENERGY LTD;EQTY
MINEROS;4170,0;2,08;582260823;139971;85,00;4130,0;4200,0;4120,0;4159,87;MINEROS;EQTY
BOGOTA;80510,0;0,90;448730360;5587;720,00;80500,0;80510,0;80000,0;80316,87;BANCO DE BOGOTA;EQTY
BVC;12260,0;-0,16;447764800;36413;-20,00;12320,0;12340,0;12240,0;12296,84;BOLSA DE VALORES DE COLOMBIA;EQTY
PFGRUPSURA;21100,0;0,00;445566550;20962;0,00;21500,0;21500,0;21100,0;21255,92;GRUPO SURA;EQTY
PFCEMARGOS;4498,0;0,02;236716618;52677;1,00;4517,0;4517,0;4451,0;4493,74;CEMENTOS ARGOS;EQTY
PROMIGAS;8000,0;-0,25;231393705;28907;-20,00;8020,0;8020,0;7950,0;8004,76;PROMIGAS;EQTY
CONCONCRET;488,0;-0,41;149847113;306806;-2,00;491,0;491,0;488,0;488,41;CONCONCRETO S.A;EQTY
EXITO;13740,0;-0,51;101531330;7490;-70,00;13750,0;13750,0;13510,0;13555,58;EXITO;EQTY
ETB;213,5;0,66;95388009,1;457136;1,40;209,0;213,5;206,0;208,66;ETB;EQTY
PFGRUPOARG;10280,0;-0,29;72084350;7026;-30,00;10250,0;10280,0;10250,0;10259,66;GRUPO ARGOS;EQTY
GRUBOLIVAR;64880,0;-0,03;61731760;954;-20,00;64500,0;64880,0;64500,0;64708,34;GRUPO BOLIVAR;EQTY
TERPEL;7915,0;-0,44;61163630;7698;-35,00;7970,0;7970,0;7915,0;7945,39;ORGANIZACION TERPEL;EQTY
VALSIMESA;5000,0;0,00;47245000;9449;0,00;5000,0;5000,0;5000,0;5000,0;VALORES SIMESA;EQTY
GRUPOAVAL;1192,0;0,17;36646260;30807;2,00;1192,0;1192,0;1192,0;1189,54;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFAVH;181,0;0,56;14381020;79427;1,00;181,0;181,0;181,0;181,06;AVIANCA HOLDINGS S.A.;EQTY
BBVACOL;302,5;-0,17;9483375;31350;-0,50;302,5;302,5;302,5;302,5;BBVA COLOMBIA;EQTY
CLH;0,0;0,00;9158600;2074;0,00;0,0;0,0;0,0;4415,91;CEMEX LATAM HOLDINGS;EQTY
FABRICATO;0,0;0,00;7684980;1577000;0,00;0,0;0,0;0,0;4,87;FABRICATO;EQTY
PFCORFICOL;0,0;0,00;4915720;187;0,00;0,0;0,0;0,0;26287,27;CORFICOLOMBIANA;EQTY
VILLAS;0,0;0,00;4486250;925;0,00;0,0;0,0;0,0;4850,0;BANCO AV VILLAS;EQTY
