Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2332,0;1,97;22284190311;9592224;45,00;2290,0;2339,0;2290,0;2323,15;ECOPETROL;EQTY
ISA;21340,0;-1,48;21168329530;989507;-320,00;21600,0;21600,0;21260,0;21392,8;ISA INTERCONEXION ELECTRICA;EQTY
PFBCOLOM;29200,0;-1,82;13644542950;464871;-540,00;29220,0;29960,0;29140,0;29351,25;BANCO BANCOLOMBIA;EQTY
ICOLCAP;13074,0;-1,21;12509038384;952104;-159,50;13148,0;13148,0;13074,0;13138,31;FONDO BURSATIL ISHARES COLCAP;EQTY
HCOLSEL;12050,0;-0,45;12280510000;1018000;-55,00;12074,0;12074,0;12020,0;12063,37;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BCOLOMBIA;29000,0;-1,76;10117390680;345499;-520,00;29500,0;29950,0;29000,0;29283,42;BANCO BANCOLOMBIA;EQTY
PFAVAL;1141,0;-1,64;8140597474;7100213;-19,00;1155,0;1156,0;1140,0;1146,53;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;11040,0;1,28;5240645760;483625;140,00;11000,0;11090,0;10750,0;10836,18;GRUPO ARGOS;EQTY
GRUPOSURA;20160,0;-2,14;4885303600;239872;-440,00;20610,0;20630,0;20160,0;20366,29;GRUPO SURA;EQTY
CNEC;10560,0;1,05;4357202210;412049;110,00;10480,0;10620,0;10480,0;10574,48;CANACOL ENERGY LTD;EQTY
CORFICOLCF;32200,0;-1,62;4026007040;124290;-530,00;32790,0;32790,0;32200,0;32392,04;CORFICOLOMBIANA;EQTY
GEB;2625,0;0,57;3669089697;1402412;15,00;2628,0;2628,0;2615,0;2616,27;GRUPO ENERGIA BOGOTA;EQTY
PFDAVVNDA;31150,0;-0,92;3047365330;97810;-290,00;31500,0;31800,0;31000,0;31155,97;BANCO DAVIVIENDA;EQTY
NUTRESA;22180,0;2,88;1635363740;75216;620,00;21780,0;22180,0;21580,0;21742,23;GRUPO NUTRESA;EQTY
PFGRUPSURA;17300,0;-1,93;1208571210;69155;-340,00;17640,0;17640,0;17300,0;17476,27;GRUPO SURA;EQTY
CELSIA;4401,0;-0,63;1071728853;242288;-28,00;4431,0;4437,0;4400,0;4423,37;CELSIA;EQTY
TERPEL;7560,0;-3,57;816867875;105903;-280,00;7720,0;7720,0;7535,0;7713,36;ORGANIZACION TERPEL;EQTY
BVC;12270,0;-0,24;768126240;62680;-30,00;12210,0;12290,0;12200,0;12254,73;BOLSA DE VALORES DE COLOMBIA;EQTY
CEMARGOS;5310,0;-1,21;506645685;95049;-65,00;5395,0;5395,0;5310,0;5330,36;CEMENTOS ARGOS;EQTY
MINEROS;4260,0;-0,47;433923136;101269;-20,00;4290,0;4295,0;4260,0;4284,86;MINEROS;EQTY
BOGOTA;77670,0;-1,06;275010960;3538;-830,00;77510,0;78180,0;77510,0;77730,63;BANCO DE BOGOTA;EQTY
PFCORFICOL;27080,0;0,30;274153700;10145;80,00;27100,0;27100,0;26900,0;27023,53;CORFICOLOMBIANA;EQTY
PFCEMARGOS;3810,0;-1,68;162759683;42247;-65,00;3900,0;3900,0;3810,0;3852,57;CEMENTOS ARGOS;EQTY
PFGRUPOARG;9000,0;-1,64;109573565;12158;-150,00;9020,0;9020,0;9000,0;9012,47;GRUPO ARGOS;EQTY
PROMIGAS;7400,0;-3,52;107002675;14306;-270,00;7415,0;7490,0;7400,0;7479,57;PROMIGAS;EQTY
CLH;3950,0;1,28;97332200;24694;50,00;3900,0;3950,0;3900,0;3941,53;CEMEX LATAM HOLDINGS;EQTY
CONCONCRET;405,0;0,00;85709183;211723;0,00;405,0;405,0;405,0;404,82;CONCONCRETO S.A;EQTY
ETB;213,0;0,00;24742413;115765;0,00;213,0;213,0;213,0;213,73;ETB;EQTY
GRUBOLIVAR;72400,0;0,15;18906400;261;110,00;72500,0;72500,0;72400,0;72438,31;GRUPO BOLIVAR;EQTY
ELCONDOR;0,0;0,00;2051319;2029;0,00;0,0;0,0;0,0;1011,0;EL CONDOR;EQTY
PFAVH;0,0;0,00;1210000;10000;0,00;0,0;0,0;0,0;121,0;AVIANCA HOLDINGS S.A.;EQTY
