Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2944,0;1,24;19113287444;6445357;36,00;2930,0;2982,0;2930,0;2965,44;ECOPETROL;EQTY
PFBCOLOM;33300,0;-0,27;12211925160;364965;-90,00;33390,0;33570,0;33200,0;33460,54;BANCO BANCOLOMBIA;EQTY
HCOLSEL;13323,0;0,67;9726925754;730074;88,50;13300,0;13342,0;13300,0;13323,21;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUPOARGOS;11900,0;2,06;6880416020;578252;240,00;11650,0;12030,0;11650,0;11898,65;GRUPO ARGOS;EQTY
GEB;2890,0;0,17;5448949297;1878647;5,00;2900,0;2930,0;2886,0;2900,46;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;21970,0;-0,23;4740599060;213664;-50,00;22260,0;22360,0;21970,0;22187,17;GRUPO SURA;EQTY
ISA;22820,0;0,75;4185247770;183170;170,00;22660,0;23000,0;22660,0;22848,98;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;14273,0;0,23;4072563947,5;285018;33,00;14300,0;14384,5;14273,0;14288,8;FONDO BURSATIL ISHARES COLCAP;EQTY
PFAVAL;1136,0;-0,35;3625248873;3183215;-4,00;1136,0;1143,0;1136,0;1138,86;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;6380,0;0,87;2823787695;440335;55,00;6350,0;6450,0;6345,0;6412,82;CEMENTOS ARGOS;EQTY
CORFICOLCF;29590,0;0,65;2509308140;84777;190,00;29500,0;29790,0;29490,0;29598,93;CORFICOLOMBIANA;EQTY
PFDAVVNDA;33770,0;0,57;1787595390;52945;190,00;33700,0;33940,0;33650,0;33763,25;BANCO DAVIVIENDA;EQTY
BOGOTA;73700,0;-0,14;1526175480;20709;-100,00;73700,0;74500,0;73070,0;73696,24;BANCO DE BOGOTA;EQTY
BCOLOMBIA;33330,0;-0,21;1385742040;41489;-70,00;33500,0;33600,0;33300,0;33400,23;BANCO BANCOLOMBIA;EQTY
CNEC;12240,0;0,66;1326951610;108408;80,00;12160,0;12260,0;12160,0;12240,35;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;18910,0;-0,21;1246995620;65272;-40,00;19090,0;19260,0;18910,0;19104,6;GRUPO SURA;EQTY
NUTRESA;22070,0;-0,05;1237104600;55676;-10,00;22090,0;22400,0;22070,0;22219,71;GRUPO NUTRESA;EQTY
CELSIA;4410,0;1,66;1198485154;274235;72,00;4305,0;4419,0;4305,0;4370,29;CELSIA;EQTY
PFCEMARGOS;4385,0;-0,11;1176212589;267532;-5,00;4425,0;4425,0;4380,0;4396,53;CEMENTOS ARGOS;EQTY
PROMIGAS;7500,0;0,00;811771045;107828;0,00;7500,0;7600,0;7500,0;7528,39;PROMIGAS;EQTY
PFGRUPOARG;8805,0;0,74;773426300;87094;65,00;8655,0;8990,0;8655,0;8880,36;GRUPO ARGOS;EQTY
CONCONCRET;365,2;-0,22;442432554,9;1197497;-0,80;373,0;373,0;365,2;369,46;CONCONCRETO S.A;EQTY
TERPEL;8395,0;0,60;358418930;42545;50,00;8400,0;8500,0;8395,0;8424,47;ORGANIZACION TERPEL;EQTY
BVC;9900,0;0,20;353024380;35491;20,00;9880,0;10000,0;9880,0;9946,87;BOLSA DE VALORES DE COLOMBIA;EQTY
MINEROS;3830,0;-1,03;238599746;61928;-40,00;3865,0;3890,0;3830,0;3852,86;MINEROS;EQTY
GRUBOLIVAR;67950,0;-0,07;235793660;3464;-50,00;68020,0;68490,0;67950,0;68069,76;GRUPO BOLIVAR;EQTY
CLH;3700,0;0,41;182052592;49231;15,00;3690,0;3711,0;3690,0;3697,93;CEMEX LATAM HOLDINGS;EQTY
PFCORFICOL;24000,0;0,00;128366390;5338;0,00;24100,0;24190,0;24000,0;24047,66;CORFICOLOMBIANA;EQTY
ETB;198,0;-0,45;112371984,3;571024;-0,90;196,0;198,0;196,0;196,79;ETB;EQTY
EXITO;11980,0;0,42;107680580;8981;50,00;11990,0;12040,0;11980,0;11989,82;EXITO;EQTY
VILLAS;4610,0;1,21;58922000;12800;55,00;4600,0;4610,0;4600,0;4603,28;BANCO AV VILLAS;EQTY
GRUPOAVAL;1123,0;0,00;27841416;24792;0,00;1123,0;1123,0;1123,0;1123,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
ELCONDOR;917,9;1,99;17435086,9;19211;17,90;900,0;917,9;900,0;907,56;EL CONDOR;EQTY
ENKA;0,0;0,00;7880770;358885;0,00;0,0;0,0;0,0;21,96;ENKA DE COLOMBIA;EQTY
FABRICATO;0,0;0,00;4208350;673336;0,00;0,0;0,0;0,0;6,25;FABRICATO;EQTY
PFAVH;0,0;0,00;3588402,9;68488;0,00;0,0;0,0;0,0;52,39;AVIANCA HOLDINGS S.A.;EQTY
