Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;28200,0;2,96;113037035430;4011002;810,00;27390,0;28200,0;27390,0;28181,74;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;27500,0;1,10;105923026260;3852097;300,00;27200,0;27680,0;27200,0;27497,5;BANCO BANCOLOMBIA;EQTY
BOGOTA;67500,0;0,75;99786342290;1477736;500,00;68000,0;70000,0;67500,0;67526,5;BANCO DE BOGOTA;EQTY
NUTRESA;20500,0;-1,82;86221635690;4203266;-380,00;20880,0;20900,0;20500,0;20513,01;GRUPO NUTRESA;EQTY
ISA;20500,0;4,59;85097114980;4155246;900,00;20600,0;20600,0;19850,0;20479,44;ISA INTERCONEXION ELECTRICA;EQTY
GRUBOLIVAR;79000,0;0,64;65430016910;828277;500,00;78870,0;79000,0;77000,0;78995,33;GRUPO BOLIVAR;EQTY
ECOPETROL;2220,0;0,00;52100242382;23711641;0,00;2220,0;2220,0;2151,0;2197,24;ECOPETROL;EQTY
PFDAVVNDA;28100,0;-1,75;29767362870;1057906;-500,00;28540,0;29320,0;28100,0;28138,0;BANCO DAVIVIENDA;EQTY
CNEC;10280,0;1,38;28954199650;2823255;140,00;10100,0;10280,0;10030,0;10255,61;CANACOL ENERGY LTD;EQTY
GEB;2165,0;-7,48;25621257513;11762844;-175,00;2389,0;2400,0;2165,0;2178,15;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;19150,0;2,41;15416244800;805608;450,00;18800,0;19340,0;18700,0;19136,16;GRUPO SURA;EQTY
PROMIGAS;6210,0;-10,00;15159075215;2436378;-690,00;6900,0;6900,0;6210,0;6221,97;PROMIGAS;EQTY
CEMARGOS;5000,0;-1,77;11933667515;2382934;-90,00;5060,0;5090,0;5000,0;5007,97;CEMENTOS ARGOS;EQTY
GRUPOARGOS;9000,0;-9,18;9097793370;1002842;-910,00;10190,0;10200,0;9000,0;9072,01;GRUPO ARGOS;EQTY
BVC;11500,0;-1,12;8803902350;765498;-130,00;11670,0;11670,0;11480,0;11500,88;BOLSA DE VALORES DE COLOMBIA;EQTY
PFAVAL;1053,0;0,19;8596568839;8128108;2,00;1065,0;1085,0;1052,0;1057,63;GRUPO AVAL ACCIONES Y VALORES;EQTY
CORFICOLCF;28210,0;0,82;7577636020;269037;230,00;28000,0;29000,0;27900,0;28165,78;CORFICOLOMBIANA;EQTY
CELSIA;3765,0;-7,49;6026787644;1594011;-305,00;4111,0;4140,0;3765,0;3780,89;CELSIA;EQTY
ICOLCAP;12293,0;0,49;4021844089;328912;60,00;12210,0;12293,0;12190,0;12227,72;FONDO BURSATIL ISHARES COLCAP;EQTY
MINEROS;3836,0;-7,48;3978953104;1027570;-310,00;4090,0;4140,0;3836,0;3872,2;MINEROS;EQTY
PFCORFICOL;24000,0;-2,40;3558657200;148269;-590,00;24000,0;24000,0;24000,0;24001,36;CORFICOLOMBIANA;EQTY
PFGRUPSURA;16880,0;-0,12;1709343920;101117;-20,00;17100,0;17160,0;16880,0;16904,61;GRUPO SURA;EQTY
PFGRUPOARG;7200,0;-10,00;1553056320;212967;-800,00;8140,0;8140,0;7200,0;7292,47;GRUPO ARGOS;EQTY
EXITO;11680,0;1,65;917872780;78680;190,00;11310,0;11680,0;11310,0;11665,9;EXITO;EQTY
TERPEL;6745,0;-9,95;829985170;122650;-745,00;7510,0;7510,0;6745,0;6767,1;ORGANIZACION TERPEL;EQTY
PFCEMARGOS;3294,0;-9,98;807486279;240613;-365,00;3659,0;3659,0;3294,0;3355,95;CEMENTOS ARGOS;EQTY
ETB;208,0;4,00;710785014,9;3423062;8,00;203,0;208,0;203,0;207,65;ETB;EQTY
HCOLSEL;11250,0;0,23;341535040;30430;25,50;11220,0;11250,0;11220,0;11223,63;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CONCONCRET;370,0;-3,90;111336875;300875;-15,00;370,0;370,0;370,0;370,04;CONCONCRETO S.A;EQTY
PFAVH;150,0;10,29;50336040;356055;14,00;140,0;150,0;140,0;141,37;AVIANCA HOLDINGS S.A.;EQTY
ENKA;15,36;1,05;50095337,8;3270903;0,16;15,25;15,36;15,25;15,32;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;1022,0;-4,66;28658616;28628;-50,00;966,0;1022,0;966,0;1001,07;GRUPO AVAL ACCIONES Y VALORES;EQTY
CLH;0,0;0,00;5825325;1535;0,00;0,0;0,0;0,0;3795,0;CEMEX LATAM HOLDINGS;EQTY
