Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2409,0;-1,23;12555840366;5183658;-30,00;2429,0;2440,0;2405,0;2422,2;ECOPETROL;EQTY
GRUPOSURA;19730,0;2,23;6515258520;331783;430,00;19250,0;19800,0;19230,0;19637,11;GRUPO SURA;EQTY
PFBCOLOM;28140,0;0,68;5592295440;199249;190,00;27950,0;28210,0;27820,0;28066,87;BANCO BANCOLOMBIA;EQTY
PFAVAL;1109,0;1,74;5248430327;4800719;19,00;1090,0;1109,0;1081,0;1093,26;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;22610,0;-1,52;3367486420;145876;-350,00;22900,0;23190,0;22610,0;23084,58;ISA INTERCONEXION ELECTRICA;EQTY
NUTRESA;22190,0;-1,33;2876686360;128724;-300,00;22020,0;22380,0;22020,0;22347,71;GRUPO NUTRESA;EQTY
PFDAVVNDA;29900,0;0,91;1803555840;60148;270,00;29900,0;30180,0;29730,0;29985,3;BANCO DAVIVIENDA;EQTY
CEMARGOS;5240,0;1,35;1475582195;283926;70,00;5170,0;5240,0;5150,0;5197,07;CEMENTOS ARGOS;EQTY
CELSIA;4350,0;-0,02;1349401305;310298;-1,00;4281,0;4350,0;4281,0;4348,73;CELSIA;EQTY
ICOLCAP;12709,5;0,05;1346524281,5;105943;6,50;12722,0;12722,0;12698,0;12709,89;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;10100,0;-0,98;1181044940;116602;-100,00;10380,0;10380,0;10100,0;10128,86;GRUPO ARGOS;EQTY
MINEROS;4085,0;-0,61;1131739405;277492;-25,00;4085,0;4110,0;4055,0;4078,46;MINEROS;EQTY
CNEC;10210,0;-3,04;1062616040;103871;-320,00;10260,0;10330,0;10170,0;10230,15;CANACOL ENERGY LTD;EQTY
CORFICOLCF;29700,0;-1,66;953133150;31960;-500,00;30000,0;30000,0;29700,0;29822,69;CORFICOLOMBIANA;EQTY
BCOLOMBIA;27650,0;-0,18;883367210;31832;-50,00;27950,0;27950,0;27650,0;27750,92;BANCO BANCOLOMBIA;EQTY
BVC;11180,0;-1,24;739273700;65555;-140,00;11320,0;11320,0;11180,0;11277,15;BOLSA DE VALORES DE COLOMBIA;EQTY
GEB;2395,0;2,09;585010751;246375;49,00;2375,0;2395,0;2367,0;2374,47;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;17500,0;-0,11;388617500;22174;-20,00;17540,0;17590,0;17500,0;17525,82;GRUPO SURA;EQTY
PROMIGAS;6810,0;-0,15;106440970;15775;-10,00;6700,0;6810,0;6700,0;6747,45;PROMIGAS;EQTY
BOGOTA;71990,0;-0,01;70453070;994;-10,00;71900,0;72000,0;70020,0;70878,34;BANCO DE BOGOTA;EQTY
PFAVH;260,3;-8,05;47565609,6;182876;-22,80;260,0;260,3;260,0;260,1;AVIANCA HOLDINGS S.A.;EQTY
CONCONCRET;405,0;-1,70;46796938,5;115481;-7,00;405,0;405,0;405,0;405,23;CONCONCRETO S.A;EQTY
TERPEL;7400,0;-0,13;36858935;4960;-10,00;7410,0;7410,0;7400,0;7431,24;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;1061,0;1,05;29159725;27480;11,00;1061,0;1061,0;1061,0;1061,13;GRUPO AVAL ACCIONES Y VALORES;EQTY
ENKA;14,6;0,00;20440000;1400000;0,00;14,6;14,6;14,6;14,6;ENKA DE COLOMBIA;EQTY
PFGRUPOARG;8250,0;-3,06;15717900;1878;-260,00;8250,0;8250,0;8250,0;8369,49;GRUPO ARGOS;EQTY
PFCORFICOL;24000,0;0,00;13668800;572;0,00;24000,0;24000,0;24000,0;23896,5;CORFICOLOMBIANA;EQTY
ETB;203,1;-0,93;12120107,2;59321;-1,90;203,1;203,1;203,1;204,31;ETB;EQTY
GRUBOLIVAR;72500,0;0,69;9662000;133;500,00;72500,0;72500,0;72500,0;72646,62;GRUPO BOLIVAR;EQTY
VILLAS;4380,0;9,50;7971600;1820;380,00;4380,0;4380,0;4380,0;4380,0;BANCO AV VILLAS;EQTY
PFCEMARGOS;0,0;0,00;3702833;1021;0,00;0,0;0,0;0,0;3626,67;CEMENTOS ARGOS;EQTY
