Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2281,0;-0,83;31868167756;14066953;-19,00;2300,0;2300,0;2253,0;2265,46;ECOPETROL;EQTY
ICOLCAP;13298,0;-0,18;30133718167;2269091;-24,00;13290,0;13298,0;13276,0;13280,08;FONDO BURSATIL ISHARES COLCAP;EQTY
PFBCOLOM;29850,0;-1,13;25566763050;861262;-340,00;30200,0;30200,0;29510,0;29685,23;BANCO BANCOLOMBIA;EQTY
HCOLSEL;12186,0;-0,44;18314520200;1502541;-54,00;12200,0;12200,0;12186,0;12189,03;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFDAVVNDA;30960,0;-0,06;9376699450;304724;-20,00;30740,0;31100,0;30500,0;30771,12;BANCO DAVIVIENDA;EQTY
GRUPOARGOS;11430,0;0,62;6344613460;558333;70,00;11400,0;11500,0;11300,0;11363,49;GRUPO ARGOS;EQTY
PFAVAL;1150,0;0,00;6325130428;5516909;0,00;1149,0;1153,0;1141,0;1146,5;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;20600,0;0,98;6250593020;304189;200,00;20400,0;20780,0;20390,0;20548,39;GRUPO SURA;EQTY
ISA;22740,0;0,53;5636299760;249407;120,00;22500,0;22740,0;22400,0;22598,8;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;30300,0;0,80;5445734650;181656;240,00;29760,0;30300,0;29400,0;29978,28;BANCO BANCOLOMBIA;EQTY
NUTRESA;22700,0;-0,44;5375024970;236224;-100,00;22930,0;23000,0;22640,0;22753,93;GRUPO NUTRESA;EQTY
CEMARGOS;5400,0;0,19;3018028905;560643;10,00;5310,0;5420,0;5310,0;5383,16;CEMENTOS ARGOS;EQTY
BVC;12500,0;0,89;2023404920;162761;110,00;12390,0;12500,0;12390,0;12431,76;BOLSA DE VALORES DE COLOMBIA;EQTY
GEB;2625,0;-0,08;1713112281;653080;-2,00;2624,0;2634,0;2620,0;2623,13;GRUPO ENERGIA BOGOTA;EQTY
MINEROS;4339,0;0,67;1334398452;309863;29,00;4315,0;4340,0;4280,0;4306,41;MINEROS;EQTY
CORFICOLCF;32500,0;-0,21;858565230;26476;-70,00;32500,0;32500,0;32390,0;32428,06;CORFICOLOMBIANA;EQTY
CNEC;10250,0;-1,91;753543480;73234;-200,00;10400,0;10400,0;10220,0;10289,53;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;18040,0;-1,26;714267130;39308;-230,00;18280,0;18280,0;18040,0;18171,04;GRUPO SURA;EQTY
CELSIA;4525,0;-0,37;439702945;97074;-17,00;4540,0;4588,0;4510,0;4529,56;CELSIA;EQTY
BOGOTA;76670,0;0,01;375257560;4880;10,00;78470,0;78470,0;76660,0;76897,04;BANCO DE BOGOTA;EQTY
GRUBOLIVAR;71790,0;-0,01;289129350;4067;-10,00;71790,0;71790,0;70990,0;71091,55;GRUPO BOLIVAR;EQTY
EXITO;11900,0;-2,38;102274600;8542;-290,00;12000,0;12000,0;11900,0;11973,14;EXITO;EQTY
PFCEMARGOS;3989,0;2,02;85843620;21757;79,00;3980,0;3989,0;3922,0;3945,56;CEMENTOS ARGOS;EQTY
PROMIGAS;7675,0;3,23;69504375;9274;240,00;7435,0;7675,0;7435,0;7494,54;PROMIGAS;EQTY
PFGRUPOARG;9650,0;0,00;29760490;3093;0,00;9650,0;9650,0;9650,0;9621,88;GRUPO ARGOS;EQTY
CLH;3900,0;-1,27;29562000;7580;-50,00;3900,0;3900,0;3900,0;3900,0;CEMEX LATAM HOLDINGS;EQTY
ENKA;15,74;4,17;15079990,32;958068;0,63;15,74;15,74;15,74;15,74;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;1182,0;-0,51;10505616;8888;-6,00;1182,0;1182,0;1182,0;1182,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;0,0;0,00;10114743,1;46785;0,00;0,0;0,0;0,0;216,2;ETB;EQTY
CONCONCRET;0,0;0,00;10082242;21669;0,00;0,0;0,0;0,0;465,28;CONCONCRETO S.A;EQTY
PFCORFICOL;0,0;0,00;4095870;152;0,00;0,0;0,0;0,0;26946,51;CORFICOLOMBIANA;EQTY
PFAVH;0,0;0,00;3109850;24125;0,00;0,0;0,0;0,0;128,91;AVIANCA HOLDINGS S.A.;EQTY
ELCONDOR;0,0;0,00;1995610;1970;0,00;0,0;0,0;0,0;1013,0;EL CONDOR;EQTY
TERPEL;0,0;0,00;578800;75;0,00;0,0;0,0;0,0;7717,33;ORGANIZACION TERPEL;EQTY
