Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;4900,0;1.51;48914784745,0;9895548,0;-75,0;4980,0;4995,0;4880,0;4943,11;ECOPETROL
PREC;35380,0;7.72;45179927760,0;1228314,0;-2960,0;38300,0;38300,0;35300,0;36782,07;PACIFIC EXPLOR AND PROD CORP
PFDAVVNDA;25800,0;0.0;23569570080,0;910693,0;0,0;25800,0;25900,0;25680,0;25880,92;BANCO DAVIVIENDA
CLH;13820,0;0.58;9293787200,0;670796,0;-80,0;13900,0;13900,0;13820,0;13854,86;CEMEX LATAM HOLDINGS
ICOLCAP;17480,0;1.13;9283391710,0;526367,0;-200,0;17700,0;17706,0;17480,0;17636,73;FONDO BURSATIL ISHARES COLCAP
GRUPOSURA;37940,0;1.35;5188979900,0;135812,0;-520,0;38360,0;38360,0;37700,0;38207,08;GRUPO SURA
CELSIA;5580,0;1.24;4730492840,0;843375,0;-70,0;5690,0;5690,0;5580,0;5609,0;CELSIA
PFGRUPSURA;38780,0;1.07;3670548880,0;94111,0;-420,0;39200,0;39200,0;38700,0;39002,34;GRUPO SURA
ISA;8660,0;1.7;3461018470,0;395212,0;-150,0;8810,0;8810,0;8660,0;8757,37;ISA INTERCONEXION ELECTRICA
PFBCOLOM;28540,0;0.9;2831331500,0;99080,0;-260,0;28620,0;28740,0;28460,0;28576,22;BANCO BANCOLOMBIA
EXITO;32900,0;1.2;2592846320,0;78562,0;-400,0;33280,0;33280,0;32700,0;33003,82;EXITO
INVERARGOS;21940,0;1.08;2153849280,0;98569,0;-240,0;22140,0;22160,0;21600,0;21851,18;GRUPO ARGOS
CORFICOLCF;34960,0;0.23;2007800780,0;57964,0;80,0;34680,0;34960,0;34500,0;34638,75;CORFICOLOMBIANA
BCOLOMBIA;28200,0;0.28;1718135900,0;60919,0;-80,0;28200,0;28300,0;28200,0;28203,61;BANCO BANCOLOMBIA
PFAVAL;1260,0;1.18;1448716475,0;1144362,0;-15,0;1270,0;1275,0;1260,0;1265,96;GRUPO AVAL ACCIONES Y VALORES
PFAVTA;4440,0;0.45;1092102180,0;245209,0;-20,0;4490,0;4505,0;4405,0;4453,76;AVIANCA HOLDINGS S.A.
NUTRESA;25600,0;1.31;1061460700,0;41273,0;-340,0;26000,0;26000,0;25600,0;25718,04;GRUPO NUTRESA
CEMARGOS;8740,0;0.68;893648380,0;102237,0;-60,0;8840,0;8840,0;8700,0;8740,95;CEMENTOS ARGOS
BOGOTA;57700,0;0.0;851097800,0;14755,0;0,0;57700,0;57700,0;57600,0;57681,99;BANCO DE BOGOTA
PFHELMBANK;508,0;1.4;824481121,0;1631945,0;7,0;502,0;508,0;501,0;505,21;HELM BANK S.A.
PFCARPAK;5180,0;0.0;532289420,0;101338,0;0,0;5180,0;5280,0;5180,0;5252,61;CARVAJAL EMPAQUES S.A.
PFINVARGOS;21860,0;0.64;530215120,0;24164,0;-140,0;21900,0;22000,0;21860,0;21942,36;GRUPO ARGOS
EEB;1395,0;0.36;489756535,0;352246,0;5,0;1385,0;1395,0;1385,0;1390,38;GRUPO ENERGIA BOGOTA
GRUPOAVAL;1260,0;0.79;474464720,0;376472,0;-10,0;1265,0;1265,0;1260,0;1260,29;GRUPO AVAL ACCIONES Y VALORES
ISAGEN;2530,0;0.0;422356605,0;167440,0;0,0;2510,0;2530,0;2510,0;2522,44;ISAGEN
PMGC;10760,0;2.18;357833220,0;33343,0;-240,0;10940,0;10940,0;10500,0;10731,88;PETROMINERALES LTD
ETB;404,0;1.46;295997092,0;727827,0;-6,0;409,0;409,0;404,0;406,69;ETB
VALOREM;325,0;1.81;217965150,0;670662,0;-6,0;325,0;325,0;325,0;325,0;VALOREM S.A.
TABLEMAC;7,8;1.27;209443042,42;26875810,0;-0,1;7,8;7,8;7,8;7,79;TABLEMAC
SDCORFIC;33000,0;2.37;197464260,0;5978,0;-800,0;33200,0;33200,0;33000,0;33031,83;CORFICOLOMBIANA
CNEC;5260,0;4.36;183011450,0;34598,0;-240,0;5370,0;5370,0;5260,0;5289,65;CANACOL ENERGY LTD
CONCONCRET;1375,0;1.79;169601795,0;123000,0;-25,0;1380,0;1385,0;1375,0;1378,88;CONCONCRETO S.A
ENKA;7,5;2.6;153861887,45;20476665,0;-0,2;7,54;7,54;7,5;7,51;ENKA DE COLOMBIA
MINEROS;4700,0;0.0;79458200,0;16906,0;0,0;4700,0;4700,0;4700,0;4700,0;MINEROS
BVC;28,7;3.04;70555428,0;2456680,0;-0,9;28,7;28,7;28,7;28,72;BOLSA DE VALORES DE COLOMBIA
SDPFCORF;30000,0;1.63;57150000,0;1905,0;480,0;30000,0;30000,0;30000,0;30000,0;CORFICOLOMBIANA
OCCIDENTE;32500,0;3.56;34157500,0;1051,0;-1200,0;32500,0;32500,0;32500,0;32500,0;BANCO DE OCCIDENTE
BIOMAX;1555,0;0.32;24363740,0;15668,0;-5,0;1555,0;1555,0;1555,0;1555,0;BIOMAX BIOCOMBUSTIBLES S.A.
ELCONDOR;1510,0;0.0;19814220,0;13122,0;0,0;1510,0;1510,0;1510,0;1510,0;EL CONDOR
CARTON;0,0;0.0;13023500,0;2663,0;0,0;0,0;0,0;0,0;4890,54;CARTON COLOMBIA
FABRICATO;0,0;0.0;10160694,0;564483,0;0,0;0,0;0,0;0,0;18,0;FABRICATO
COLTEJER;0,0;0.0;7596330,0;6002,0;0,0;0,0;0,0;0,0;1265,63;COLTEJER
PROENERGIA;0,0;0.0;6750000,0;1500,0;0,0;0,0;0,0;0,0;4500,0;PROENERGIA INTERNACIONAL S.A.
