Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
PFBCOLOM;30000,0;3.23;32551099460,0;1067281,0;-1000,0;31000,0;31200,0;29920,0;30499,09;BANCO BANCOLOMBIA
EXITO;29500,0;2.25;29801112060,0;990424,0;-680,0;30200,0;30600,0;29060,0;30089,25;EXITO
ECOPETROL;4200,0;0.0;21723254605,0;5180104,0;0,0;4200,0;4220,0;4170,0;4193,59;ECOPETROL
PREC;36900,0;1.6;20745647200,0;553549,0;-600,0;37300,0;38200,0;36900,0;37477,53;PACIFIC EXPLOR AND PROD CORP
PFGRUPSURA;38500,0;1.89;19373634760,0;498199,0;-740,0;39300,0;39440,0;38500,0;38887,34;GRUPO SURA
EEB;1375,0;2.48;12945478695,0;9257317,0;-35,0;1410,0;1425,0;1375,0;1398,41;GRUPO ENERGIA BOGOTA
OCCIDENTE;35520,0;2.13;11359976480,0;326224,0;740,0;34820,0;35520,0;34820,0;34822,63;BANCO DE OCCIDENTE
ICOLCAP;16796,0;1.07;6843415000,0;405000,0;-182,0;16960,0;16960,0;16796,0;16897,32;FONDO BURSATIL ISHARES COLCAP
BCOLOMBIA;29580,0;1.4;6354033920,0;213290,0;-420,0;30000,0;30380,0;29360,0;29790,59;BANCO BANCOLOMBIA
BOGOTA;66400,0;2.15;6128963860,0;92729,0;1400,0;65000,0;66580,0;65000,0;66095,44;BANCO DE BOGOTA
CEMARGOS;8300,0;1.47;5804687720,0;706719,0;120,0;8200,0;8300,0;8200,0;8213,57;CEMENTOS ARGOS
CLH;13100,0;1.39;5380355420,0;413615,0;180,0;12980,0;13100,0;12960,0;13008,12;CEMEX LATAM HOLDINGS
PFAVAL;1280,0;0.39;4840789020,0;3760231,0;-5,0;1285,0;1290,0;1280,0;1287,36;GRUPO AVAL ACCIONES Y VALORES
GRUPOSURA;37860,0;1.66;4006999800,0;104953,0;-640,0;38480,0;38600,0;37600,0;38178,99;GRUPO SURA
NUTRESA;25940,0;1.01;3728404980,0;144887,0;260,0;25600,0;25980,0;25600,0;25733,19;GRUPO NUTRESA
INVERARGOS;20240,0;0.3;3663260000,0;180569,0;-60,0;20300,0;20340,0;20200,0;20287,31;GRUPO ARGOS
PMGC;10860,0;4.22;3101853340,0;285837,0;440,0;10400,0;11180,0;10400,0;10851,83;PETROMINERALES LTD
CORFICOLCF;35460,0;0.11;3017739620,0;85436,0;-40,0;35200,0;35480,0;35200,0;35321,64;CORFICOLOMBIANA
ISAGEN;2590,0;0.19;2882661695,0;1116995,0;5,0;2575,0;2590,0;2570,0;2580,73;ISAGEN
PFINVARGOS;20360,0;0.69;2443690660,0;120197,0;140,0;20300,0;20420,0;20280,0;20330,71;GRUPO ARGOS
GRUPOAVAL;1280,0;0.78;2259547850,0;1755251,0;-10,0;1270,0;1290,0;1270,0;1287,31;GRUPO AVAL ACCIONES Y VALORES
PFDAVVNDA;24680,0;0.08;1623571220,0;66185,0;20,0;24500,0;24680,0;24500,0;24530,8;BANCO DAVIVIENDA
ISA;8400,0;0.24;1251243040,0;149163,0;20,0;8340,0;8460,0;8300,0;8388,43;ISA INTERCONEXION ELECTRICA
PFAVTA;4160,0;0.95;1141005220,0;273519,0;-40,0;4235,0;4235,0;4150,0;4171,58;AVIANCA HOLDINGS S.A.
CELSIA;5010,0;0.79;981183280,0;194949,0;-40,0;5010,0;5060,0;5000,0;5033,03;CELSIA
SIE;9000,0;2.27;450000000,0;50000,0;200,0;9000,0;9000,0;9000,0;9000,0;SOCIEDAD INVERSIONES ENERGIA
CNEC;5100,0;0.0;200165760,0;39080,0;0,0;5100,0;5160,0;5100,0;5121,95;CANACOL ENERGY LTD
ODINSA;9100,0;0.55;159891000,0;17749,0;-50,0;9000,0;9100,0;9000,0;9008,45;ODINSA
BVC;29,7;0.34;155904652,1;5232971,0;0,1;30,0;30,0;29,7;29,79;BOLSA DE VALORES DE COLOMBIA
TABLEMAC;7,25;2.26;145909647,45;20386861,0;0,16;7,15;7,25;7,15;7,16;TABLEMAC
ETB;395,0;2.47;109045179,0;276995,0;-10,0;392,0;395,0;392,0;393,67;ETB
SDCORFIC;34300,0;0.06;103655780,0;3021,0;-20,0;34320,0;34320,0;34300,0;34311,74;CORFICOLOMBIANA
ELCONDOR;1470,0;0.0;67147000,0;45700,0;0,0;1470,0;1470,0;1470,0;1469,3;EL CONDOR
MINEROS;3760,0;1.05;55384800,0;14730,0;-40,0;3760,0;3760,0;3760,0;3760,0;MINEROS
PFHELMBANK;484,0;0.41;38648728,0;79390,0;-2,0;484,0;484,0;484,0;486,82;HELM BANK S.A.
PFCARPAK;0,0;0.0;21647040,0;4488,0;0,0;0,0;0,0;0,0;4823,32;CARVAJAL EMPAQUES S.A.
ENKA;0,0;0.0;15505863,68;2085862,0;0,0;0,0;0,0;0,0;7,43;ENKA DE COLOMBIA
PFCORFICOL;0,0;0.0;12116280,0;402,0;0,0;0,0;0,0;0,0;30140,0;CORFICOLOMBIANA
PAZRIO;0,0;0.0;8632903,0;889990,0;0,0;0,0;0,0;0,0;9,7;ACER. PAZ DEL RIO
CONCONCRET;0,0;0.0;7433400,0;5718,0;0,0;0,0;0,0;0,0;1300,0;CONCONCRETO S.A
VALOREM;0,0;0.0;6593265,0;20931,0;0,0;0,0;0,0;0,0;315,0;VALOREM S.A.
VALSIMESA;0,0;0.0;3575400,0;3540,0;0,0;0,0;0,0;0,0;1010,0;VALORES SIMESA
VILLAS;0,0;0.0;377000,0;58,0;0,0;0,0;0,0;0,0;6500,0;BANCO AV VILLAS
