Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
PFAVAL;1400,0;0.36;14846124780,0;10674441,0;5,0;1390,0;1400,0;1385,0;1390,81;GRUPO AVAL ACCIONES Y VALORES
PREC;36220,0;0.22;14331637800,0;394327,0;80,0;36460,0;36600,0;36080,0;36344,55;PACIFIC EXPLOR AND PROD CORP
ECOPETROL;4425,0;0.8;13965609370,0;3158229,0;35,0;4400,0;4435,0;4400,0;4421,97;ECOPETROL
ICOLCAP;17580,0;0.08;12433747041,5;709091,0;14,0;17410,0;17580,0;17410,0;17534,77;FONDO BURSATIL ISHARES COLCAP
NUTRESA;27820,0;0.43;10335105840,0;373888,0;120,0;27600,0;27820,0;27480,0;27642,25;GRUPO NUTRESA
PFBCOLOM;27440,0;1.03;8527410820,0;311273,0;280,0;27200,0;27440,0;27200,0;27395,28;BANCO BANCOLOMBIA
CELSIA;5970,0;0.17;7011469750,0;1169815,0;-10,0;5990,0;6060,0;5930,0;5993,66;CELSIA
CORFICOLCF;39880,0;1.58;4337816420,0;109889,0;620,0;39040,0;39920,0;39040,0;39474,53;CORFICOLOMBIANA
BCOLOMBIA;26720,0;1.91;3450329080,0;130017,0;500,0;26220,0;26720,0;26220,0;26537,52;BANCO BANCOLOMBIA
PFGRUPSURA;38900,0;0.05;3202207960,0;82498,0;20,0;38600,0;38900,0;38500,0;38815,58;GRUPO SURA
EXITO;32980,0;2.11;2636466740,0;80261,0;680,0;32500,0;32980,0;32500,0;32848,67;EXITO
PFDAVVNDA;24980,0;2.29;2576349220,0;104207,0;560,0;24600,0;24980,0;24600,0;24723,38;BANCO DAVIVIENDA
GRUPOARGOS;22300,0;1.64;2460051020,0;109858,0;360,0;21940,0;22600,0;21940,0;22393,01;GRUPO ARGOS
CEMARGOS;9320,0;2.98;2088339830,0;225554,0;270,0;9050,0;9320,0;9050,0;9258,71;CEMENTOS ARGOS
ISA;9380,0;0.64;2012046450,0;215675,0;60,0;9300,0;9380,0;9240,0;9329,07;ISA INTERCONEXION ELECTRICA
GRUPOSURA;38000,0;1.17;1935713980,0;51154,0;440,0;37400,0;38080,0;37400,0;37840,91;GRUPO SURA
CLH;15000,0;0.0;1906579780,0;127174,0;0,0;15000,0;15000,0;14460,0;14991,9;CEMEX LATAM HOLDINGS
PFCEMARGOS;9240,0;0.65;1496031220,0;162268,0;60,0;9150,0;9240,0;9150,0;9219,51;CEMENTOS ARGOS
OCCIDENTE;40200,0;3.13;1430497440,0;35740,0;1220,0;40000,0;40200,0;40000,0;40025,11;BANCO DE OCCIDENTE
ISAGEN;3030,0;0.33;1153390755,0;381783,0;10,0;3020,0;3030,0;3005,0;3021,06;ISAGEN
PFGRUPOARG;22300,0;1.36;1056675700,0;47479,0;300,0;21780,0;22300,0;21780,0;22255,64;GRUPO ARGOS
CNEC;7500,0;2.32;982195790,0;132752,0;170,0;7340,0;7500,0;7300,0;7398,73;CANACOL ENERGY LTD
PMGC;12420,0;1.8;832929100,0;67264,0;220,0;12120,0;12480,0;12120,0;12382,98;PETROMINERALES LTD
GRUPOAVAL;1390,0;0.0;674613865,0;488766,0;0,0;1375,0;1390,0;1375,0;1380,24;GRUPO AVAL ACCIONES Y VALORES
EEB;1570,0;0.32;533888300,0;340480,0;5,0;1565,0;1570,0;1560,0;1568,05;GRUPO ENERGIA BOGOTA
BVC;25,3;3.27;500515482,1;20025733,0;0,8;24,5;25,3;24,5;24,99;BOLSA DE VALORES DE COLOMBIA
BOGOTA;69400,0;0.14;251369060,0;3625,0;100,0;69300,0;69400,0;69300,0;69343,19;BANCO DE BOGOTA
PFAVH;3990,0;0.13;227154655,0;57564,0;-5,0;3990,0;3990,0;3990,0;3946,12;AVIANCA HOLDINGS S.A.
PROTECCION;67000,0;0.74;166696000,0;2488,0;-500,0;67000,0;67000,0;67000,0;67000,0;ADM DE FONDOS Y CES PROTECCION
MINEROS;3300,0;0.0;139485000,0;42280,0;0,0;3300,0;3300,0;3300,0;3299,08;MINEROS
PFHELMBANK;537,0;0.19;139162746,0;259919,0;1,0;534,0;537,0;534,0;535,41;HELM BANK S.A.
ODINSA;8780,0;2.93;126170680,0;14607,0;250,0;8500,0;8780,0;8500,0;8637,69;ODINSA
VALOREM;290,0;1.75;77395192,0;272244,0;5,0;290,0;290,0;290,0;284,29;VALOREM S.A.
PFCARPAK;4180,0;3.47;55232830,0;13612,0;140,0;4180,0;4180,0;4180,0;4057,66;CARVAJAL EMPAQUES S.A.
ETB;0,0;0.0;19051979,0;47995,0;0,0;0,0;0,0;0,0;396,96;ETB
PAZRIO;0,0;0.0;2242500,0;345000,0;0,0;0,0;0,0;0,0;6,5;ACER. PAZ DEL RIO
MANCEMENTO;0,0;0.0;1092000,0;39,0;0,0;0,0;0,0;0,0;28000,0;MANUF. DE CEMENTO
VALSIMESA;0,0;0.0;960000,0;800,0;0,0;0,0;0,0;0,0;1200,0;VALORES SIMESA
COLTEJER;0,0;0.0;100674,0;102,0;0,0;0,0;0,0;0,0;987,0;COLTEJER
