Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;3045,0;0.49;61271463640,0;20320188,0;-15,0;3060,0;3080,0;2945,0;3015,3;ECOPETROL
PFBCOLOM;33060,0;1.02;24452237480,0;738831,0;-340,0;33120,0;33320,0;32940,0;33095,85;BANCO BANCOLOMBIA
GRUPOSURA;38680,0;0.1;14604811360,0;378636,0;-40,0;38660,0;38680,0;38500,0;38572,17;GRUPO SURA
ISA;14900,0;2.76;9849508640,0;674802,0;400,0;14440,0;14900,0;14360,0;14596,15;ISA INTERCONEXION ELECTRICA
PFDAVVNDA;32980,0;0.86;7529636900,0;230097,0;280,0;32380,0;32980,0;32300,0;32723,75;BANCO DAVIVIENDA
PFAVAL;1240,0;0.0;6251516780,0;5079980,0;0,0;1230,0;1240,0;1230,0;1230,62;GRUPO AVAL ACCIONES Y VALORES
EXITO;16440,0;0.96;4561122540,0;277305,0;-160,0;16580,0;16580,0;16360,0;16448,04;EXITO
EEB;2060,0;0.0;3679417830,0;1789867,0;0,0;2050,0;2060,0;2050,0;2055,69;GRUPO ENERGIA BOGOTA
BCOLOMBIA;33160,0;2.13;3584987580,0;108055,0;-720,0;33280,0;33480,0;33100,0;33177,43;BANCO BANCOLOMBIA
NUTRESA;26840,0;0.07;3066605020,0;114561,0;20,0;26820,0;26880,0;26720,0;26768,32;GRUPO NUTRESA
CEMARGOS;9970,0;0.0;2786037080,0;280744,0;0,0;9900,0;9970,0;9850,0;9923,76;CEMENTOS ARGOS
ICOLCAP;15861,5;0.1;1964230317,0;124056,0;-15,5;15800,0;15861,5;15800,0;15833,42;FONDO BURSATIL ISHARES COLCAP
CELSIA;4600,0;0.44;1782164620,0;388770,0;20,0;4580,0;4620,0;4550,0;4584,11;CELSIA
GRUPOARGOS;19940,0;2.06;1567360560,0;78458,0;-420,0;19940,0;20200,0;19920,0;19977,06;GRUPO ARGOS
CORFICOLCF;24100,0;0.84;1189573700,0;49574,0;200,0;23860,0;24100,0;23680,0;23995,92;CORFICOLOMBIANA
BOGOTA;69400,0;0.0;1121238900,0;16186,0;0,0;69300,0;69400,0;68980,0;69272,14;BANCO DE BOGOTA
PFGRUPSURA;36480,0;1.0;907283740,0;25038,0;360,0;36120,0;36500,0;36120,0;36236,27;GRUPO SURA
GRUBOLIVAR;52500,0;0.0;851785000,0;16214,0;0,0;52600,0;52600,0;52500,0;52533,92;GRUPO BOLIVAR
PFAVH;2905,0;1.02;769378560,0;264555,0;-30,0;2920,0;2925,0;2900,0;2908,2;AVIANCA HOLDINGS S.A.
PFGRUPOARG;16440,0;0.86;667706060,0;40793,0;140,0;16220,0;16440,0;16200,0;16368,15;GRUPO ARGOS
CLH;8680,0;2.47;422883910,0;48242,0;-220,0;8850,0;8860,0;8680,0;8765,89;CEMEX LATAM HOLDINGS
CNEC;9490,0;0.0;385694020,0;40616,0;0,0;9490,0;9530,0;9450,0;9496,11;CANACOL ENERGY LTD
PFCEMARGOS;8280,0;0.24;268013590,0;32465,0;-20,0;8280,0;8280,0;8100,0;8255,46;CEMENTOS ARGOS
CONCONCRET;945,0;0.32;210274352,0;223502,0;3,0;943,0;950,0;930,0;940,82;CONCONCRETO S.A
ETB;412,0;0.24;178962705,0;442590,0;-1,0;400,0;412,0;400,0;404,35;ETB
TERPEL;12400,0;0.64;177064000,0;15000,0;-80,0;11780,0;12400,0;11740,0;11804,27;ORGANIZACION TERPEL
MINEROS;2360,0;1.05;129857515,0;54535,0;-25,0;2400,0;2400,0;2360,0;2381,18;MINEROS
FABRICATO;7,25;2.03;84188469,5;11500000,0;-0,15;7,38;7,44;7,25;7,32;FABRICATO
GRUPOAVAL;1240,0;0.0;57467025,0;46701,0;0,0;1215,0;1240,0;1215,0;1230,53;GRUPO AVAL ACCIONES Y VALORES
PFCORFICOL;21700,0;3.33;22459100,0;1035,0;700,0;21700,0;21700,0;21700,0;21699,61;CORFICOLOMBIANA
BBVACOL;265,0;0.38;17817570,0;67185,0;-1,0;265,0;265,0;265,0;265,2;BBVA COLOMBIA
PFBBVACOL;250,0;0.4;12500000,0;50000,0;-1,0;250,0;250,0;250,0;250,0;BBVA COLOMBIA
PROMIGAS;7580,0;1.43;9854000,0;1300,0;-110,0;7580,0;7580,0;7580,0;7580,0;PROMIGAS
OCCIDENTE;0,0;0.0;3198000,0;82,0;0,0;0,0;0,0;0,0;39000,0;BANCO DE OCCIDENTE
VALOREM;0,0;0.0;975357,0;1073,0;0,0;0,0;0,0;0,0;909,0;VALOREM S.A.
ELCONDOR;0,0;0.0;77280,0;69,0;0,0;0,0;0,0;0,0;1120,0;EL CONDOR
