Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3115,0;-0,80;26516601320;8624702;-25,00;3135,0;3135,0;3035,0;3074,49;ECOPETROL;EQTY
PFBCOLOM;33180,0;-0,36;18135565740;548406;-120,00;33200,0;33240,0;32820,0;33069,6;BANCO BANCOLOMBIA;EQTY
EXITO;12660,0;-3,95;14042088320;1104197;-520,00;13160,0;13160,0;12600,0;12717,01;EXITO;EQTY
ICOLCAP;13949,5;-0,02;11442577622;821072;-3,00;13915,0;13980,5;13906,0;13936,14;FONDO BURSATIL ISHARES COLCAP;EQTY
PFAVAL;1030,0;-0,48;9172004080;8969902;-5,00;1020,0;1030,0;1015,0;1022,53;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;32140,0;1,32;9091874220;282901;420,00;31800,0;32360,0;31800,0;32138,01;GRUPO SURA;EQTY
GRUPOARGOS;15980,0;-0,13;6518585460;407796;-20,00;16000,0;16040,0;15980,0;15984,92;GRUPO ARGOS;EQTY
EEB;1855,0;0,27;5650659155;3058719;5,00;1850,0;1860,0;1840,0;1847,39;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;33360,0;0,48;4275516360;129165;160,00;33040,0;33360,0;32800,0;33101,2;BANCO BANCOLOMBIA;EQTY
ISA;12940,0;0,31;4197058020;329366;40,00;12860,0;13060,0;12600,0;12742,84;ISA INTERCONEXION ELECTRICA;EQTY
HCOLSEL;12525,0;-0,71;3131250000;250000;-90,00;12525,0;12525,0;12525,0;12525,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
NUTRESA;24000,0;2,13;2659161460;111568;500,00;23340,0;24000,0;23340,0;23834,45;GRUPO NUTRESA;EQTY
CELSIA;4000,0;1,78;2518454310;643029;70,00;3930,0;4000,0;3800,0;3916,55;CELSIA;EQTY
PFDAVVNDA;32840,0;0,43;1773779980;54022;140,00;32500,0;32900,0;32500,0;32834,4;BANCO DAVIVIENDA;EQTY
CNEC;10000,0;2,04;1771996960;183247;200,00;9500,0;10000,0;9500,0;9669,99;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;30600,0;0,00;1621370740;52852;0,00;30600,0;31180,0;30500,0;30677,57;GRUPO SURA;EQTY
CORFICOLCF;17800,0;2,65;1400886160;81192;460,00;17340,0;17800,0;17000,0;17253,99;CORFICOLOMBIANA;EQTY
CEMARGOS;7000,0;0,00;1363704700;194907;0,00;6980,0;7000,0;6980,0;6996,69;CEMENTOS ARGOS;EQTY
CLH;4000,0;0,00;1083610105;271217;0,00;3990,0;4000,0;3990,0;3995,36;CEMEX LATAM HOLDINGS;EQTY
PFGRUPOARG;13440,0;-0,15;465468460;34703;-20,00;13400,0;13440,0;13400,0;13412,92;GRUPO ARGOS;EQTY
GRUPOAVAL;1030,0;0,00;400919675;390758;0,00;1030,0;1030,0;1020,0;1026,01;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFCEMARGOS;6050,0;3,42;334440010;56123;200,00;5850,0;6050,0;5850,0;5959,05;CEMENTOS ARGOS;EQTY
BOGOTA;59800,0;-0,17;331904120;5576;-100,00;58060,0;59800,0;58060,0;59523,69;BANCO DE BOGOTA;EQTY
PFAVH;1990,0;2,58;291676175;148305;50,00;1980,0;1990,0;1950,0;1966,73;AVIANCA HOLDINGS S.A.;EQTY
ETB;267,0;0,38;78687077;299152;1,00;262,0;267,0;260,0;263,03;ETB;EQTY
BVC;12920,0;0,00;57054200;4415;0,00;12940,0;12940,0;12920,0;12922,81;BOLSA DE VALORES DE COLOMBIA;EQTY
MINEROS;1900,0;0,00;48590600;25574;0,00;1900,0;1900,0;1900,0;1900,0;MINEROS;EQTY
BBVACOL;265,0;1,92;13250000;50000;5,00;265,0;265,0;265,0;265,0;BBVA COLOMBIA;EQTY
CONCONCRET;0,0;0,00;11548480;40329;0,00;0,0;0,0;0,0;286,36;CONCONCRETO S.A;EQTY
