Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;3120,0;2.97;54960238470,0;17779156,0;90,0;3050,0;3130,0;3020,0;3091,27;ECOPETROL
GRUPOSURA;37180,0;1.03;43216783400,0;1163379,0;380,0;36780,0;37500,0;36760,0;37147,64;GRUPO SURA
PFGRUPSURA;35400,0;0.28;34880175280,0;976521,0;-100,0;35500,0;35980,0;35400,0;35718,82;GRUPO SURA
ICOLCAP;15692,5;0.57;16286360821,5;1043074,0;89,5;15580,0;15692,5;15580,0;15613,81;FONDO BURSATIL ISHARES COLCAP
PFBCOLOM;33400,0;0.83;13940658520,0;416418,0;-280,0;33440,0;33700,0;33300,0;33477,56;BANCO BANCOLOMBIA
PFDAVVNDA;34800,0;0.69;8250382440,0;238120,0;240,0;34480,0;34800,0;34060,0;34648,0;BANCO DAVIVIENDA
BCOLOMBIA;33080,0;1.61;7315087020,0;220014,0;-540,0;33480,0;33540,0;33080,0;33248,28;BANCO BANCOLOMBIA
BVC;11040,0;1.28;6983753000,0;634055,0;140,0;10940,0;11060,0;10700,0;11014,43;BOLSA DE VALORES DE COLOMBIA
CORFICOLCF;25440,0;2.58;6847914180,0;272740,0;640,0;24820,0;25440,0;24800,0;25107,85;CORFICOLOMBIANA
EXITO;16380,0;0.99;6795603840,0;415982,0;160,0;16220,0;16420,0;16220,0;16336,29;EXITO
PFAVAL;1235,0;0.82;6477231330,0;5270560,0;10,0;1220,0;1235,0;1215,0;1228,95;GRUPO AVAL ACCIONES Y VALORES
ISA;14000,0;0.43;5777006180,0;413021,0;-60,0;13840,0;14060,0;13840,0;13987,2;ISA INTERCONEXION ELECTRICA
GRUPOARGOS;19440,0;0.0;4863089600,0;248127,0;0,0;19440,0;19700,0;19420,0;19599,2;GRUPO ARGOS
EEB;2080,0;0.97;3852915170,0;1861826,0;20,0;2065,0;2080,0;2060,0;2069,43;GRUPO ENERGIA BOGOTA
CEMARGOS;9100,0;0.66;3292570600,0;359264,0;-60,0;9160,0;9290,0;9100,0;9164,77;CEMENTOS ARGOS
NUTRESA;26060,0;0.23;2841833420,0;109197,0;60,0;26000,0;26080,0;26000,0;26024,83;GRUPO NUTRESA
CLH;8320,0;0.24;2271874720,0;272829,0;20,0;8390,0;8390,0;8320,0;8327,1;CEMEX LATAM HOLDINGS
CELSIA;4620,0;0.76;1718739880,0;374215,0;35,0;4585,0;4620,0;4555,0;4592,92;CELSIA
PFGRUPOARG;17000,0;0.0;1448898060,0;84757,0;0,0;17020,0;17300,0;17000,0;17094,73;GRUPO ARGOS
PFAVH;2770,0;0.18;1162075575,0;422853,0;-5,0;2755,0;2770,0;2705,0;2748,18;AVIANCA HOLDINGS S.A.
BOGOTA;69380,0;0.86;815966240,0;11725,0;-600,0;69980,0;70000,0;69380,0;69592,0;BANCO DE BOGOTA
CNEC;9500,0;0.0;763204560,0;80505,0;0,0;9460,0;9500,0;9410,0;9480,21;CANACOL ENERGY LTD
TERPEL;12500,0;4.17;724903280,0;58086,0;500,0;12460,0;12500,0;12460,0;12479,83;ORGANIZACION TERPEL
PFCEMARGOS;8010,0;1.39;582332560,0;72627,0;110,0;7990,0;8140,0;7990,0;8018,13;CEMENTOS ARGOS
GRUPOAVAL;1225,0;0.41;354216890,0;290322,0;5,0;1220,0;1225,0;1215,0;1220,08;GRUPO AVAL ACCIONES Y VALORES
PROMIGAS;7780,0;0.13;219584430,0;28211,0;-10,0;7800,0;7800,0;7780,0;7783,65;PROMIGAS
CONCONCRET;790,0;5.28;93873202,0;117931,0;-44,0;801,0;801,0;790,0;796,0;CONCONCRETO S.A
BBVACOL;290,0;0.0;73912510,0;255179,0;0,0;290,0;290,0;290,0;289,65;BBVA COLOMBIA
GRUBOLIVAR;52500,0;0.0;52500000,0;1000,0;0,0;52500,0;52500,0;52500,0;52500,0;GRUPO BOLIVAR
VALOREM;909,0;0.0;27753588,0;30532,0;0,0;909,0;909,0;909,0;909,0;VALOREM S.A.
ETB;0,0;0.0;16809049,0;44273,0;0,0;0,0;0,0;0,0;379,67;ETB
PFCARPAK;5300,0;0.0;16440600,0;3102,0;0,0;5300,0;5300,0;5300,0;5300,0;CARVAJAL EMPAQUES S.A.
ELCONDOR;0,0;0.0;9982110,0;9225,0;0,0;0,0;0,0;0,0;1082,07;EL CONDOR
PFCORFICOL;20500,0;2.38;8179500,0;399,0;-500,0;20500,0;20500,0;20500,0;20500,0;CORFICOLOMBIANA
ICOLRISK;13935,5;0.54;6967750,0;500,0;75,5;13935,5;13935,5;13935,5;13935,5;FONDO BURSATIL ISHARES COLRISK
ENKA;0,0;0.0;6100500,0;830000,0;0,0;0,0;0,0;0,0;7,35;ENKA DE COLOMBIA
