Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;2985,0;0.84;33135218265,0;11007236,0;25,0;2980,0;3050,0;2970,0;3010,31;ECOPETROL
PFBCOLOM;34660,0;2.0;22054311680,0;640841,0;680,0;34000,0;34800,0;33500,0;34414,64;BANCO BANCOLOMBIA
GRUPOSURA;37360,0;0.05;11676813140,0;312056,0;-20,0;37380,0;37780,0;37300,0;37418,97;GRUPO SURA
GRUPOARGOS;19700,0;0.0;10354019380,0;524345,0;0,0;19680,0;19800,0;19680,0;19746,58;GRUPO ARGOS
PFAVAL;1225,0;1.21;8542092820,0;6934397,0;-15,0;1230,0;1240,0;1225,0;1231,84;GRUPO AVAL ACCIONES Y VALORES
ISA;14120,0;0.86;8297832200,0;581706,0;120,0;14280,0;14500,0;14080,0;14264,65;ISA INTERCONEXION ELECTRICA
BCOLOMBIA;34100,0;3.27;7192569420,0;211835,0;1080,0;33620,0;34120,0;33620,0;33953,64;BANCO BANCOLOMBIA
CORFICOLCF;25600,0;1.43;6473785060,0;250832,0;360,0;25540,0;26000,0;25500,0;25809,25;CORFICOLOMBIANA
PFDAVVNDA;35400,0;0.57;5379626940,0;151795,0;200,0;35500,0;35580,0;35320,0;35440,08;BANCO DAVIVIENDA
EEB;2095,0;1.21;4693656110,0;2238337,0;25,0;2090,0;2100,0;2080,0;2096,94;GRUPO ENERGIA BOGOTA
EXITO;16220,0;0.61;4353855400,0;266646,0;-100,0;16500,0;16500,0;16220,0;16328,22;EXITO
PFGRUPSURA;35600,0;0.28;4161177420,0;116965,0;100,0;35580,0;35800,0;35320,0;35576,26;GRUPO SURA
CEMARGOS;9460,0;0.64;3634597140,0;382971,0;60,0;9500,0;9590,0;9460,0;9490,53;CEMENTOS ARGOS
NUTRESA;26520,0;1.53;3033171560,0;114846,0;400,0;26380,0;26520,0;26340,0;26410,77;GRUPO NUTRESA
PFGRUPOARG;17400,0;2.11;2604387200,0;150380,0;360,0;17060,0;17400,0;17040,0;17318,71;GRUPO ARGOS
CELSIA;4670,0;0.97;1431177885,0;305670,0;45,0;4680,0;4700,0;4670,0;4682,1;CELSIA
CLH;8600,0;2.27;908049710,0;104873,0;-200,0;8800,0;8800,0;8600,0;8658,57;CEMEX LATAM HOLDINGS
PFAVH;2640,0;0.19;515429965,0;195256,0;5,0;2650,0;2650,0;2630,0;2639,77;AVIANCA HOLDINGS S.A.
HCOLSEL;14300,0;0.99;429000000,0;30000,0;140,0;14300,0;14300,0;14300,0;14300,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P
BOGOTA;68980,0;2.25;399068740,0;5897,0;1520,0;67460,0;68980,0;67460,0;67673,18;BANCO DE BOGOTA
PFCORFICOL;20600,0;0.0;382364000,0;18280,0;0,0;21300,0;21300,0;20600,0;20917,07;CORFICOLOMBIANA
VALOREM;909,0;0.0;364962591,0;401499,0;0,0;909,0;909,0;909,0;909,0;VALOREM S.A.
ICOLCAP;15777,0;0.81;353864459,5;22420,0;127,0;15779,5;15813,5;15777,0;15783,43;FONDO BURSATIL ISHARES COLCAP
CNEC;9500,0;1.06;346076790,0;36510,0;100,0;9450,0;9500,0;9420,0;9478,96;CANACOL ENERGY LTD
PFCEMARGOS;8150,0;0.49;130032900,0;15966,0;-40,0;8120,0;8150,0;8120,0;8144,36;CEMENTOS ARGOS
GRUPOAVAL;1220,0;0.0;111703860,0;91274,0;0,0;1220,0;1240,0;1220,0;1223,83;GRUPO AVAL ACCIONES Y VALORES
ETB;387,0;1.78;24818910,0;64210,0;-7,0;387,0;387,0;387,0;386,53;ETB
BVC;11240,0;0.35;18253760,0;1624,0;-40,0;11240,0;11240,0;11240,0;11240,0;BOLSA DE VALORES DE COLOMBIA
CONCONCRET;781,0;0.26;15487096,0;20204,0;2,0;781,0;781,0;781,0;766,54;CONCONCRETO S.A
FABRICATO;7,47;5.21;9049322,34;1211422,0;0,37;7,47;7,47;7,47;7,47;FABRICATO
PROMIGAS;0,0;0.0;4200500,0;542,0;0,0;0,0;0,0;0,0;7750,0;PROMIGAS
MINEROS;0,0;0.0;1887600,0;780,0;0,0;0,0;0,0;0,0;2420,0;MINEROS
