Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3430,0;-1,01;64962446335;18935648;-35,00;3440,0;3550,0;3380,0;3430,7;ECOPETROL;EQTY
PFBCOLOM;31000,0;0,06;16923477160;544509;20,00;31000,0;31680,0;30880,0;31080,25;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;31200,0;0,65;14281503520;459746;200,00;31640,0;31640,0;30800,0;31063,9;GRUPO SURA;EQTY
BCOLOMBIA;31180,0;0,58;6618318020;212835;180,00;31500,0;31500,0;30900,0;31096,0;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;29500,0;2,43;5076652860;174553;700,00;29000,0;29500,0;29000,0;29083,73;GRUPO SURA;EQTY
PFDAVVNDA;32500,0;2,85;3079168780;96426;900,00;31680,0;32500,0;31680,0;31932,97;BANCO DAVIVIENDA;EQTY
PFAVAL;1170,0;0,86;2603642645;2239326;10,00;1165,0;1170,0;1155,0;1162,69;GRUPO AVAL ACCIONES Y VALORES;EQTY
ICOLCAP;13898,5;-0,25;2314130204;165820;-35,00;14064,5;14064,5;13898,5;13955,68;FONDO BURSATIL ISHARES COLCAP;EQTY
NUTRESA;22500,0;0,45;1879777600;83471;100,00;22600,0;22600,0;22500,0;22520,13;GRUPO NUTRESA;EQTY
GRUPOARGOS;15240,0;0,79;1600133900;105671;120,00;15180,0;15380,0;15020,0;15142,6;GRUPO ARGOS;EQTY
EEB;1810,0;0,28;1584768735;872111;5,00;1805,0;1835,0;1805,0;1817,16;GRUPO ENERGIA BOGOTA;EQTY
ISA;12560,0;2,28;1133162680;91418;280,00;12500,0;12580,0;12000,0;12395,4;ISA INTERCONEXION ELECTRICA;EQTY
CEMARGOS;6990,0;-0,29;998268650;142537;-20,00;7000,0;7030,0;6990,0;7003,58;CEMENTOS ARGOS;EQTY
CORFICOLCF;20500,0;1,99;622827120;30465;400,00;20300,0;20500,0;20120,0;20444,02;CORFICOLOMBIANA;EQTY
BOGOTA;64000,0;0,00;449250000;7020;0,00;63800,0;64000,0;63800,0;63995,73;BANCO DE BOGOTA;EQTY
ETB;275,0;7,84;328811124;1208889;20,00;259,0;277,0;259,0;271,99;ETB;EQTY
CELSIA;4145,0;2,60;262603980;63332;105,00;4095,0;4190,0;4095,0;4146,47;CELSIA;EQTY
CLH;5060,0;2,12;253821040;50184;105,00;5050,0;5060,0;5050,0;5057,81;CEMEX LATAM HOLDINGS;EQTY
EXITO;14320,0;1,56;249432640;17457;220,00;14360,0;14360,0;14100,0;14288,4;EXITO;EQTY
PFAVH;2070,0;1,47;172246095;83750;30,00;2060,0;2070,0;2060,0;2056,67;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPOARG;12980,0;2,20;145675700;11263;280,00;12800,0;12980,0;12800,0;12934,01;GRUPO ARGOS;EQTY
GRUPOAVAL;1170,0;-0,85;127253060;110082;-10,00;1130,0;1170,0;1130,0;1155,98;GRUPO AVAL ACCIONES Y VALORES;EQTY
PROMIGAS;5200,0;-0,57;86285000;16505;-30,00;5230,0;5230,0;5200,0;5227,81;PROMIGAS;EQTY
CNEC;8690,0;-4,51;75142430;8647;-410,00;8690,0;8690,0;8690,0;8690,0;CANACOL ENERGY LTD;EQTY
BVC;13000,0;0,78;57559000;4430;100,00;13000,0;13000,0;13000,0;12993,0;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;269,0;8,47;50745500;188994;21,00;269,0;269,0;269,0;268,5;CONCONCRETO S.A;EQTY
MINEROS;2020,0;1,25;34877150;17371;25,00;2020,0;2020,0;2020,0;2007,78;MINEROS;EQTY
PROTECCION;0,0;0,00;31500000;300;0,00;0,0;0,0;0,0;105000,0;ADM DE FONDOS Y CES PROTECCION;EQTY
PFCEMARGOS;5980,0;1,53;30710340;5269;90,00;5980,0;5980,0;5980,0;5828,49;CEMENTOS ARGOS;EQTY
CARTON;6300,0;1,61;23200000;3700;100,00;6250,0;6300,0;6250,0;6270,27;CARTON COLOMBIA;EQTY
VALSIMESA;0,0;0,00;3739150;901;0,00;0,0;0,0;0,0;4150,0;VALORES SIMESA;EQTY
ELCONDOR;0,0;0,00;2000000;2000;0,00;0,0;0,0;0,0;1000,0;EL CONDOR;EQTY
COLTEJER;0,0;0,00;207900;420;0,00;0,0;0,0;0,0;495,0;COLTEJER;EQTY
