Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3100,0;-3,73;50926340770;16609818;-120,00;3160,0;3160,0;3030,0;3066,04;ECOPETROL;EQTY
PFBCOLOM;32980,0;-2,31;27052287400;827939;-780,00;33260,0;33260,0;32260,0;32674,25;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;32640,0;-0,67;10649149400;327932;-220,00;32720,0;32720,0;32060,0;32473,65;GRUPO SURA;EQTY
PFDAVVNDA;32700,0;-0,55;6459564560;199107;-180,00;32560,0;32700,0;32020,0;32442,68;BANCO DAVIVIENDA;EQTY
ISA;13580,0;0,74;6140080040;452317;100,00;13220,0;13780,0;13220,0;13574,73;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;32960,0;-1,02;5678056480;174137;-340,00;33300,0;33300,0;31860,0;32606,84;BANCO BANCOLOMBIA;EQTY
EXITO;12900,0;0,00;4547692020;355219;0,00;13120,0;13120,0;12720,0;12802,5;EXITO;EQTY
PFAVAL;1025,0;-2,84;3897053045;3757247;-30,00;1045,0;1045,0;1025,0;1037,21;GRUPO AVAL ACCIONES Y VALORES;EQTY
ICOLCAP;14050,0;-0,72;3268042144;233224;-102,00;14097,0;14097,0;13980,0;14012,46;FONDO BURSATIL ISHARES COLCAP;EQTY
CEMARGOS;6960,0;-0,57;2946007850;421791;-40,00;7000,0;7000,0;6960,0;6984,52;CEMENTOS ARGOS;EQTY
GRUPOARGOS;16680,0;-0,60;2298363880;137600;-100,00;16440,0;16780,0;16440,0;16703,23;GRUPO ARGOS;EQTY
PFGRUPSURA;30600,0;-1,61;1488253840;48608;-500,00;30700,0;30880,0;30320,0;30617,47;GRUPO SURA;EQTY
NUTRESA;23520,0;-0,59;1360146960;57751;-140,00;23420,0;23880,0;23200,0;23551,92;GRUPO NUTRESA;EQTY
HCOLSEL;12660,0;1,08;1279806800;100980;135,00;12674,0;12674,0;12660,0;12673,86;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CLH;4285,0;0,12;960587235;226152;5,00;4285,0;4285,0;4200,0;4247,53;CEMEX LATAM HOLDINGS;EQTY
CORFICOLCF;18280,0;0,99;914867020;50537;180,00;17560,0;18640,0;17500,0;18102,92;CORFICOLOMBIANA;EQTY
PFGRUPOARG;13760,0;-0,72;699230240;50791;-100,00;13820,0;13880,0;13640,0;13766,81;GRUPO ARGOS;EQTY
BVC;12340,0;-1,12;546341720;44084;-140,00;12400,0;12400,0;12340,0;12393,2;BOLSA DE VALORES DE COLOMBIA;EQTY
MINEROS;2000,0;0,00;389082990;194543;0,00;2000,0;2000,0;2000,0;1999,98;MINEROS;EQTY
EEB;1840,0;-0,27;380134145;207150;-5,00;1840,0;1840,0;1830,0;1835,07;GRUPO ENERGIA BOGOTA;EQTY
PFAVH;2140,0;1,90;300015420;143087;40,00;2090,0;2150,0;2080,0;2096,73;AVIANCA HOLDINGS S.A.;EQTY
PFCEMARGOS;5960,0;2,05;277317880;46494;120,00;5820,0;6010,0;5820,0;5964,6;CEMENTOS ARGOS;EQTY
CELSIA;3985,0;-0,38;233055725;58575;-15,00;3930,0;3995,0;3930,0;3978,76;CELSIA;EQTY
GRUPOAVAL;1020,0;0,00;213587330;206438;0,00;1015,0;1050,0;1015,0;1034,63;GRUPO AVAL ACCIONES Y VALORES;EQTY
CNEC;9900,0;1,54;170461820;17223;150,00;9900,0;9900,0;9890,0;9897,34;CANACOL ENERGY LTD;EQTY
ETB;282,0;0,36;147320244;524154;1,00;281,0;282,0;276,0;281,06;ETB;EQTY
BOGOTA;59140,0;0,24;84913440;1436;140,00;59140,0;59140,0;59140,0;59131,92;BANCO DE BOGOTA;EQTY
PFCORFICOL;0,0;0,00;4893000;306;0,00;0,0;0,0;0,0;15990,2;CORFICOLOMBIANA;EQTY
CONCONCRET;0,0;0,00;1839465;6055;0,00;0,0;0,0;0,0;303,79;CONCONCRETO S.A;EQTY
ELCONDOR;0,0;0,00;848550;850;0,00;0,0;0,0;0,0;998,29;EL CONDOR;EQTY
