Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2960,0;-1,82;29607687505;9908391;-55,00;3010,0;3060,0;2955,0;2988,14;ECOPETROL;EQTY
PFBCOLOM;32420,0;-1,46;15806557720;486538;-480,00;32620,0;32740,0;32380,0;32487,82;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;32880,0;-0,96;8411924240;256777;-320,00;33400,0;33400,0;32600,0;32759,65;GRUPO SURA;EQTY
EEB;1760,0;1,44;7484366465;4330324;25,00;1740,0;1760,0;1720,0;1728,36;GRUPO ENERGIA BOGOTA;EQTY
ICOLCAP;13836,0;-0,33;5971855428;430528;-45,50;13888,0;13888,0;13827,0;13871,0;FONDO BURSATIL ISHARES COLCAP;EQTY
EXITO;12200,0;0,83;5476749420;454137;100,00;12060,0;12380,0;12000,0;12059,69;EXITO;EQTY
BCOLOMBIA;32600,0;0,06;4640825580;143001;20,00;32000,0;32600,0;32000,0;32453,1;BANCO BANCOLOMBIA;EQTY
ISA;13780,0;0,29;4601504700;333738;40,00;13640,0;13800,0;13640,0;13787,78;ISA INTERCONEXION ELECTRICA;EQTY
NUTRESA;23500,0;-0,84;4055482960;171926;-200,00;23700,0;23700,0;23500,0;23588,54;GRUPO NUTRESA;EQTY
GRUPOARGOS;16440,0;0,00;3277840060;200139;0,00;16500,0;16500,0;16320,0;16377,82;GRUPO ARGOS;EQTY
PFDAVVNDA;33400,0;3,09;2631852920;80503;1000,00;32220,0;33400,0;32200,0;32692,61;BANCO DAVIVIENDA;EQTY
PFAVAL;1000,0;-0,99;2493793525;2470243;-10,00;1010,0;1020,0;1000,0;1009,53;GRUPO AVAL ACCIONES Y VALORES;EQTY
CLH;4000,0;-3,61;2299733685;566099;-150,00;4005,0;4080,0;4000,0;4062,42;CEMEX LATAM HOLDINGS;EQTY
CORFICOLCF;17940,0;-0,33;1308067240;73570;-60,00;17900,0;17940,0;17640,0;17779,9;CORFICOLOMBIANA;EQTY
BOGOTA;56040,0;-5,02;1226178380;21158;-2960,00;58800,0;58800,0;56040,0;57953,42;BANCO DE BOGOTA;EQTY
CEMARGOS;6980,0;-0,29;954584430;136751;-20,00;7000,0;7000,0;6960,0;6980,46;CEMENTOS ARGOS;EQTY
PFGRUPSURA;30960,0;0,72;940932480;30590;220,00;30300,0;30960,0;30300,0;30759,48;GRUPO SURA;EQTY
PFAVH;1900,0;-1,04;484107765;265820;-20,00;1865,0;1900,0;1780,0;1821,19;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPOARG;13500,0;-1,17;420429820;30925;-160,00;13700,0;13700,0;13500,0;13595,14;GRUPO ARGOS;EQTY
MINEROS;1950,0;-2,50;320970330;161743;-50,00;2000,0;2000,0;1950,0;1984,45;MINEROS;EQTY
CELSIA;3930,0;-0,51;288045320;73055;-20,00;3910,0;3955,0;3910,0;3942,86;CELSIA;EQTY
GRUPOAVAL;1030,0;0,98;105005913;103356;10,00;995,0;1030,0;995,0;1015,96;GRUPO AVAL ACCIONES Y VALORES;EQTY
TERPEL;9500,0;0,00;97327500;10245;0,00;9500,0;9500,0;9500,0;9500,0;ORGANIZACION TERPEL;EQTY
BVC;12200,0;0,00;22679800;1859;0,00;12200,0;12200,0;12200,0;12200,0;BOLSA DE VALORES DE COLOMBIA;EQTY
ELCONDOR;999,0;5,16;8390918;8422;49,00;999,0;999,0;999,0;996,31;EL CONDOR;EQTY
ETB;0,0;0,00;8388348;30421;0,00;0,0;0,0;0,0;275,74;ETB;EQTY
CNEC;9910,0;-1,29;7511780;758;-130,00;9910,0;9910,0;9910,0;9910,0;CANACOL ENERGY LTD;EQTY
BBVACOL;0,0;0,00;5637285;22107;0,00;0,0;0,0;0,0;255,0;BBVA COLOMBIA;EQTY
PFCEMARGOS;0,0;0,00;5048300;865;0,00;0,0;0,0;0,0;5836,18;CEMENTOS ARGOS;EQTY
GASNATURAL;0,0;0,00;1920000;24;0,00;0,0;0,0;0,0;80000,0;VANTI S.A. ESP;EQTY
VILLAS;0,0;0,00;640200;132;0,00;0,0;0,0;0,0;4850,0;BANCO AV VILLAS;EQTY
CONCONCRET;0,0;0,00;163020;520;0,00;0,0;0,0;0,0;313,5;CONCONCRETO S.A;EQTY
