Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
PFBCOLOM;32380,0;0.43;47550756980,0;1468675,0;140,0;32140,0;32680,0;32060,0;32376,64;BANCO BANCOLOMBIA
ECOPETROL;2475,0;0.4;41284912440,0;16584419,0;-10,0;2490,0;2510,0;2465,0;2489,38;ECOPETROL
BCOLOMBIA;32460,0;1.12;24969809260,0;771779,0;360,0;32120,0;32620,0;31800,0;32353,57;BANCO BANCOLOMBIA
PFAVH;3290,0;0.45;8849019405,0;2646789,0;-15,0;3320,0;3450,0;3280,0;3343,3;AVIANCA HOLDINGS S.A.
PFAVAL;1300,0;1.96;7617362465,0;5897363,0;25,0;1280,0;1300,0;1280,0;1291,66;GRUPO AVAL ACCIONES Y VALORES
EXITO;17240,0;0.23;6934516580,0;402847,0;40,0;17380,0;17380,0;17120,0;17213,77;EXITO
ISA;13600,0;2.26;6558938700,0;485971,0;300,0;13200,0;13600,0;13200,0;13496,56;ISA INTERCONEXION ELECTRICA
GRUPOSURA;39660,0;0.66;5683018440,0;143549,0;260,0;39400,0;39660,0;39400,0;39589,4;GRUPO SURA
PFGRUPSURA;37260,0;0.7;4321542240,0;116455,0;260,0;37000,0;37260,0;37000,0;37109,12;GRUPO SURA
CEMARGOS;10680,0;0.19;3907644200,0;366657,0;-20,0;10700,0;10700,0;10600,0;10657,49;CEMENTOS ARGOS
CELSIA;4645,0;1.2;3593129560,0;772939,0;55,0;4645,0;4690,0;4620,0;4648,66;CELSIA
PFDAVVNDA;30200,0;1.37;3331248220,0;109571,0;-420,0;30600,0;30980,0;30200,0;30402,65;BANCO DAVIVIENDA
GRUPOARGOS;20600,0;0.98;3270278000,0;159537,0;200,0;20720,0;20720,0;20280,0;20498,56;GRUPO ARGOS
PFCEMARGOS;8650,0;0.12;2981381660,0;350024,0;-10,0;8540,0;8700,0;8500,0;8517,65;CEMENTOS ARGOS
NUTRESA;27180,0;0.82;2335571500,0;86488,0;220,0;26900,0;27180,0;26900,0;27004,57;GRUPO NUTRESA
EEB;2050,0;0.0;2260088920,0;1102371,0;0,0;2050,0;2055,0;2045,0;2050,21;GRUPO ENERGIA BOGOTA
CORFICOLCF;25200,0;0.0;1508859320,0;60011,0;0,0;25200,0;25200,0;25000,0;25143,05;CORFICOLOMBIANA
PFGRUPOARG;17640,0;0.23;1110410940,0;63386,0;-40,0;17680,0;17860,0;17500,0;17518,24;GRUPO ARGOS
CLH;10100,0;0.6;547044900,0;54215,0;60,0;10000,0;10120,0;10000,0;10090,29;CEMEX LATAM HOLDINGS
GRUBOLIVAR;53000,0;0.95;481664000,0;9088,0;500,0;53000,0;53000,0;53000,0;53000,0;GRUPO BOLIVAR
BOGOTA;67000,0;0.78;447661620,0;6691,0;520,0;67000,0;67000,0;65600,0;66905,04;BANCO DE BOGOTA
ICOLCAP;15420,0;0.23;433416058,0;28171,0;35,0;15348,0;15420,0;15348,0;15385,19;FONDO BURSATIL ISHARES COLCAP
GRUPOAVAL;1300,0;0.78;263745125,0;205017,0;10,0;1280,0;1300,0;1280,0;1286,45;GRUPO AVAL ACCIONES Y VALORES
PROMIGAS;7310,0;0.27;120167700,0;16443,0;20,0;7300,0;7310,0;7300,0;7308,14;PROMIGAS
ETB;446,0;1.59;113200568,0;255140,0;7,0;440,0;446,0;440,0;443,68;ETB
MINEROS;2450,0;0.61;72532250,0;29605,0;-15,0;2450,0;2450,0;2450,0;2450,0;MINEROS
BVC;26,2;0.0;53910348,0;2057736,0;0,0;26,2;26,2;26,2;26,2;BOLSA DE VALORES DE COLOMBIA
PROTECCION;110000,0;0.0;22000000,0;200,0;0,0;110000,0;110000,0;110000,0;110000,0;ADM DE FONDOS Y CES PROTECCION
CNEC;9750,0;0.51;19400710,0;1989,0;-50,0;9760,0;9760,0;9750,0;9754,0;CANACOL ENERGY LTD
OCCIDENTE;39000,0;0.0;16224000,0;416,0;0,0;39000,0;39000,0;39000,0;39000,0;BANCO DE OCCIDENTE
CONCONCRET;0,0;0.0;11953768,0;12211,0;0,0;0,0;0,0;0,0;978,93;CONCONCRETO S.A
BBVACOL;267,0;0.0;10778430,0;40446,0;0,0;267,0;267,0;267,0;266,49;BBVA COLOMBIA
ELCONDOR;0,0;0.0;6262120,0;5391,0;0,0;0,0;0,0;0,0;1161,59;EL CONDOR
POPULAR;0,0;0.0;2970000,0;9000,0;0,0;0,0;0,0;0,0;330,0;BANCO POPULAR
CARTON;0,0;0.0;419640,0;78,0;0,0;0,0;0,0;0,0;5380,0;CARTON COLOMBIA
PAZRIO;0,0;0.0;42299,4;4147,0;0,0;0,0;0,0;0,0;10,2;ACER. PAZ DEL RIO
