Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3020,0;-2,58;19056140085;6282141;-80,00;3060,0;3070,0;3000,0;3033,38;ECOPETROL;EQTY
PFBCOLOM;32580,0;0,49;14975523640;462300;160,00;32300,0;32580,0;32200,0;32393,52;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;32380,0;0,87;5264157760;163584;280,00;31460,0;32380,0;31460,0;32180,15;BANCO BANCOLOMBIA;EQTY
ICOLCAP;13843,5;-1,86;4583206174;329656;-262,50;13904,0;13904,0;13836,0;13903,0;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;16680,0;-0,12;3410142740;204353;-20,00;16640,0;16700,0;16540,0;16687,51;GRUPO ARGOS;EQTY
EXITO;12580,0;-1,10;2476292700;196524;-140,00;12720,0;12720,0;12540,0;12600,46;EXITO;EQTY
ISA;13740,0;0,00;1622322700;118195;0,00;13240,0;13800,0;13240,0;13725,81;ISA INTERCONEXION ELECTRICA;EQTY
PFGRUPSURA;30600,0;-0,52;1595942740;52074;-160,00;30420,0;30700,0;30380,0;30647,59;GRUPO SURA;EQTY
PFDAVVNDA;32240,0;-1,35;1477470820;45690;-440,00;32340,0;32680,0;32200,0;32336,85;BANCO DAVIVIENDA;EQTY
CELSIA;3980,0;-0,38;1365237935;342970;-15,00;3995,0;4000,0;3980,0;3980,63;CELSIA;EQTY
PFCEMARGOS;5800,0;0,00;1169148270;201048;0,00;5800,0;5820,0;5800,0;5815,27;CEMENTOS ARGOS;EQTY
GRUPOSURA;32620,0;-0,49;1155034800;35360;-160,00;32760,0;32760,0;32600,0;32665,01;GRUPO SURA;EQTY
PFAVAL;1040,0;-0,48;886570050;855827;-5,00;1040,0;1040,0;1030,0;1035,92;GRUPO AVAL ACCIONES Y VALORES;EQTY
EEB;1795,0;-0,55;668942965;373604;-10,00;1805,0;1805,0;1775,0;1790,51;GRUPO ENERGIA BOGOTA;EQTY
PFAVH;1940,0;-7,62;494184925;250297;-160,00;2060,0;2060,0;1940,0;1974,39;AVIANCA HOLDINGS S.A.;EQTY
CEMARGOS;7000,0;0,29;393561710;56234;20,00;6980,0;7040,0;6980,0;6998,64;CEMENTOS ARGOS;EQTY
CNEC;10100,0;0,20;244357850;24476;20,00;10000,0;10100,0;9750,0;9983,57;CANACOL ENERGY LTD;EQTY
NUTRESA;23640,0;2,34;150920240;6382;540,00;23700,0;23700,0;23640,0;23647,8;GRUPO NUTRESA;EQTY
CORFICOLCF;17980,0;-0,11;120462000;6699;-20,00;17980,0;18000,0;17980,0;17982,09;CORFICOLOMBIANA;EQTY
BVC;12260,0;-1,92;87179500;7091;-240,00;12320,0;12320,0;12260,0;12294,39;BOLSA DE VALORES DE COLOMBIA;EQTY
BOGOTA;59000,0;-0,34;72604000;1230;-200,00;59200,0;59200,0;59000,0;59027,64;BANCO DE BOGOTA;EQTY
CONCONCRET;307,0;-3,76;57275973;183613;-12,00;320,0;320,0;305,0;311,94;CONCONCRETO S.A;EQTY
CLH;4265,0;-0,12;48305500;11309;-5,00;4270,0;4280,0;4265,0;4271,42;CEMEX LATAM HOLDINGS;EQTY
ETB;271,0;-2,17;47927170;175116;-6,00;277,0;277,0;271,0;273,69;ETB;EQTY
GRUPOAVAL;1030,0;0,98;39452130;38490;10,00;1020,0;1030,0;1020,0;1025,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPOARG;13800,0;0,44;31909920;2314;60,00;13800,0;13800,0;13800,0;13789,94;GRUPO ARGOS;EQTY
VALSIMESA;4340,0;-3,56;9765000;2250;-160,00;4340,0;4340,0;4340,0;4340,0;VALORES SIMESA;EQTY
FABRICATO;0,0;0,00;3887444;706808;0,00;0,0;0,0;0,0;5,5;FABRICATO;EQTY
