Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
PFAVAL;1380,0;0.72;28947788600,0;20977223,0;-10,0;1385,0;1385,0;1370,0;1379,96;GRUPO AVAL ACCIONES Y VALORES
TERPEL;18500,0;0.54;21754018200,0;1176901,0;100,0;18500,0;18600,0;18400,0;18484,15;ORGANIZACION TERPEL
ECOPETROL;3140,0;0.79;17378951760,0;5524805,0;-25,0;3155,0;3175,0;3120,0;3145,62;ECOPETROL
PFBCOLOM;28400,0;0.91;11396257320,0;400345,0;-260,0;28880,0;28880,0;28400,0;28466,09;BANCO BANCOLOMBIA
PFCEMARGOS;10100,0;2.51;9640463340,0;950558,0;-260,0;10360,0;10400,0;10080,0;10141,9;CEMENTOS ARGOS
PFGRUPSURA;38900,0;3.95;8241487520,0;207815,0;-1600,0;40440,0;40440,0;38900,0;39657,81;GRUPO SURA
GRUPOSURA;39300,0;3.3;7186664820,0;179766,0;-1340,0;40520,0;40800,0;39300,0;39977,89;GRUPO SURA
GRUPOARGOS;21620,0;4.76;6928897400,0;311797,0;-1080,0;22600,0;22700,0;21620,0;22222,46;GRUPO ARGOS
PREC;34520,0;1.35;6546899460,0;190826,0;460,0;33900,0;34700,0;33900,0;34308,22;PACIFIC EXPLOR AND PROD CORP
PFAVH;3430,0;2.14;5593673120,0;1618128,0;-75,0;3500,0;3505,0;3425,0;3456,88;AVIANCA HOLDINGS S.A.
CELSIA;6060,0;0.33;4918725910,0;815398,0;-20,0;6050,0;6100,0;5990,0;6032,3;CELSIA
PFGRUPOARG;21900,0;2.67;4177934960,0;188386,0;-600,0;22540,0;22560,0;21900,0;22177,52;GRUPO ARGOS
CEMARGOS;10340,0;4.26;3874853600,0;370619,0;-460,0;10700,0;10700,0;10340,0;10455,09;CEMENTOS ARGOS
CNEC;9270,0;3.74;3848133660,0;405800,0;-360,0;9630,0;9810,0;9210,0;9482,83;CANACOL ENERGY LTD
PFDAVVNDA;28360,0;2.74;3500506380,0;121883,0;-800,0;29000,0;29160,0;28360,0;28720,22;BANCO DAVIVIENDA
EXITO;28620,0;3.44;3309786580,0;114744,0;-1020,0;29620,0;29660,0;28620,0;28844,96;EXITO
CORFICOLCF;39500,0;1.25;3110023040,0;78231,0;-500,0;40000,0;40000,0;39500,0;39754,36;CORFICOLOMBIANA
NUTRESA;27580,0;0.43;3058030080,0;110541,0;-120,0;27600,0;27800,0;27580,0;27664,22;GRUPO NUTRESA
ISA;9000,0;2.81;2152919490,0;236970,0;-260,0;9270,0;9310,0;9000,0;9085,2;ISA INTERCONEXION ELECTRICA
ISAGEN;2760,0;0.36;2107648010,0;763688,0;10,0;2750,0;2765,0;2750,0;2759,83;ISAGEN
ICOLCAP;16600,5;1.94;1899342828,0;113621,0;-328,5;16856,0;16856,0;16600,5;16716,48;FONDO BURSATIL ISHARES COLCAP
CLH;17900,0;0.56;1827081620,0;101568,0;-100,0;18000,0;18200,0;17900,0;17988,75;CEMEX LATAM HOLDINGS
EEB;1600,0;0.62;1368476525,0;854319,0;-10,0;1615,0;1615,0;1600,0;1601,83;GRUPO ENERGIA BOGOTA
HCOLSEL;15086,0;1.62;754300000,0;50000,0;-248,0;15086,0;15086,0;15086,0;15086,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P
GRUPOAVAL;1370,0;0.72;416190830,0;303710,0;-10,0;1375,0;1375,0;1370,0;1370,36;GRUPO AVAL ACCIONES Y VALORES
BVC;24,4;2.09;363883735,6;14949568,0;0,5;23,9;24,5;23,9;24,34;BOLSA DE VALORES DE COLOMBIA
ELCONDOR;1645,0;0.9;247214960,0;150000,0;-15,0;1650,0;1650,0;1645,0;1648,1;EL CONDOR
ODINSA;8500,0;0.93;218518300,0;25800,0;-80,0;8400,0;8500,0;8400,0;8469,7;ODINSA
ETB;555,0;0.0;217364233,0;396142,0;0,0;545,0;555,0;545,0;548,7;ETB
PFCORFICOL;36100,0;0.17;144400000,0;4000,0;60,0;36100,0;36100,0;36100,0;36100,0;CORFICOLOMBIANA
CONCONCRET;1470,0;1.34;107208550,0;72765,0;-20,0;1475,0;1475,0;1470,0;1473,35;CONCONCRETO S.A
SOCBOLIVAR;42060,0;0.1;105150000,0;2500,0;40,0;42060,0;42060,0;42060,0;42060,0;GRUPO BOLIVAR
BCOLOMBIA;27820,0;0.51;62676240,0;2262,0;140,0;27620,0;27820,0;27620,0;27708,33;BANCO BANCOLOMBIA
BOGOTA;0,0;0.0;49694480,0;706,0;0,0;0,0;0,0;0,0;70388,78;BANCO DE BOGOTA
OCCIDENTE;40700,0;0.25;40455800,0;994,0;-100,0;40700,0;40700,0;40700,0;40700,0;BANCO DE OCCIDENTE
TABLEMAC;6,5;4.83;30071015,0;4626310,0;-0,33;6,5;6,5;6,5;6,5;TABLEMAC
BBVACOL;0,0;0.0;4444300,0;12698,0;0,0;0,0;0,0;0,0;350,0;BBVA COLOMBIA
ENKA;0,0;0.0;1109400,0;86000,0;0,0;0,0;0,0;0,0;12,9;ENKA DE COLOMBIA
