Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
CELSIA;5720,0;0.35;109002727640,0;19666687,0;-20,0;5740,0;5740,0;5480,0;5542,51;CELSIA
ECOPETROL;3830,0;0.13;33368782080,0;8696408,0;5,0;3820,0;3860,0;3805,0;3837,08;ECOPETROL
PFBCOLOM;26400,0;0.61;29847110500,0;1133654,0;160,0;26300,0;26400,0;26240,0;26328,24;BANCO BANCOLOMBIA
EXITO;28460,0;0.07;15096589140,0;530438,0;-20,0;28480,0;28600,0;28400,0;28460,61;EXITO
CORFICOLCF;36100,0;0.82;12536882960,0;345411,0;-300,0;36360,0;37200,0;35900,0;36295,55;CORFICOLOMBIANA
GRUPOSURA;36080,0;0.5;12084235180,0;336337,0;180,0;35560,0;36100,0;35560,0;35928,95;GRUPO SURA
CLH;16000,0;0.63;10098001720,0;633817,0;100,0;15900,0;16080,0;15900,0;15932,05;CEMEX LATAM HOLDINGS
CEMARGOS;10000,0;1.01;9141069890,0;921890,0;100,0;9900,0;10000,0;9900,0;9915,58;CEMENTOS ARGOS
PREC;33700,0;0.0;7889916620,0;236348,0;0,0;33700,0;33700,0;33000,0;33382,62;PACIFIC EXPLOR AND PROD CORP
NUTRESA;27200,0;0.37;5127505900,0;189231,0;100,0;27000,0;27280,0;27000,0;27096,54;GRUPO NUTRESA
PFGRUPSURA;37080,0;1.31;3971130600,0;107719,0;480,0;36600,0;37080,0;36600,0;36865,65;GRUPO SURA
ICOLCAP;16510,0;0.67;3498354778,0;211889,0;110,0;16511,0;16511,0;16503,5;16510,32;FONDO BURSATIL ISHARES COLCAP
EEB;1570,0;1.95;3126256025,0;2007252,0;30,0;1550,0;1570,0;1545,0;1557,48;GRUPO ENERGIA BOGOTA
PFAVAL;1275,0;1.19;2681342125,0;2117221,0;15,0;1255,0;1275,0;1255,0;1266,44;GRUPO AVAL ACCIONES Y VALORES
PFDAVVNDA;25100,0;0.8;2662964460,0;106587,0;200,0;24800,0;25100,0;24800,0;24983,95;BANCO DAVIVIENDA
GRUPOARGOS;20200,0;0.5;2379814180,0;117563,0;100,0;20100,0;20400,0;20100,0;20242,88;GRUPO ARGOS
ISA;8600,0;0.23;2335467810,0;272799,0;20,0;8580,0;8600,0;8500,0;8561,13;ISA INTERCONEXION ELECTRICA
PFCEMARGOS;9940,0;0.51;2090665760,0;211241,0;50,0;9800,0;9980,0;9800,0;9897,06;CEMENTOS ARGOS
PFAVH;4120,0;0.48;1866546875,0;452833,0;-20,0;4110,0;4145,0;4090,0;4121,93;AVIANCA HOLDINGS S.A.
ISAGEN;3240,0;0.46;1535582995,0;475480,0;-15,0;3235,0;3245,0;3205,0;3229,54;ISAGEN
OCCIDENTE;39000,0;1.27;1518048000,0;38632,0;-500,0;39300,0;39300,0;39000,0;39295,09;BANCO DE OCCIDENTE
CNEC;12180,0;0.81;1438298800,0;118328,0;-100,0;12240,0;12240,0;12100,0;12155,19;CANACOL ENERGY LTD
BCOLOMBIA;25700,0;1.15;1267697400,0;49458,0;-300,0;25760,0;25760,0;25580,0;25631,8;BANCO BANCOLOMBIA
PFGRUPOARG;20100,0;0.4;1027093000,0;51272,0;-80,0;20000,0;20100,0;19980,0;20032,24;GRUPO ARGOS
ETB;430,0;0.23;823999253,0;1918387,0;1,0;430,0;434,0;425,0;429,53;ETB
PFCORFICOL;33000,0;3.23;778049800,0;23573,0;-1100,0;33040,0;33040,0;33000,0;33005,97;CORFICOLOMBIANA
BOGOTA;69680,0;0.11;720576880,0;10343,0;80,0;69600,0;69880,0;69520,0;69668,07;BANCO DE BOGOTA
BVC;21,1;2.43;442408663,0;21128037,0;0,5;20,6;21,2;20,6;20,94;BOLSA DE VALORES DE COLOMBIA
MINEROS;2865,0;3.86;408188000,0;141187,0;-115,0;2880,0;2920,0;2865,0;2891,12;MINEROS
FABRICATO;17,0;21.43;272000000,0;16000000,0;3,0;17,0;17,0;17,0;17,0;FABRICATO
VALOREM;275,0;1.85;197386088,0;709499,0;5,0;275,0;275,0;275,0;278,2;VALOREM S.A.
MANCEMENTO;31520,0;0.06;52134080,0;1654,0;20,0;31520,0;31520,0;31520,0;31520,0;MANUF. DE CEMENTO
GRUPOAVAL;0,0;0.0;47765090,0;38156,0;0,0;0,0;0,0;0,0;1251,84;GRUPO AVAL ACCIONES Y VALORES
SOCBOLIVAR;42220,0;0.66;42220000,0;1000,0;-280,0;42220,0;42220,0;42220,0;42220,0;GRUPO BOLIVAR
ELCONDOR;0,0;0.0;35071300,0;29268,0;0,0;0,0;0,0;0,0;1198,28;EL CONDOR
ENKA;9,45;0.43;17952000,0;1900000,0;0,04;9,45;9,45;9,45;9,45;ENKA DE COLOMBIA
CONCONCRET;0,0;0.0;15621525,0;11266,0;0,0;0,0;0,0;0,0;1386,61;CONCONCRETO S.A
PFHELMBANK;0,0;0.0;12331397,0;25637,0;0,0;0,0;0,0;0,0;481,0;HELM BANK S.A.
PFCARPAK;0,0;0.0;4756490,0;1943,0;0,0;0,0;0,0;0,0;2448,01;CARVAJAL EMPAQUES S.A.
BBVACOL;0,0;0.0;209066,0;731,0;0,0;0,0;0,0;0,0;286,0;BBVA COLOMBIA
SIE;0,0;0.0;135940,0;14,0;0,0;0,0;0,0;0,0;9710,0;SOCIEDAD INVERSIONES ENERGIA
COLTEJER;0,0;0.0;1300,0;1,0;0,0;0,0;0,0;0,0;1300,0;COLTEJER
