Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;3370,0;1.17;28983778810,0;8605359,0;-40,0;3410,0;3410,0;3360,0;3368,11;ECOPETROL
PFGRUPSURA;39800,0;0.0;25182681660,0;631888,0;0,0;39600,0;39980,0;39600,0;39853,08;GRUPO SURA
GRUPOSURA;40000,0;0.25;24546100360,0;615782,0;100,0;39720,0;40000,0;39700,0;39861,67;GRUPO SURA
CLH;19000,0;3.26;18799553440,0;1019842,0;600,0;18400,0;19000,0;18320,0;18433,79;CEMEX LATAM HOLDINGS
CEMARGOS;12100,0;2.37;13201309360,0;1113421,0;280,0;11820,0;12100,0;11820,0;11856,53;CEMENTOS ARGOS
PFBCOLOM;27360,0;0.51;10157947400,0;372706,0;-140,0;27500,0;27500,0;27100,0;27254,59;BANCO BANCOLOMBIA
ICOLCAP;17159,0;0.14;7518847560,0;438678,0;-24,5;17122,0;17180,5;17120,0;17139,79;FONDO BURSATIL ISHARES COLCAP
PFAVAL;1355,0;0.37;5092042595,0;3772948,0;5,0;1350,0;1355,0;1345,0;1349,62;GRUPO AVAL ACCIONES Y VALORES
ISA;9140,0;0.33;4787633480,0;523270,0;-30,0;9160,0;9180,0;9130,0;9149,45;ISA INTERCONEXION ELECTRICA
GRUPOARGOS;22500,0;0.44;4409724340,0;195510,0;-100,0;22600,0;22600,0;22500,0;22554,98;GRUPO ARGOS
EXITO;31800,0;0.63;3774959080,0;118810,0;200,0;31680,0;31940,0;31660,0;31773,08;EXITO
PFDAVVNDA;30680,0;1.19;3414373480,0;111820,0;360,0;30320,0;30780,0;30320,0;30534,55;BANCO DAVIVIENDA
NUTRESA;27600,0;0.07;2699745420,0;98080,0;-20,0;27560,0;27620,0;27500,0;27525,95;GRUPO NUTRESA
PFAVH;3780,0;1.31;2579588770,0;683737,0;-50,0;3800,0;3800,0;3755,0;3772,78;AVIANCA HOLDINGS S.A.
CELSIA;6070,0;0.49;2573014710,0;421934,0;-30,0;6090,0;6110,0;6070,0;6098,14;CELSIA
PREC;37720,0;1.02;2534152400,0;66921,0;380,0;38000,0;38000,0;37720,0;37867,82;PACIFIC EXPLOR AND PROD CORP
PFCEMARGOS;11460,0;0.7;1748722580,0;153007,0;80,0;11400,0;11480,0;11380,0;11429,04;CEMENTOS ARGOS
BCOLOMBIA;26500,0;0.15;1472437500,0;56025,0;-40,0;26400,0;26500,0;26220,0;26281,79;BANCO BANCOLOMBIA
HCOLSEL;15559,0;0.04;1416846700,0;91300,0;-7,0;15518,0;15559,0;15518,0;15518,58;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P
PFGRUPOARG;22600,0;0.89;1317651640,0;58490,0;200,0;22500,0;22600,0;22500,0;22527,81;GRUPO ARGOS
ISAGEN;3150,0;1.61;1289150765,0;413277,0;50,0;3100,0;3150,0;3100,0;3119,34;ISAGEN
CORFICOLCF;38400,0;0.16;998780440,0;26068,0;60,0;38200,0;38400,0;38180,0;38314,43;CORFICOLOMBIANA
COLTEJER;1615,0;10.53;895202860,0;554292,0;-190,0;1615,0;1615,0;1615,0;1615,04;COLTEJER
ETB;458,0;0.66;874662009,0;1899429,0;3,0;453,0;468,0;453,0;460,49;ETB
BVC;23,4;1.74;704312360,4;30209937,0;0,4;23,0;23,5;23,0;23,31;BOLSA DE VALORES DE COLOMBIA
BOGOTA;68800,0;0.44;694096100,0;10063,0;300,0;69000,0;69000,0;68800,0;68975,07;BANCO DE BOGOTA
ENKA;11,0;1.79;418046808,1;37931415,0;-0,2;11,0;11,1;11,0;11,02;ENKA DE COLOMBIA
EEB;1585,0;0.31;322408815,0;203059,0;-5,0;1590,0;1590,0;1580,0;1587,76;GRUPO ENERGIA BOGOTA
ODINSA;8210,0;0.12;201145000,0;24500,0;10,0;8210,0;8210,0;8210,0;8210,0;ODINSA
CNEC;12200,0;1.16;201135640,0;16467,0;140,0;12120,0;12260,0;12120,0;12214,47;CANACOL ENERGY LTD
ELCONDOR;1500,0;0.0;112846500,0;75231,0;0,0;1500,0;1500,0;1500,0;1500,0;EL CONDOR
GRUPOAVAL;1350,0;0.0;97919350,0;72521,0;0,0;1350,0;1350,0;1350,0;1350,22;GRUPO AVAL ACCIONES Y VALORES
CONCONCRET;1490,0;0.0;62085570,0;41663,0;0,0;1490,0;1490,0;1490,0;1490,18;CONCONCRETO S.A
PFCARPAK;2705,0;3.24;32475780,0;12009,0;85,0;2705,0;2705,0;2705,0;2704,29;CARVAJAL EMPAQUES S.A.
SIE;10300,0;0.0;30900000,0;3000,0;0,0;10300,0;10300,0;10300,0;10300,0;SOCIEDAD INVERSIONES ENERGIA
FABRICATO;17,8;1.11;29074377,6;1633392,0;-0,2;17,8;17,8;17,8;17,8;FABRICATO
VALOREM;0,0;0.0;5530000,0;17500,0;0,0;0,0;0,0;0,0;316,0;VALOREM S.A.
MINEROS;0,0;0.0;3271800,0;1140,0;0,0;0,0;0,0;0,0;2870,0;MINEROS
VILLAS;0,0;0.0;402000,0;67,0;0,0;0,0;0,0;0,0;6000,0;BANCO AV VILLAS
SDCORFIC;0,0;0.0;366000,0;10,0;0,0;0,0;0,0;0,0;36600,0;CORFICOLOMBIANA
