Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
HCOLSEL;15386,0;0,61;34511939000;2242000;94,00;15361,0;15400,0;15361,0;15393,37;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ECOPETROL;3190,0;0,16;26073826955;8119290;5,00;3205,0;3235,0;3190,0;3211,34;ECOPETROL;EQTY
ICOLCAP;16761,0;0,87;17278316853;1030209;145,00;16772,0;16772,0;16761,0;16771,66;FONDO BURSATIL ISHARES COLCAP;EQTY
PFBCOLOM;46980,0;2,35;14921068980;320554;1080,00;45900,0;46980,0;45900,0;46547,75;BANCO BANCOLOMBIA;EQTY
GEB;2425,0;-0,61;9209733145;3755658;-15,00;2450,0;2475,0;2425,0;2452,23;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;43780,0;1,25;8139505600;186123;540,00;43500,0;43900,0;43500,0;43731,86;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;32920,0;1,23;7003214440;212814;400,00;32520,0;33000,0;32520,0;32907,68;GRUPO SURA;EQTY
PFDAVVNDA;46720,0;2,28;5631320580;122525;1040,00;45800,0;46800,0;45720,0;45960,58;BANCO DAVIVIENDA;EQTY
PFAVAL;1460,0;0,00;5185440110;3541747;0,00;1460,0;1470,0;1460,0;1464,09;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;19240,0;0,00;4662075840;241014;0,00;19500,0;19500,0;19200,0;19343,59;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;18300,0;1,78;4240615940;233100;320,00;18000,0;18300,0;18000,0;18192,26;GRUPO ARGOS;EQTY
NUTRESA;25000,0;0,00;4105405040;163558;0,00;25040,0;25200,0;25000,0;25100,61;GRUPO NUTRESA;EQTY
CEMARGOS;6530,0;0,46;3816500160;584239;30,00;6590,0;6590,0;6510,0;6532,43;CEMENTOS ARGOS;EQTY
CORFICOLCF;32800,0;0,37;2481754000;75528;120,00;32700,0;33000,0;32700,0;32858,73;CORFICOLOMBIANA;EQTY
PFAVH;2040,0;1,49;2096226460;1031211;30,00;2000,0;2045,0;2000,0;2032,78;AVIANCA HOLDINGS S.A.;EQTY
CNEC;11220,0;2,75;1999647880;180157;300,00;10940,0;11240,0;10940,0;11099,47;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;28340,0;1,00;1842417720;64927;280,00;28200,0;28500,0;28200,0;28376,76;GRUPO SURA;EQTY
BOGOTA;89000,0;-0,04;1684925740;18895;-40,00;89040,0;89780,0;88800,0;89173,1;BANCO DE BOGOTA;EQTY
PROMIGAS;7700,0;-1,28;832947000;108110;-100,00;7800,0;7800,0;7700,0;7704,62;PROMIGAS;EQTY
BVC;11320,0;2,17;789040960;71566;240,00;11140,0;11360,0;10880,0;11025,36;BOLSA DE VALORES DE COLOMBIA;EQTY
EXITO;14900,0;-0,27;596634320;39995;-40,00;14940,0;15340,0;14880,0;14917,72;EXITO;EQTY
CELSIA;4520,0;0,44;440084435;97497;20,00;4520,0;4520,0;4500,0;4513,83;CELSIA;EQTY
PFGRUPOARG;13040,0;0,15;366723100;27985;20,00;13020,0;13160,0;13020,0;13104,27;GRUPO ARGOS;EQTY
PFCEMARGOS;5060,0;0,40;327656210;64787;20,00;5040,0;5110,0;5040,0;5057,44;CEMENTOS ARGOS;EQTY
CLH;4245,0;0,47;285666970;67453;20,00;4230,0;4245,0;4225,0;4235,05;CEMEX LATAM HOLDINGS;EQTY
PFCORFICOL;27000,0;0,00;256689000;9507;0,00;27000,0;27000,0;27000,0;27000,0;CORFICOLOMBIANA;EQTY
GRUPOAVAL;1445,0;-0,34;135139900;93540;-5,00;1440,0;1450,0;1440,0;1444,73;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;3150,0;1,78;119422545;37983;55,00;3145,0;3150,0;3135,0;3144,11;MINEROS;EQTY
CARTON;9850,0;0,00;68536300;6958;0,00;9850,0;9850,0;9850,0;9850,0;CARTON COLOMBIA;EQTY
GRUBOLIVAR;79300,0;0,00;60011000;756;0,00;79300,0;79300,0;79300,0;79379,63;GRUPO BOLIVAR;EQTY
GASNATURAL;75980,0;5,32;23629780;311;3840,00;75980,0;75980,0;75980,0;75980,0;VANTI S.A. ESP;EQTY
CONCONCRET;485,0;0,00;20301854;42052;0,00;485,0;485,0;485,0;482,78;CONCONCRETO S.A;EQTY
POPULAR;330,0;0,00;13200000;40000;0,00;330,0;330,0;330,0;330,0;BANCO POPULAR;EQTY
ETB;0,0;0,00;9774682;38483;0,00;0,0;0,0;0,0;254,0;ETB;EQTY
