Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2172,0;-1,72;31896250275;14551255;-38,00;2219,0;2230,0;2160,0;2191,99;ECOPETROL;EQTY
NUTRESA;23270,0;1,17;11856102740;517439;270,00;23000,0;23300,0;22900,0;22913,04;GRUPO NUTRESA;EQTY
PFBCOLOM;27600,0;-0,68;8042132820;291439;-190,00;27800,0;27800,0;27420,0;27594,57;BANCO BANCOLOMBIA;EQTY
PFAVAL;1015,0;0,69;7659393044;7542491;7,00;1009,0;1025,0;1001,0;1015,5;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;27500,0;-0,33;5728736350;208289;-90,00;27600,0;27790,0;27400,0;27503,79;BANCO BANCOLOMBIA;EQTY
ISA;22600,0;1,25;2830130040;125942;280,00;22590,0;22600,0;22130,0;22471,69;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;21960,0;-0,14;2773871090;125646;-30,00;22000,0;22180,0;21870,0;22076,88;GRUPO SURA;EQTY
CLH;3229,0;0,00;2050373549;634933;0,00;3228,0;3230,0;3224,0;3229,28;CEMEX LATAM HOLDINGS;EQTY
ICOLCAP;12845,0;0,12;1883017107,5;146639;15,00;12840,0;12845,0;12840,0;12841,18;FONDO BURSATIL ISHARES COLCAP;EQTY
PFCORFICOL;23790,0;1,80;1594186610;68041;420,00;23350,0;23790,0;23340,0;23429,79;CORFICOLOMBIANA;EQTY
PFGRUPSURA;18000,0;0,11;1404478390;77587;20,00;18000,0;18300,0;18000,0;18101,98;GRUPO SURA;EQTY
GRUPOARGOS;12060,0;-1,95;1334424030;109370;-240,00;12320,0;12320,0;12060,0;12201,01;GRUPO ARGOS;EQTY
CEMARGOS;5050,0;0,50;1293530615;258043;25,00;5015,0;5050,0;4980,0;5012,85;CEMENTOS ARGOS;EQTY
GEB;2540,0;1,20;788260645;312595;30,00;2515,0;2540,0;2510,0;2521,67;GRUPO ENERGIA BOGOTA;EQTY
CORFICOLCF;28790,0;0,73;673839250;23462;210,00;28580,0;28790,0;28580,0;28720,45;CORFICOLOMBIANA;EQTY
TERPEL;8050,0;0,25;531733645;66446;20,00;8040,0;8050,0;8000,0;8002,49;ORGANIZACION TERPEL;EQTY
PFDAVVNDA;28010,0;-2,34;475546690;16881;-670,00;28400,0;28700,0;28010,0;28170,53;BANCO DAVIVIENDA;EQTY
BVC;11200,0;0,00;452893830;40291;0,00;11300,0;11490,0;11200,0;11240,57;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;4000,0;-0,12;341612981;85341;-5,00;4000,0;4020,0;4000,0;4002,92;CEMENTOS ARGOS;EQTY
MINEROS;3770,0;0,13;319733575;85145;5,00;3725,0;3770,0;3725,0;3755,17;MINEROS;EQTY
CONCONCRET;376,0;0,27;212726610;565298;1,00;380,0;380,0;375,0;376,31;CONCONCRETO S.A;EQTY
CELSIA;4500,0;0,45;183394823;40834;20,00;4480,0;4500,0;4480,0;4491,23;CELSIA;EQTY
GRUBOLIVAR;63000,0;0,80;169470000;2690;500,00;63000,0;63000,0;63000,0;63000,0;GRUPO BOLIVAR;EQTY
PFGRUPOARG;9480,0;0,32;167936580;17690;30,00;9490,0;9500,0;9480,0;9493,31;GRUPO ARGOS;EQTY
CNEC;11080,0;-1,16;157830360;14174;-130,00;11200,0;11200,0;11060,0;11135,2;CANACOL ENERGY LTD;EQTY
EXITO;13000,0;1,56;132654850;10264;200,00;12800,0;13000,0;12800,0;12924,28;EXITO;EQTY
BOGOTA;70500,0;-0,70;89038020;1258;-500,00;71000,0;71000,0;70500,0;70777,44;BANCO DE BOGOTA;EQTY
PROMIGAS;7500,0;-0,60;54127500;7217;-45,00;7500,0;7500,0;7500,0;7500,0;PROMIGAS;EQTY
ELCONDOR;1045,0;0,58;45184946;44043;6,00;1020,0;1045,0;1020,0;1025,93;EL CONDOR;EQTY
PFAVH;160,2;-2,91;40834320,6;251686;-4,80;166,0;166,0;160,2;162,24;AVIANCA HOLDINGS S.A.;EQTY
GRUPOAVAL;999,0;0,40;14765987,7;14959;4,00;999,0;999,0;999,0;987,1;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;0,0;0,00;2889775,5;13888;0,00;0,0;0,0;0,0;208,08;ETB;EQTY
VILLAS;0,0;0,00;200050;50;0,00;0,0;0,0;0,0;4001,0;BANCO AV VILLAS;EQTY
