Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;25940,0;3,84;23278004820;910197;960,00;25040,0;25940,0;25040,0;25574,69;BANCO BANCOLOMBIA;EQTY
ISA;19900,0;2,16;17965987440;906647;420,00;19660,0;20100,0;19340,0;19815,86;ISA INTERCONEXION ELECTRICA;EQTY
ECOPETROL;2090,0;1,46;16480040295;7976028;30,00;2060,0;2090,0;2045,0;2066,2;ECOPETROL;EQTY
PROMIGAS;6770,0;1,04;13707748100;2022085;70,00;6750,0;6780,0;6750,0;6779,02;PROMIGAS;EQTY
ICOLCAP;11700,0;0,86;6294394078;539161;100,00;11600,0;11700,0;11600,0;11674,42;FONDO BURSATIL ISHARES COLCAP;EQTY
GEB;2370,0;0,00;5551578205;2344705;0,00;2375,0;2380,0;2365,0;2367,71;GRUPO ENERGIA BOGOTA;EQTY
PFAVAL;849,0;1,43;4798749135;5675027;12,00;839,0;849,0;839,0;845,59;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;25500,0;5,72;4124542800;165979;1380,00;24520,0;25500,0;24380,0;24849,79;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;29000,0;0,07;2367788780;81690;20,00;29000,0;29360,0;28900,0;28985,05;BANCO DAVIVIENDA;EQTY
PFGRUPSURA;16700,0;2,96;2131350400;130181;480,00;16380,0;16700,0;16240,0;16372,21;GRUPO SURA;EQTY
CLH;1630,0;3,16;1990142180;1231241;50,00;1590,0;1630,0;1590,0;1616,37;CEMEX LATAM HOLDINGS;EQTY
GRUPOARGOS;10300,0;0,19;1967330100;190862;20,00;10300,0;10360,0;10240,0;10307,6;GRUPO ARGOS;EQTY
CORFICOLCF;26180,0;1,00;1733213720;66837;260,00;25520,0;26180,0;25520,0;25931,95;CORFICOLOMBIANA;EQTY
NUTRESA;21280,0;1,92;1412712100;66756;400,00;21000,0;21300,0;20960,0;21162,32;GRUPO NUTRESA;EQTY
GRUPOSURA;20700,0;1,67;1380147880;66932;340,00;20500,0;20700,0;20460,0;20620,15;GRUPO SURA;EQTY
MINEROS;3500,0;3,55;1068017475;307672;120,00;3395,0;3550,0;3395,0;3471,29;MINEROS;EQTY
CEMARGOS;3740,0;3,03;865315645;233295;110,00;3695,0;3740,0;3680,0;3709,1;CEMENTOS ARGOS;EQTY
PFGRUPOARG;8200,0;0,99;834821050;102384;80,00;8140,0;8200,0;8110,0;8153,82;GRUPO ARGOS;EQTY
BOGOTA;63460,0;2,16;604896900;9618;1340,00;63200,0;63460,0;62200,0;62892,17;BANCO DE BOGOTA;EQTY
PFCORFICOL;22000,0;0,00;532768720;24208;0,00;22000,0;22100,0;22000,0;22007,96;CORFICOLOMBIANA;EQTY
CNEC;10340,0;1,37;335255320;32620;140,00;10300,0;10340,0;10240,0;10277,6;CANACOL ENERGY LTD;EQTY
CELSIA;4145,0;0,85;255463635;61837;35,00;4085,0;4145,0;4085,0;4131,24;CELSIA;EQTY
PFCEMARGOS;3185,0;5,29;179972860;58083;160,00;3055,0;3195,0;3045,0;3098,55;CEMENTOS ARGOS;EQTY
PFAVH;215,0;1,90;175265100;820390;4,00;215,0;215,0;211,0;213,64;AVIANCA HOLDINGS S.A.;EQTY
ETB;220,0;0,00;141600061;643809;0,00;220,0;220,0;220,0;219,94;ETB;EQTY
GRUBOLIVAR;64900,0;0,62;98248160;1520;400,00;64500,0;64900,0;64500,0;64636,95;GRUPO BOLIVAR;EQTY
BVC;10740,0;-0,74;57314400;5337;-80,00;10740,0;10740,0;10700,0;10739,07;BOLSA DE VALORES DE COLOMBIA;EQTY
TERPEL;6700,0;1,52;43555930;6513;100,00;6660,0;6700,0;6660,0;6687,54;ORGANIZACION TERPEL;EQTY
EXITO;10180,0;-0,39;23942340;2351;-40,00;10180,0;10180,0;10180,0;10183,9;EXITO;EQTY
CONCONCRET;370,0;0,00;14459630;39082;0,00;370,0;370,0;370,0;369,98;CONCONCRETO S.A;EQTY
ENKA;8,0;0,00;12149000;1510000;0,00;8,0;8,0;8,0;8,05;ENKA DE COLOMBIA;EQTY
BBVACOL;301,0;-0,66;7525000;25000;-2,00;301,0;301,0;301,0;301,0;BBVA COLOMBIA;EQTY
HCOLSEL;0,0;0,00;4749468;444;0,00;0,0;0,0;0,0;10697,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUPOAVAL;0,0;0,00;2748732;3044;0,00;0,0;0,0;0,0;903,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
