Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2200,0;2,18;31424451094;14339461;47,00;2160,0;2200,0;2160,0;2191,47;ECOPETROL;EQTY
PFBCOLOM;27880,0;1,83;15491514660;558692;500,00;27440,0;27880,0;27440,0;27728,18;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;28200,0;1,88;12762819260;459511;520,00;27700,0;28200,0;27500,0;27774,79;BANCO BANCOLOMBIA;EQTY
NUTRESA;21990,0;1,29;7433283320;340238;280,00;21800,0;22000,0;21800,0;21847,3;GRUPO NUTRESA;EQTY
PFAVAL;970,0;2,43;7030901244,4;7306953;23,00;950,0;970,1;950,0;962,22;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;21700,0;-4,32;6198360380;280355;-980,00;22680,0;22680,0;21700,0;22108,97;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;28000,0;1,45;4440007150;159115;400,00;27970,0;28000,0;27800,0;27904,39;BANCO DAVIVIENDA;EQTY
CLH;3228,0;0,09;2525211064;782194;3,00;3225,0;3230,0;3225,0;3228,37;CEMEX LATAM HOLDINGS;EQTY
GRUPOSURA;21950,0;0,97;2392322050;109744;210,00;21440,0;21950,0;21440,0;21799,11;GRUPO SURA;EQTY
CEMARGOS;4900,0;2,51;2093200708;431292;120,00;4830,0;4900,0;4806,0;4853,33;CEMENTOS ARGOS;EQTY
CORFICOLCF;28200,0;1,08;2029710700;72134;300,00;27990,0;28320,0;27990,0;28138,06;CORFICOLOMBIANA;EQTY
ICOLCAP;12677,0;0,81;1884976294;148463;102,00;12627,0;12703,0;12627,0;12696,61;FONDO BURSATIL ISHARES COLCAP;EQTY
GEB;2498,0;-0,04;1661868254;665215;-1,00;2490,0;2500,0;2486,0;2498,24;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;17780,0;1,72;1267186550;71298;300,00;17500,0;17900,0;17500,0;17773,1;GRUPO SURA;EQTY
GRUPOARGOS;12090,0;1,60;934582560;77781;190,00;11980,0;12090,0;11920,0;12015,56;GRUPO ARGOS;EQTY
PFCORFICOL;23500,0;4,44;877200400;37855;1000,00;22500,0;23500,0;22500,0;23172,64;CORFICOLOMBIANA;EQTY
CNEC;10650,0;0,57;618913140;58222;60,00;10600,0;10700,0;10600,0;10630,23;CANACOL ENERGY LTD;EQTY
BVC;11100,0;1,83;490973150;44040;200,00;11200,0;11300,0;11000,0;11148,35;BOLSA DE VALORES DE COLOMBIA;EQTY
CELSIA;4400,0;-0,02;480098363;108130;-1,00;4489,0;4489,0;4400,0;4440,01;CELSIA;EQTY
MINEROS;3750,0;-0,27;323163235;86160;-10,00;3745,0;3760,0;3730,0;3750,73;MINEROS;EQTY
CONCONCRET;366,0;8,28;287522214,7;815561;28,00;340,0;366,0;340,0;352,55;CONCONCRETO S.A;EQTY
GRUBOLIVAR;62000,0;0,00;164370000;2652;0,00;62000,0;62000,0;61500,0;61979,64;GRUPO BOLIVAR;EQTY
EXITO;12500,0;-0,79;146340060;11667;-100,00;12790,0;12950,0;12330,0;12543,08;EXITO;EQTY
GRUPOAVAL;959,0;1,16;128471260,7;135545;11,00;920,1;959,0;920,1;947,81;GRUPO AVAL ACCIONES Y VALORES;EQTY
TERPEL;8020,0;-0,06;77290225;9647;-5,00;8020,0;8020,0;8020,0;8011,84;ORGANIZACION TERPEL;EQTY
ELCONDOR;1020,0;0,00;76207780;75649;0,00;985,0;1020,0;985,0;1007,39;EL CONDOR;EQTY
PFGRUPOARG;9300,0;0,98;54996470;5937;90,00;9210,0;9395,0;9210,0;9263,34;GRUPO ARGOS;EQTY
PFCEMARGOS;3948,0;1,23;52297562;13251;48,00;3950,0;3950,0;3948,0;3946,69;CEMENTOS ARGOS;EQTY
BOGOTA;71500,0;0,00;46618000;652;0,00;71500,0;71500,0;71500,0;71500,0;BANCO DE BOGOTA;EQTY
PFAVH;150,0;0,00;45238000;306455;0,00;143,0;150,0;143,0;147,62;AVIANCA HOLDINGS S.A.;EQTY
ETB;205,2;-0,44;24676308,9;119934;-0,90;206,0;206,0;205,2;205,75;ETB;EQTY
FABRICATO;4,72;-1,67;18050272,3;3802118;-0,08;4,72;4,72;4,72;4,75;FABRICATO;EQTY
BBVACOL;0,0;0,00;2361723;8229;0,00;0,0;0,0;0,0;287,0;BBVA COLOMBIA;EQTY
PROMIGAS;0,0;0,00;1073000;145;0,00;0,0;0,0;0,0;7400,0;PROMIGAS;EQTY
