Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;22300,0;-5,11;27101871040;1209596;-1200,00;23500,0;23500,0;22060,0;22405,72;BANCO BANCOLOMBIA;EQTY
ECOPETROL;1920,0;-3,76;17135561405;8963520;-75,00;1995,0;1995,0;1880,0;1911,7;ECOPETROL;EQTY
PFAVAL;773,0;-2,64;11110604785;14318956;-21,00;790,0;790,0;770,0;775,94;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;22260,0;-5,28;10739418160;482255;-1240,00;23180,0;23180,0;21700,0;22269,17;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;8030,0;-7,70;10172912950;1263770;-670,00;8600,0;8700,0;7830,0;8049,66;GRUPO ARGOS;EQTY
ICOLCAP;10710,0;-4,32;7883972536;733655;-483,00;11110,0;11110,0;10710,0;10746,16;FONDO BURSATIL ISHARES COLCAP;EQTY
CNEC;9800,0;-2,00;7612196320;765913;-200,00;10020,0;10060,0;9510,0;9938,72;CANACOL ENERGY LTD;EQTY
GEB;2140,0;-2,06;4074474645;1902435;-45,00;2175,0;2175,0;2120,0;2141,72;GRUPO ENERGIA BOGOTA;EQTY
ISA;18000,0;-0,55;3401236300;188974;-100,00;17900,0;18200,0;17820,0;17998,44;ISA INTERCONEXION ELECTRICA;EQTY
ETB;200,0;-1,48;3316574000;16544000;-3,00;202,0;202,0;200,0;200,47;ETB;EQTY
PFDAVVNDA;26100,0;-3,12;2957142940;111978;-840,00;26600,0;26800,0;26000,0;26408,25;BANCO DAVIVIENDA;EQTY
PFAVH;150,0;127,27;2274759312;15773137;84,00;75,0;260,0;75,0;144,22;AVIANCA HOLDINGS S.A.;EQTY
GRUPOSURA;19040,0;-2,56;1942557480;101475;-500,00;19420,0;19580,0;19040,0;19143,21;GRUPO SURA;EQTY
NUTRESA;22000,0;-3,51;1579851940;72232;-800,00;22800,0;22800,0;21740,0;21871,91;GRUPO NUTRESA;EQTY
CELSIA;4100,0;-0,61;921235810;226252;-25,00;4170,0;4170,0;4020,0;4071,72;CELSIA;EQTY
PFGRUPSURA;17000,0;-1,85;849861420;50611;-320,00;17060,0;17060,0;16500,0;16792,03;GRUPO SURA;EQTY
CLH;1470,0;-6,96;726125600;492928;-110,00;1540,0;1540,0;1445,0;1473,09;CEMEX LATAM HOLDINGS;EQTY
BOGOTA;60940,0;-1,71;698790360;11621;-1060,00;61920,0;61920,0;59000,0;60131,69;BANCO DE BOGOTA;EQTY
MINEROS;3170,0;-0,31;502696050;158248;-10,00;3175,0;3200,0;3150,0;3176,63;MINEROS;EQTY
CEMARGOS;3340,0;-5,38;460777465;136836;-190,00;3530,0;3530,0;3295,0;3367,37;CEMENTOS ARGOS;EQTY
PFGRUPOARG;7000,0;-8,14;425686070;59291;-620,00;7620,0;7620,0;7000,0;7179,61;GRUPO ARGOS;EQTY
CORFICOLCF;25000,0;-0,48;371962420;14843;-120,00;25500,0;25500,0;24020,0;25059,79;CORFICOLOMBIANA;EQTY
PFCEMARGOS;2800,0;-5,25;310709275;109965;-155,00;2900,0;2940,0;2750,0;2825,53;CEMENTOS ARGOS;EQTY
ELCONDOR;950,0;-1,04;237672350;250716;-10,00;960,0;960,0;950,0;947,97;EL CONDOR;EQTY
PFCORFICOL;20500,0;-4,56;222621960;10624;-980,00;21060,0;21400,0;20140,0;20954,63;CORFICOLOMBIANA;EQTY
PROMIGAS;6900,0;-1,15;111642000;16180;-80,00;6900,0;6900,0;6900,0;6900,0;PROMIGAS;EQTY
GRUBOLIVAR;54000,0;-4,26;105229100;1899;-2400,00;56300,0;56300,0;54000,0;55412,9;GRUPO BOLIVAR;EQTY
CONCONCRET;362,0;-5,97;76399398;205000;-23,00;373,0;375,0;362,0;372,68;CONCONCRETO S.A;EQTY
BVC;8750,0;-2,23;74244210;8464;-200,00;8810,0;8810,0;8710,0;8771,76;BOLSA DE VALORES DE COLOMBIA;EQTY
EXITO;0,0;0,00;18036040;1608;0,00;0,0;0,0;0,0;11216,44;EXITO;EQTY
VALSIMESA;4900,0;-2,00;14700000;3000;-100,00;4900,0;4900,0;4900,0;4900,0;VALORES SIMESA;EQTY
TERPEL;7480,0;-0,27;10055120;1353;-20,00;7480,0;7480,0;7480,0;7431,72;ORGANIZACION TERPEL;EQTY
