Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;24000,0;-2,04;18633529060;783849;-500,00;24200,0;24200,0;23460,0;23771,83;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2065,0;1,23;12854153380;6220042;25,00;2050,0;2080,0;2040,0;2066,57;ECOPETROL;EQTY
PFAVAL;790,0;-1,86;8347824964;10543948;-15,00;810,0;810,0;780,0;791,72;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;19620,0;-3,92;6822228720;342725;-800,00;20360,0;20360,0;19620,0;19905,84;GRUPO SURA;EQTY
BCOLOMBIA;23600,0;-1,67;4494408720;190786;-400,00;23500,0;23700,0;23120,0;23557,33;BANCO BANCOLOMBIA;EQTY
ISA;18100,0;1,69;3823045760;211195;300,00;18000,0;18280,0;17900,0;18101,97;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;11304,0;-1,40;3533986230;313032;-160,50;11305,0;11305,0;11242,5;11289,54;FONDO BURSATIL ISHARES COLCAP;EQTY
CNEC;10040,0;0,40;3015869100;301391;40,00;10100,0;10100,0;10000,0;10006,5;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;17520,0;-3,63;1888858500;106997;-660,00;17920,0;17920,0;17520,0;17653,38;GRUPO SURA;EQTY
PFDAVVNDA;27260,0;0,15;1808210060;66818;40,00;27100,0;27260,0;26800,0;27061,72;BANCO DAVIVIENDA;EQTY
GRUPOARGOS;8900,0;0,23;1798611920;201545;20,00;8840,0;9020,0;8800,0;8924,12;GRUPO ARGOS;EQTY
GEB;2190,0;0,46;1380346355;631196;10,00;2185,0;2190,0;2175,0;2186,87;GRUPO ENERGIA BOGOTA;EQTY
CLH;1605,0;-3,31;878742045;543963;-55,00;1660,0;1660,0;1600,0;1615,44;CEMEX LATAM HOLDINGS;EQTY
NUTRESA;22840,0;0,53;584625080;25737;120,00;22700,0;22840,0;22620,0;22715,35;GRUPO NUTRESA;EQTY
CORFICOLCF;25400,0;-1,55;486941200;18995;-400,00;25400,0;26000,0;25400,0;25635,23;CORFICOLOMBIANA;EQTY
CELSIA;4170,0;-2,23;445749950;106735;-95,00;4265,0;4265,0;4170,0;4176,23;CELSIA;EQTY
CEMARGOS;3645,0;-1,75;314447515;86208;-65,00;3650,0;3655,0;3625,0;3647,54;CEMENTOS ARGOS;EQTY
EXITO;11040,0;-6,44;233302580;21101;-760,00;11040,0;11040,0;11040,0;11056,47;EXITO;EQTY
BOGOTA;63000,0;0,32;192270840;3088;200,00;62000,0;63000,0;62000,0;62263,87;BANCO DE BOGOTA;EQTY
MINEROS;3175,0;-0,78;151132100;47560;-25,00;3200,0;3200,0;3155,0;3177,71;MINEROS;EQTY
GRUBOLIVAR;56400,0;-2,08;107544100;1907;-1200,00;56420,0;56420,0;56300,0;56394,39;GRUPO BOLIVAR;EQTY
PFGRUPOARG;7740,0;-2,64;78445170;10111;-210,00;7790,0;7790,0;7740,0;7758,4;GRUPO ARGOS;EQTY
PFCEMARGOS;2955,0;-1,50;77378460;26149;-45,00;2955,0;2955,0;2950,0;2959,14;CEMENTOS ARGOS;EQTY
PFAVH;0,0;0,00;64933770;202400;0,00;0,0;0,0;0,0;320,82;AVIANCA HOLDINGS S.A.;EQTY
PROMIGAS;6990,0;0,00;52844400;7560;0,00;6990,0;6990,0;6990,0;6990,0;PROMIGAS;EQTY
ETB;0,0;0,00;27820248;136580;0,00;0,0;0,0;0,0;203,69;ETB;EQTY
CONCONCRET;394,0;-1,25;25882003;65548;-5,00;394,0;394,0;394,0;394,86;CONCONCRETO S.A;EQTY
TERPEL;7500,0;0,00;14985000;1998;0,00;7500,0;7500,0;7500,0;7500,0;ORGANIZACION TERPEL;EQTY
ELCONDOR;1010,0;-0,49;14679140;14514;-5,00;1010,0;1010,0;1010,0;1011,38;EL CONDOR;EQTY
ENKA;8,0;0,00;11666696;1458337;0,00;8,0;8,0;8,0;8,0;ENKA DE COLOMBIA;EQTY
BVC;0,0;0,00;6193450;692;0,00;0,0;0,0;0,0;8950,07;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;0,0;0,00;4317480;201;0,00;0,0;0,0;0,0;21480,0;CORFICOLOMBIANA;EQTY
HCOLSEL;0,0;0,00;2958000;290;0,00;0,0;0,0;0,0;10200,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BBVACOL;0,0;0,00;94550;305;0,00;0,0;0,0;0,0;310,0;BBVA COLOMBIA;EQTY
