Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2020,0;-4,49;23691359920;11736328;-95,00;2060,0;2065,0;2005,0;2018,63;ECOPETROL;EQTY
PFBCOLOM;25420,0;-1,85;17180372040;681481;-480,00;25500,0;25500,0;25020,0;25210,35;BANCO BANCOLOMBIA;EQTY
PFAVAL;910,0;-0,55;4277572596;4717446;-5,00;911,0;913,0;900,0;906,76;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;25340,0;-3,28;3605894740;142791;-860,00;25500,0;25500,0;25100,0;25252,96;BANCO BANCOLOMBIA;EQTY
ICOLCAP;12111,5;-0,91;3032095787;250425;-111,50;12097,5;12111,5;12097,5;12107,8;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;22180,0;-0,89;2990788140;134903;-200,00;22300,0;22480,0;21960,0;22169,92;GRUPO SURA;EQTY
ISA;20580,0;1,68;2899936520;141737;340,00;20780,0;20780,0;20200,0;20459,98;ISA INTERCONEXION ELECTRICA;EQTY
CEMARGOS;4750,0;1,06;1679637220;360535;50,00;4600,0;4750,0;4560,0;4658,74;CEMENTOS ARGOS;EQTY
CORFICOLCF;26440,0;1,30;1536619940;59139;340,00;26000,0;26480,0;25840,0;25983,19;CORFICOLOMBIANA;EQTY
GEB;2520,0;-1,18;1486878770;589883;-30,00;2550,0;2550,0;2500,0;2520,63;GRUPO ENERGIA BOGOTA;EQTY
CNEC;9920,0;-1,59;1423572710;143777;-160,00;9800,0;10040,0;9790,0;9901,25;CANACOL ENERGY LTD;EQTY
GRUPOARGOS;11500,0;0,00;1263004360;109678;0,00;11640,0;11640,0;11440,0;11515,57;GRUPO ARGOS;EQTY
PFDAVVNDA;28380,0;0,00;818851060;28854;0,00;28380,0;28500,0;28360,0;28379,12;BANCO DAVIVIENDA;EQTY
NUTRESA;22060,0;0,73;600903940;27296;160,00;21800,0;22120,0;21800,0;22014,36;GRUPO NUTRESA;EQTY
CELSIA;4680,0;2,97;516304555;111456;135,00;4545,0;4680,0;4545,0;4632,36;CELSIA;EQTY
PFCEMARGOS;3950,0;3,13;422238140;109164;120,00;3845,0;3950,0;3845,0;3867,92;CEMENTOS ARGOS;EQTY
PFGRUPSURA;19080,0;-0,73;390653820;20631;-140,00;18820,0;19080,0;18820,0;18935,28;GRUPO SURA;EQTY
BOGOTA;68300,0;0,47;294719980;4332;320,00;68000,0;68300,0;67980,0;68033,24;BANCO DE BOGOTA;EQTY
PROMIGAS;7370,0;1,10;270639660;37052;80,00;7290,0;7370,0;7290,0;7304,32;PROMIGAS;EQTY
MINEROS;3685,0;-1,73;257925105;70396;-65,00;3700,0;3700,0;3645,0;3663,92;MINEROS;EQTY
PFGRUPOARG;9300,0;2,42;255321360;28065;220,00;9020,0;9300,0;9000,0;9097,5;GRUPO ARGOS;EQTY
GRUBOLIVAR;65000,0;1,53;211628800;3260;980,00;64020,0;65000,0;64020,0;64916,81;GRUPO BOLIVAR;EQTY
BVC;11300,0;0,00;128359780;11477;0,00;10900,0;11300,0;10900,0;11184,09;BOLSA DE VALORES DE COLOMBIA;EQTY
PFAVH;197,0;-3,90;103792300;523981;-8,00;200,0;200,0;197,0;198,08;AVIANCA HOLDINGS S.A.;EQTY
EXITO;11100,0;-2,80;102326100;9205;-320,00;11140,0;11140,0;11100,0;11116,36;EXITO;EQTY
PFCORFICOL;21600,0;0,00;66344100;3120;0,00;20960,0;21600,0;20900,0;21264,13;CORFICOLOMBIANA;EQTY
TERPEL;8260,0;-1,08;57823500;7030;-90,00;8210,0;8260,0;8140,0;8225,25;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;0,0;0,00;19112984;21274;0,00;0,0;0,0;0,0;898,42;GRUPO AVAL ACCIONES Y VALORES;EQTY
HCOLSEL;11220,0;0,00;12252240;1092;0,00;11220,0;11220,0;11220,0;11220,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ETB;212,0;-0,47;10747504;50782;-1,00;212,0;212,0;212,0;211,64;ETB;EQTY
CONCONCRET;0,0;0,00;7466300;22100;0,00;0,0;0,0;0,0;337,84;CONCONCRETO S.A;EQTY
ELCONDOR;0,0;0,00;1030000;1000;0,00;0,0;0,0;0,0;1030,0;EL CONDOR;EQTY
