Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ICOLCAP;11689,0;0,55;5902606960;505900;64,00;11680,5;11689,0;11640,0;11667,54;FONDO BURSATIL ISHARES COLCAP;EQTY
PFBCOLOM;25060,0;-0,56;5371200600;214655;-140,00;24780,0;25200,0;24780,0;25022,48;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2200,0;0,92;4460252080;2036156;20,00;2175,0;2200,0;2175,0;2190,53;ECOPETROL;EQTY
PFAVAL;867,0;-0,34;3829879523;4434730;-3,00;865,0;867,0;860,0;863,61;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;20500,0;1,99;3183202380;156629;400,00;19980,0;20500,0;19980,0;20323,2;GRUPO SURA;EQTY
ISA;20400,0;2,51;3175080960;157645;500,00;19520,0;20400,0;19520,0;20140,7;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;27120,0;1,27;2194260920;81993;340,00;26780,0;27180,0;26700,0;26761,56;BANCO DAVIVIENDA;EQTY
CNEC;10300,0;1,78;2162622360;209413;180,00;10200,0;10440,0;10200,0;10327,07;CANACOL ENERGY LTD;EQTY
CEMARGOS;4035,0;0,25;1488271300;371167;10,00;4030,0;4050,0;4000,0;4009,71;CEMENTOS ARGOS;EQTY
BCOLOMBIA;25140,0;-1,41;1482618600;59138;-360,00;25040,0;25200,0;24900,0;25070,49;BANCO BANCOLOMBIA;EQTY
NUTRESA;20300,0;-1,46;1239950900;60590;-300,00;20640,0;20640,0;20300,0;20464,61;GRUPO NUTRESA;EQTY
PFGRUPSURA;16760,0;0,24;594392860;35163;40,00;16860,0;17060,0;16760,0;16903,93;GRUPO SURA;EQTY
GRUPOARGOS;10260,0;-1,35;581443320;56507;-140,00;10400,0;10400,0;10240,0;10289,76;GRUPO ARGOS;EQTY
GEB;2360,0;0,00;514586445;218386;0,00;2360,0;2360,0;2340,0;2356,32;GRUPO ENERGIA BOGOTA;EQTY
CORFICOLCF;25420,0;-0,24;362351080;14372;-60,00;25420,0;25480,0;24980,0;25212,29;CORFICOLOMBIANA;EQTY
PFGRUPOARG;7880,0;-1,38;358348610;45357;-110,00;7890,0;7920,0;7880,0;7900,62;GRUPO ARGOS;EQTY
BOGOTA;65000,0;0,06;219484800;3378;40,00;64900,0;65000,0;64900,0;64974,78;BANCO DE BOGOTA;EQTY
CELSIA;4325,0;0,93;182666345;42529;40,00;4270,0;4325,0;4265,0;4295,1;CELSIA;EQTY
CLH;1770,0;0,00;180556855;102209;0,00;1770,0;1770,0;1760,0;1766,55;CEMEX LATAM HOLDINGS;EQTY
PFAVH;205,0;0,49;152032409;742994;1,00;205,0;205,0;202,0;204,62;AVIANCA HOLDINGS S.A.;EQTY
PFCORFICOL;20700,0;-0,38;112586380;5516;-80,00;20340,0;20700,0;20300,0;20410,87;CORFICOLOMBIANA;EQTY
MINEROS;3900,0;0,00;95196375;24657;0,00;3850,0;3900,0;3850,0;3860,83;MINEROS;EQTY
EXITO;10560,0;1,15;69824180;6679;120,00;10440,0;10560,0;10440,0;10454,29;EXITO;EQTY
PFCEMARGOS;3450,0;1,17;66085235;19242;40,00;3410,0;3450,0;3410,0;3434,43;CEMENTOS ARGOS;EQTY
GRUBOLIVAR;63000,0;-2,33;59220000;940;-1500,00;63000,0;63000,0;63000,0;63000,0;GRUPO BOLIVAR;EQTY
PROMIGAS;6800,0;0,44;58611220;8640;30,00;6770,0;6800,0;6770,0;6783,71;PROMIGAS;EQTY
CONCONCRET;331,0;-0,90;52910276;160130;-3,00;330,0;331,0;330,0;330,42;CONCONCRETO S.A;EQTY
BVC;11380,0;1,25;41271980;3639;140,00;11300,0;11380,0;11300,0;11341,57;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;199,0;-1,97;38798800;194686;-4,00;199,0;199,0;199,0;199,29;ETB;EQTY
TERPEL;7000,0;0,00;24591000;3513;0,00;7000,0;7000,0;7000,0;7000,0;ORGANIZACION TERPEL;EQTY
ELCONDOR;1010,0;0,00;8979910;8891;0,00;1010,0;1010,0;1010,0;1010,0;EL CONDOR;EQTY
GRUPOAVAL;0,0;0,00;4612500;5125;0,00;0,0;0,0;0,0;900,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
