Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;24360,0;-11,42;31046919620;1270793;-3140,00;25800,0;25800,0;24000,0;24431,14;BANCO BANCOLOMBIA;EQTY
ECOPETROL;1840,0;-3,16;12988859245;7069486;-60,00;1900,0;1900,0;1810,0;1837,31;ECOPETROL;EQTY
ISA;14800,0;-4,39;6986156380;467344;-680,00;15400,0;15480,0;14500,0;14948,64;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;24000,0;-0,41;6909400300;291105;-100,00;24120,0;24120,0;23220,0;23735,08;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;18500,0;-7,59;5045991120;265014;-1520,00;20000,0;20000,0;18500,0;19040,47;GRUPO SURA;EQTY
GRUPOARGOS;10700,0;-13,15;4852746340;438506;-1620,00;12320,0;12320,0;10560,0;11066,54;GRUPO ARGOS;EQTY
PFAVAL;886,0;-1,23;3402580485;3963111;-11,00;874,0;886,0;840,0;858,56;GRUPO AVAL ACCIONES Y VALORES;EQTY
ICOLCAP;10905,0;-6,60;2722066600;248219;-770,00;11022,5;11082,0;10905,0;10966,39;FONDO BURSATIL ISHARES COLCAP;EQTY
PFDAVVNDA;27600,0;-9,51;2403794140;84970;-2900,00;29500,0;29500,0;27600,0;28289,92;BANCO DAVIVIENDA;EQTY
PFGRUPSURA;15560,0;-7,27;1768720300;111823;-1220,00;16500,0;16500,0;15520,0;15817,14;GRUPO SURA;EQTY
CELSIA;4120,0;-3,96;1745735400;427465;-170,00;4270,0;4270,0;3975,0;4083,93;CELSIA;EQTY
CNEC;10200,0;-1,92;1338266380;132147;-200,00;10140,0;10200,0;10060,0;10127,1;CANACOL ENERGY LTD;EQTY
GEB;2165,0;-3,78;1149445410;533174;-85,00;2245,0;2245,0;2110,0;2155,85;GRUPO ENERGIA BOGOTA;EQTY
NUTRESA;18640,0;-2,41;1135002660;61361;-460,00;19040,0;19040,0;18280,0;18497,13;GRUPO NUTRESA;EQTY
CEMARGOS;3900,0;-4,65;746255615;192731;-190,00;3905,0;3905,0;3810,0;3872,01;CEMENTOS ARGOS;EQTY
PFGRUPOARG;8130,0;-13,69;659824190;78300;-1290,00;9100,0;9100,0;8130,0;8426,87;GRUPO ARGOS;EQTY
CORFICOLCF;25280,0;-1,94;609354000;24527;-500,00;24500,0;25280,0;24220,0;24844,21;CORFICOLOMBIANA;EQTY
CLH;1360,0;-8,72;569549280;403391;-130,00;1485,0;1490,0;1360,0;1411,9;CEMEX LATAM HOLDINGS;EQTY
BOGOTA;69980,0;-1,44;533171320;7699;-1020,00;71000,0;71000,0;68520,0;69252,02;BANCO DE BOGOTA;EQTY
MINEROS;2645,0;-2,04;312040830;118503;-55,00;2685,0;2685,0;2585,0;2633,19;MINEROS;EQTY
TERPEL;8000,0;0,00;285144000;35643;0,00;8000,0;8000,0;8000,0;8000,0;ORGANIZACION TERPEL;EQTY
EXITO;11760,0;-2,65;239117480;21099;-320,00;12000,0;12000,0;11000,0;11333,12;EXITO;EQTY
PFAVH;480,0;-4,00;170592854;360988;-20,00;480,0;480,0;466,0;472,57;AVIANCA HOLDINGS S.A.;EQTY
GRUBOLIVAR;58000,0;-1,69;134172000;2309;-1000,00;58500,0;58500,0;58000,0;58108,27;GRUPO BOLIVAR;EQTY
BVC;8600,0;-2,71;124836840;14517;-240,00;8700,0;8700,0;8550,0;8599,36;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;3295,0;-5,59;87727605;27134;-195,00;3240,0;3320,0;3180,0;3233,12;CEMENTOS ARGOS;EQTY
ETB;177,0;0,00;86502000;485400;0,00;177,0;179,0;175,0;178,21;ETB;EQTY
CONCONCRET;330,0;0,00;30441278;91463;0,00;330,0;330,0;330,0;332,83;CONCONCRETO S.A;EQTY
VALSIMESA;0,0;0,00;4343780;874;0,00;0,0;0,0;0,0;4970,0;VALORES SIMESA;EQTY
