Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2065,0;0,73;15374870970;7486941;15,00;2040,0;2065,0;2020,0;2053,56;ECOPETROL;EQTY
ISA;20020,0;0,00;10935028980;546423;0,00;20000,0;20180,0;19960,0;20012,02;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;12110,5;-0,45;9177265650;758000;-54,50;12112,0;12135,0;12098,0;12107,21;FONDO BURSATIL ISHARES COLCAP;EQTY
CEMARGOS;4410,0;-3,82;8278546495;1872157;-175,00;4585,0;4585,0;4400,0;4421,93;CEMENTOS ARGOS;EQTY
PFBCOLOM;25520,0;-0,78;7137912940;279412;-200,00;25600,0;25860,0;25400,0;25546,19;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;28300,0;-2,08;6671217800;235346;-600,00;28100,0;28540,0;28040,0;28346,43;BANCO DAVIVIENDA;EQTY
GRUPOSURA;22500,0;0,00;4475188060;199206;0,00;22300,0;22800,0;22260,0;22465,13;GRUPO SURA;EQTY
BCOLOMBIA;25700,0;1,34;3952721700;156274;340,00;25300,0;25700,0;25000,0;25293,53;BANCO BANCOLOMBIA;EQTY
BVC;11300,0;1,07;2713798960;246621;120,00;11100,0;11300,0;10980,0;11003,92;BOLSA DE VALORES DE COLOMBIA;EQTY
PFAVAL;905,0;-0,44;2590391351;2857845;-4,00;909,0;914,0;904,0;906,41;GRUPO AVAL ACCIONES Y VALORES;EQTY
PROMIGAS;7300,0;-1,35;2563761500;354200;-100,00;7270,0;7300,0;7220,0;7238,17;PROMIGAS;EQTY
CNEC;9700,0;-2,61;2066438710;210072;-260,00;9900,0;9920,0;9700,0;9836,81;CANACOL ENERGY LTD;EQTY
NUTRESA;22100,0;-0,90;1888087340;85381;-200,00;22200,0;22400,0;21980,0;22113,67;GRUPO NUTRESA;EQTY
GRUPOARGOS;11680,0;0,17;1327955580;113458;20,00;11600,0;11800,0;11600,0;11704,38;GRUPO ARGOS;EQTY
GEB;2465,0;-0,20;818870070;332169;-5,00;2460,0;2475,0;2460,0;2465,22;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;4520,0;-0,22;796908520;176609;-10,00;4500,0;4530,0;4500,0;4512,28;CELSIA;EQTY
CORFICOLCF;26600,0;0,83;796891940;30143;220,00;26460,0;26780,0;26220,0;26437,05;CORFICOLOMBIANA;EQTY
MINEROS;3750,0;-1,83;491250190;130232;-70,00;3810,0;3810,0;3750,0;3772,12;MINEROS;EQTY
BOGOTA;67500,0;0,03;428187500;6345;20,00;67500,0;67500,0;67480,0;67484,24;BANCO DE BOGOTA;EQTY
PFGRUPSURA;19160,0;-0,83;415254300;21559;-160,00;19380,0;19540,0;19080,0;19261,3;GRUPO SURA;EQTY
PFCEMARGOS;3755,0;-4,09;320808385;84614;-160,00;3890,0;3890,0;3750,0;3791,43;CEMENTOS ARGOS;EQTY
TERPEL;8240,0;-1,08;122464900;14738;-90,00;8290,0;8330,0;8200,0;8309,47;ORGANIZACION TERPEL;EQTY
PFGRUPOARG;9040,0;-0,22;120355600;13280;-20,00;9100,0;9100,0;9030,0;9062,92;GRUPO ARGOS;EQTY
GRUPOAVAL;894,0;-2,30;112325000;125000;-21,00;900,0;900,0;890,0;898,6;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUBOLIVAR;65460,0;1,52;101698920;1554;980,00;65460,0;65460,0;65460,0;65443,32;GRUPO BOLIVAR;EQTY
PFCORFICOL;21700,0;-1,36;51324000;2362;-300,00;21700,0;21700,0;21700,0;21729,04;CORFICOLOMBIANA;EQTY
CARTON;9850,0;0,00;32229200;3272;0,00;9850,0;9850,0;9850,0;9850,0;CARTON COLOMBIA;EQTY
PFAVH;206,0;0,49;30455135;148207;1,00;205,0;206,0;205,0;205,49;AVIANCA HOLDINGS S.A.;EQTY
ETB;206,0;-1,90;17288390;83797;-4,00;206,0;206,0;206,0;206,31;ETB;EQTY
CONCONCRET;334,0;-0,30;7350000;22000;-1,00;334,0;334,0;334,0;334,09;CONCONCRETO S.A;EQTY
ELCONDOR;0,0;0,00;1456000;1400;0,00;0,0;0,0;0,0;1040,0;EL CONDOR;EQTY
