Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;35490,0;0,31;15296547660;435065;110,00;34760,0;35490,0;34670,0;35159,22;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2289,0;0,48;9893702736;4353100;11,00;2278,0;2291,0;2257,0;2272,79;ECOPETROL;EQTY
PFAVAL;1210,0;1,68;6579866988;5496322;20,00;1189,0;1210,0;1189,0;1197,14;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;6180,0;4,92;5291663865;876717;290,00;5900,0;6180,0;5900,0;6035,77;CEMENTOS ARGOS;EQTY
PFDAVVNDA;36200,0;-1,63;4853667850;131493;-600,00;37000,0;37200,0;36200,0;36911,99;BANCO DAVIVIENDA;EQTY
ISA;25680,0;1,10;3177659630;124629;280,00;25280,0;25680,0;25030,0;25496,95;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;14642,0;0,97;3071668597,5;210175;140,50;14501,5;14642,0;14501,0;14614,81;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;25400,0;2,38;2727633800;108150;590,00;24900,0;25400,0;24900,0;25220,84;GRUPO SURA;EQTY
HCOLSEL;13501,0;0,89;2700010000;200000;118,50;13495,5;13501,0;13495,5;13500,05;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUPOARGOS;14500,0;2,98;2106935600;146208;420,00;14350,0;14500,0;14280,0;14410,54;GRUPO ARGOS;EQTY
NUTRESA;24220,0;2,11;1913913460;79265;500,00;24200,0;24220,0;23720,0;24145,76;GRUPO NUTRESA;EQTY
CNEC;10510,0;-0,85;1688238990;158710;-90,00;10510,0;10700,0;10510,0;10637,26;CANACOL ENERGY LTD;EQTY
CORFICOLCF;32320,0;1,03;1583218020;49304;330,00;32490,0;32500,0;32000,0;32111,35;CORFICOLOMBIANA;EQTY
BCOLOMBIA;34880,0;1,10;1459001020;41899;380,00;34400,0;34920,0;34400,0;34821,86;BANCO BANCOLOMBIA;EQTY
GEB;2670,0;3,45;1425507116;540484;89,00;2585,0;2670,0;2581,0;2637,46;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;22370,0;1,27;1222744970;54865;280,00;21920,0;22500,0;21850,0;22286,43;GRUPO SURA;EQTY
PFCEMARGOS;4611,0;2,74;1130263204;247963;123,00;4486,0;4618,0;4450,0;4558,19;CEMENTOS ARGOS;EQTY
CLH;4000,0;18,34;862344522;232519;620,00;3410,0;4000,0;3410,0;3708,71;CEMEX LATAM HOLDINGS;EQTY
PFGRUPOARG;10710,0;0,37;818688450;76451;40,00;10670,0;10750,0;10620,0;10708,67;GRUPO ARGOS;EQTY
MINEROS;4125,0;0,00;765377018;185597;0,00;4120,0;4125,0;4120,0;4123,87;MINEROS;EQTY
CELSIA;4870,0;0,83;448029116;92472;40,00;4800,0;4870,0;4800,0;4845,02;CELSIA;EQTY
CONCONCRET;410,0;7,05;410233727;1040731;27,00;385,0;410,0;385,0;394,18;CONCONCRETO S.A;EQTY
TERPEL;8580,0;3,37;276388330;32209;280,00;8390,0;8800,0;8320,0;8581,09;ORGANIZACION TERPEL;EQTY
BOGOTA;76780,0;1,03;227546970;2974;780,00;76430,0;76780,0;76430,0;76512,09;BANCO DE BOGOTA;EQTY
GRUBOLIVAR;67000,0;0,00;190159110;2845;0,00;67000,0;67000,0;66550,0;66839,76;GRUPO BOLIVAR;EQTY
PROMIGAS;8100,0;5,13;180129020;22189;395,00;8080,0;8200,0;8080,0;8117,94;PROMIGAS;EQTY
PFCORFICOL;26000,0;-0,34;159509810;6144;-90,00;25560,0;26190,0;25550,0;25961,88;CORFICOLOMBIANA;EQTY
ETB;216,0;1,41;144505825,7;668622;3,00;213,2;217,7;212,9;216,12;ETB;EQTY
BVC;11880,0;0,00;127542800;10736;0,00;11880,0;11880,0;11880,0;11879,92;BOLSA DE VALORES DE COLOMBIA;EQTY
TITAN;17000,0;-5,56;119000000;7000;-1000,00;17000,0;17000,0;17000,0;17000,0;MANUF. DE CEMENTO;EQTY
FABRICATO;4,65;-7,00;50483865,05;10789798;-0,35;4,6;4,65;4,6;4,68;FABRICATO;EQTY
ELCONDOR;1199,0;0,76;39462619;33000;9,00;1189,0;1199,0;1189,0;1195,84;EL CONDOR;EQTY
GRUPOAVAL;1146,0;0,26;37515026;32634;3,00;1147,0;1147,0;1146,0;1149,57;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;13730,0;-0,51;22751450;1665;-70,00;13500,0;13740,0;13500,0;13664,53;EXITO;EQTY
PFAVH;195,0;8,33;10826740;55843;15,00;195,0;195,0;195,0;193,88;AVIANCA HOLDINGS S.A.;EQTY
VILLAS;0,0;0,00;5280;1;0,00;0,0;0,0;0,0;5280,0;BANCO AV VILLAS;EQTY
