Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;21300,0;-2,74;39356260840;1984318;-600,00;20500,0;21300,0;17760,0;19833,65;BANCO BANCOLOMBIA;EQTY
ECOPETROL;1615,0;8,75;19289486045;11955457;130,00;1480,0;1680,0;1480,0;1613,45;ECOPETROL;EQTY
ISA;13320,0;-0,60;14702763760;1103778;-80,00;13000,0;13780,0;12520,0;13320,4;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;17700,0;-5,35;11260925280;613834;-1000,00;18500,0;19700,0;17700,0;18345,23;BANCO BANCOLOMBIA;EQTY
ICOLCAP;9300,0;-1,06;9977721031;1076269;-100,00;9260,0;9343,0;9224,0;9270,66;FONDO BURSATIL ISHARES COLCAP;EQTY
CARTON;9850,0;0,00;8509415000;863900;0,00;9850,0;9850,0;9850,0;9850,0;CARTON COLOMBIA;EQTY
GRUPOSURA;16000,0;-1,36;6946778120;432155;-220,00;15900,0;16700,0;15900,0;16074,74;GRUPO SURA;EQTY
PFAVAL;700,0;-6,42;5935635242;8196677;-48,00;748,0;759,0;700,0;724,15;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;2100,0;-3,45;4094377155;1991716;-75,00;2020,0;2125,0;1990,0;2055,7;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;58000,0;-6,45;3385997020;56722;-4000,00;61000,0;61000,0;58000,0;59694,6;BANCO DE BOGOTA;EQTY
GRUPOARGOS;8000,0;8,40;3100286400;393262;620,00;7100,0;8050,0;7100,0;7883,51;GRUPO ARGOS;EQTY
NUTRESA;17300,0;1,76;3013902680;175235;300,00;16800,0;17400,0;16800,0;17199,2;GRUPO NUTRESA;EQTY
CEMARGOS;2700,0;8,00;2277765015;873938;200,00;2500,0;2700,0;2500,0;2606,32;CEMENTOS ARGOS;EQTY
PFDAVVNDA;24400,0;-0,16;2148510660;88632;-40,00;24000,0;24400,0;22920,0;24240,8;BANCO DAVIVIENDA;EQTY
CORFICOLCF;21960,0;-0,09;1510845640;69892;-20,00;20000,0;21960,0;20000,0;21616,86;CORFICOLOMBIANA;EQTY
CNEC;10240,0;0,39;1451911550;142789;40,00;10020,0;10520,0;9790,0;10168,23;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;12000,0;0,67;1417318120;117953;80,00;12220,0;12220,0;11940,0;12015,96;GRUPO SURA;EQTY
CLH;1500,0;0,00;524597130;352581;0,00;1540,0;1600,0;1400,0;1487,88;CEMEX LATAM HOLDINGS;EQTY
MINEROS;2420,0;5,22;427119500;175735;120,00;2410,0;2475,0;2335,0;2430,47;MINEROS;EQTY
PFGRUPOARG;7400,0;2,92;330264530;45880;210,00;7890,0;7890,0;6600,0;7198,44;GRUPO ARGOS;EQTY
PFAVH;400,0;2,04;254344557;625540;8,00;430,0;430,0;397,0;406,6;AVIANCA HOLDINGS S.A.;EQTY
EXITO;14080,0;14,47;197023940;14219;1780,00;13520,0;14400,0;13520,0;13856,39;EXITO;EQTY
PFCEMARGOS;2490,0;11,16;186568300;77066;250,00;2460,0;2495,0;2340,0;2420,89;CEMENTOS ARGOS;EQTY
HCOLSEL;8288,0;-0,99;165760000;20000;-83,00;8288,0;8288,0;8288,0;8288,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PROMIGAS;7000,0;0,00;147350000;21070;0,00;7000,0;7000,0;6980,0;6993,36;PROMIGAS;EQTY
ETB;170,0;0,00;70445000;414084;0,00;170,0;170,0;170,0;170,12;ETB;EQTY
CELSIA;3905,0;6,84;49989170;13193;250,00;3655,0;3905,0;3655,0;3789,07;CELSIA;EQTY
BVC;8100,0;-2,41;39741400;4894;-200,00;8200,0;8200,0;8100,0;8120,43;BOLSA DE VALORES DE COLOMBIA;EQTY
GRUBOLIVAR;0,0;0,00;5490000;100;0,00;0,0;0,0;0,0;54900,0;GRUPO BOLIVAR;EQTY
FABRICATO;0,0;0,00;5160000;1200000;0,00;0,0;0,0;0,0;4,3;FABRICATO;EQTY
CONCONCRET;0,0;0,00;3976000;11360;0,00;0,0;0,0;0,0;350,0;CONCONCRETO S.A;EQTY
PFCORFICOL;0,0;0,00;2142000;100;0,00;0,0;0,0;0,0;21420,0;CORFICOLOMBIANA;EQTY
ENKA;0,0;0,00;1080000;120000;0,00;0,0;0,0;0,0;9,0;ENKA DE COLOMBIA;EQTY
