Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;1910,0;1,87;12791388650;6743466;35,00;1860,0;1920,0;1835,0;1896,86;ECOPETROL;EQTY
PFBCOLOM;25060,0;1,54;2780511880;111476;380,00;24600,0;25060,0;24300,0;24942,7;BANCO BANCOLOMBIA;EQTY
PFAVAL;897,0;-0,66;1498724880;1663454;-6,00;902,0;909,0;897,0;900,97;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;20000,0;-1,38;1383294040;68920;-280,00;20280,0;20360,0;20000,0;20071,01;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;24500,0;1,41;1004731980;41137;340,00;24000,0;24560,0;24000,0;24424,05;BANCO BANCOLOMBIA;EQTY
CNEC;9920,0;-0,70;895173260;90188;-70,00;9850,0;10040,0;9800,0;9925,64;CANACOL ENERGY LTD;EQTY
NUTRESA;22000,0;0,18;793901700;36029;40,00;22160,0;22220,0;21860,0;22035,07;GRUPO NUTRESA;EQTY
GEB;2470,0;0,41;603108630;245434;10,00;2475,0;2475,0;2450,0;2457,31;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;20520,0;-0,48;558744620;27114;-100,00;20600,0;20700,0;20500,0;20607,24;GRUPO SURA;EQTY
GRUPOARGOS;11520,0;-1,54;463795700;40224;-180,00;11360,0;11560,0;11360,0;11530,32;GRUPO ARGOS;EQTY
BVC;11000,0;-0,90;456112980;41464;-100,00;11000,0;11000,0;11000,0;11000,22;BOLSA DE VALORES DE COLOMBIA;EQTY
PFGRUPOARG;9400,0;1,08;450367000;48695;100,00;9300,0;9400,0;9200,0;9248,73;GRUPO ARGOS;EQTY
CEMARGOS;4540,0;-1,09;321404425;70439;-50,00;4550,0;4590,0;4530,0;4562,88;CEMENTOS ARGOS;EQTY
CELSIA;4645,0;2,77;130167140;28435;125,00;4575,0;4645,0;4505,0;4577,71;CELSIA;EQTY
PFCEMARGOS;3705,0;-1,33;129523110;34742;-50,00;3755,0;3755,0;3705,0;3728,14;CEMENTOS ARGOS;EQTY
MINEROS;3565,0;-0,14;100879920;28232;-5,00;3575,0;3575,0;3560,0;3573,25;MINEROS;EQTY
PFDAVVNDA;27160,0;-0,88;95440300;3514;-240,00;27140,0;27200,0;27140,0;27160,02;BANCO DAVIVIENDA;EQTY
CORFICOLCF;26500,0;0,08;94107520;3598;20,00;25980,0;26500,0;25980,0;26155,51;CORFICOLOMBIANA;EQTY
PFCORFICOL;21120,0;0,09;52609920;2491;20,00;21120,0;21120,0;21120,0;21120,0;CORFICOLOMBIANA;EQTY
TERPEL;8280,0;0,00;36225750;4405;0,00;8280,0;8280,0;8280,0;8223,78;ORGANIZACION TERPEL;EQTY
PFAVH;198,0;-1,00;34733952;175424;-2,00;198,0;198,0;198,0;198,0;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPSURA;18000,0;-0,44;34407160;1909;-80,00;18040,0;18040,0;18000,0;18023,66;GRUPO SURA;EQTY
CONCONCRET;0,0;0,00;13027748;37513;0,00;0,0;0,0;0,0;347,29;CONCONCRETO S.A;EQTY
BOGOTA;68000,0;-1,45;9497600;140;-1000,00;68000,0;68000,0;68000,0;67840,0;BANCO DE BOGOTA;EQTY
ETB;0,0;0,00;1963695;9579;0,00;0,0;0,0;0,0;205,0;ETB;EQTY
ICOLCAP;0,0;0,00;47468;4;0,00;0,0;0,0;0,0;11867,0;FONDO BURSATIL ISHARES COLCAP;EQTY
