Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ICOLCAP;12120,0;1,30;22404999772;1850019;156,00;11998,0;12120,0;11998,0;12110,69;FONDO BURSATIL ISHARES COLCAP;EQTY
PFBCOLOM;25780,0;1,50;17290241320;673827;380,00;25420,0;25840,0;25200,0;25659,76;BANCO BANCOLOMBIA;EQTY
NUTRESA;21340,0;1,52;9256369400;435710;320,00;21280,0;21340,0;21100,0;21244,34;GRUPO NUTRESA;EQTY
ECOPETROL;2225,0;-0,22;7407393885;3316759;-5,00;2240,0;2245,0;2215,0;2233,32;ECOPETROL;EQTY
PFDAVVNDA;27900,0;1,53;6704763260;239665;420,00;27560,0;28080,0;27560,0;27975,56;BANCO DAVIVIENDA;EQTY
ISA;19700,0;0,31;5808022120;295181;60,00;19660,0;19780,0;19500,0;19676,14;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;25480,0;2,33;5389437900;212196;580,00;24900,0;25660,0;24900,0;25398,4;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;11080,0;2,97;4724111840;429552;320,00;10700,0;11200,0;10700,0;10997,76;GRUPO ARGOS;EQTY
PFAVAL;890,0;0,79;4568333377;5132505;7,00;883,0;895,0;883,0;890,08;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;20780,0;1,66;4060603740;195840;340,00;20540,0;20840,0;20520,0;20734,29;GRUPO SURA;EQTY
CORFICOLCF;26000,0;-0,76;3846120680;147875;-200,00;26180,0;26180,0;25940,0;26009,27;CORFICOLOMBIANA;EQTY
CNEC;10720,0;4,28;2862273100;274151;440,00;10300,0;10780,0;10300,0;10440,5;CANACOL ENERGY LTD;EQTY
CEMARGOS;4150,0;3,62;2455002340;598435;145,00;3995,0;4200,0;3990,0;4102,37;CEMENTOS ARGOS;EQTY
GEB;2365,0;0,00;2408471270;1015618;0,00;2370,0;2380,0;2365,0;2371,43;GRUPO ENERGIA BOGOTA;EQTY
MINEROS;3850,0;6,94;1719106735;453764;250,00;3600,0;3850,0;3600,0;3788,55;MINEROS;EQTY
PFGRUPOARG;8840,0;1,84;1710623200;197030;160,00;8680,0;8840,0;8590,0;8682,04;GRUPO ARGOS;EQTY
PFGRUPSURA;17700,0;2,19;1647743200;93011;380,00;17460,0;17800,0;17460,0;17715,57;GRUPO SURA;EQTY
HCOLSEL;10980,0;0,27;1074580000;98000;30,00;10961,0;10980,0;10961,0;10965,1;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BOGOTA;68600,0;0,88;927469140;13564;600,00;68000,0;68800,0;68000,0;68377,26;BANCO DE BOGOTA;EQTY
CLH;1710,0;0,00;878636545;513950;0,00;1700,0;1725,0;1695,0;1709,58;CEMEX LATAM HOLDINGS;EQTY
CELSIA;4385,0;2,69;657332825;150674;115,00;4320,0;4400,0;4305,0;4362,62;CELSIA;EQTY
PFCEMARGOS;3525,0;1,73;552151510;158135;60,00;3500,0;3585,0;3470,0;3491,65;CEMENTOS ARGOS;EQTY
PFCORFICOL;22380,0;1,82;533338360;24159;400,00;21980,0;22400,0;21940,0;22076,18;CORFICOLOMBIANA;EQTY
ETB;220,0;2,33;451333531;2054848;5,00;222,0;222,0;218,0;219,64;ETB;EQTY
PROMIGAS;7000,0;1,45;250599060;35801;100,00;7000,0;7000,0;7000,0;6999,78;PROMIGAS;EQTY
GRUBOLIVAR;66380,0;-0,51;233605200;3530;-340,00;66300,0;66380,0;66000,0;66177,11;GRUPO BOLIVAR;EQTY
EXITO;10300,0;0,78;197474740;19195;80,00;10220,0;10300,0;10200,0;10287,82;EXITO;EQTY
ELCONDOR;960,0;0,42;81425160;85116;4,00;956,0;960,0;955,0;956,64;EL CONDOR;EQTY
TERPEL;7100,0;0,00;80969300;11335;0,00;7200,0;7200,0;7100,0;7143,3;ORGANIZACION TERPEL;EQTY
BVC;11420,0;0,18;40666620;3561;20,00;11420,0;11420,0;11420,0;11420,0;BOLSA DE VALORES DE COLOMBIA;EQTY
PFAVH;211,0;-0,47;38221478;180482;-1,00;211,0;211,0;211,0;211,77;AVIANCA HOLDINGS S.A.;EQTY
GRUPOAVAL;910,0;2,25;37969600;41760;20,00;908,0;910,0;908,0;909,23;GRUPO AVAL ACCIONES Y VALORES;EQTY
OCCIDENTE;34500,0;-0,63;17250000;500;-220,00;34500,0;34500,0;34500,0;34500,0;BANCO DE OCCIDENTE;EQTY
ENKA;7,98;0,13;7980000;1000000;0,01;7,98;7,98;7,98;7,98;ENKA DE COLOMBIA;EQTY
CONCONCRET;0,0;0,00;5367565;13625;0,00;0,0;0,0;0,0;393,95;CONCONCRETO S.A;EQTY
