Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2175,0;-1,58;29404180405;13493395;-35,00;2210,0;2210,0;2160,0;2179,15;ECOPETROL;EQTY
PFBCOLOM;27620,0;-1,36;26307906940;942965;-380,00;28000,0;28280,0;27600,0;27899,13;BANCO BANCOLOMBIA;EQTY
PFAVAL;961,0;1,16;11085280823;11510090;11,00;958,0;970,0;955,0;963,09;GRUPO AVAL ACCIONES Y VALORES;EQTY
ICOLCAP;12789,5;1,09;10751708437,5;837180;137,50;12650,0;12885,0;12650,0;12842,77;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;23080,0;2,30;9013811600;386865;520,00;22600,0;23580,0;22600,0;23299,63;GRUPO SURA;EQTY
CLH;2595,0;7,68;8590731445;3318193;185,00;2440,0;2695,0;2410,0;2588,98;CEMEX LATAM HOLDINGS;EQTY
BCOLOMBIA;27700,0;1,09;7454646360;268548;300,00;27500,0;28000,0;27500,0;27759,08;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;12400,0;0,00;6995337620;558345;0,00;12520,0;12800,0;12080,0;12528,7;GRUPO ARGOS;EQTY
NUTRESA;22960,0;0,70;6352680720;276808;160,00;22800,0;23080,0;22800,0;22949,77;GRUPO NUTRESA;EQTY
ISA;21860,0;-1,97;5473442320;247325;-440,00;22100,0;22480,0;21860,0;22130,57;ISA INTERCONEXION ELECTRICA;EQTY
HCOLSEL;11880,0;1,19;4588125500;383475;140,00;11950,0;11975,0;11880,0;11964,6;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CNEC;10300,0;1,38;3523706500;342914;140,00;10180,0;10340,0;10140,0;10275,77;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;19020,0;0,74;3370676420;174929;140,00;18900,0;19600,0;18900,0;19268,83;GRUPO SURA;EQTY
GEB;2480,0;1,22;3361165135;1360689;30,00;2470,0;2480,0;2465,0;2470,19;GRUPO ENERGIA BOGOTA;EQTY
CORFICOLCF;27600,0;0,88;2168353160;78659;240,00;27380,0;27720,0;27380,0;27566,5;CORFICOLOMBIANA;EQTY
CEMARGOS;5170,0;1,77;1875634780;361005;90,00;5110,0;5300,0;5110,0;5195,59;CEMENTOS ARGOS;EQTY
PFDAVVNDA;29500,0;1,44;1454844920;49134;420,00;29280,0;29800,0;29240,0;29609,74;BANCO DAVIVIENDA;EQTY
CELSIA;4655,0;-0,32;1348629255;290264;-15,00;4715,0;4715,0;4595,0;4646,22;CELSIA;EQTY
PFCEMARGOS;3950,0;2,46;1296188205;329173;95,00;3880,0;3990,0;3880,0;3937,71;CEMENTOS ARGOS;EQTY
MINEROS;3880,0;0,78;1110562310;288430;30,00;3845,0;3910,0;3820,0;3850,37;MINEROS;EQTY
PFGRUPOARG;9440,0;1,83;998386680;105132;170,00;9320,0;9780,0;9320,0;9496,51;GRUPO ARGOS;EQTY
PFCORFICOL;22160,0;-0,18;690246760;31002;-40,00;22200,0;22400,0;22100,0;22264,59;CORFICOLOMBIANA;EQTY
EXITO;11580,0;0,17;593842300;51215;20,00;11560,0;11600,0;11560,0;11595,09;EXITO;EQTY
PFAVH;200,0;-13,04;428997521;2096059;-30,00;220,0;220,0;200,0;204,67;AVIANCA HOLDINGS S.A.;EQTY
BOGOTA;72000,0;3,60;418250020;5897;2500,00;69500,0;72000,0;69500,0;70925,9;BANCO DE BOGOTA;EQTY
ETB;213,0;0,47;344700862;1609347;1,00;214,0;215,0;213,0;214,19;ETB;EQTY
TERPEL;7900,0;1,54;305701440;38860;120,00;7820,0;7920,0;7810,0;7866,74;ORGANIZACION TERPEL;EQTY
ENKA;7,5;0,00;301820518;39889810;0,00;7,72;7,8;7,5;7,57;ENKA DE COLOMBIA;EQTY
BVC;11460,0;1,06;210727880;18409;120,00;11400,0;11480,0;11400,0;11447,0;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;371,0;2,49;175365684;468042;9,00;373,0;378,0;371,0;374,68;CONCONCRETO S.A;EQTY
GRUBOLIVAR;66000,0;0,76;160703280;2434;500,00;65080,0;66420,0;65080,0;66024,35;GRUPO BOLIVAR;EQTY
ELCONDOR;1050,0;0,96;151992640;143924;10,00;1060,0;1060,0;1050,0;1056,06;EL CONDOR;EQTY
PROMIGAS;7200,0;1,84;121494690;16988;130,00;7090,0;7200,0;7090,0;7151,79;PROMIGAS;EQTY
BBVACOL;300,0;2,39;90000000;300000;7,00;300,0;300,0;300,0;300,0;BBVA COLOMBIA;EQTY
GRUPOAVAL;962,0;4,79;61002218;63871;44,00;948,0;962,0;948,0;955,08;GRUPO AVAL ACCIONES Y VALORES;EQTY
FABRICATO;0,0;0,00;3645844,8;759551;0,00;0,0;0,0;0,0;4,8;FABRICATO;EQTY
COLTEJER;0,0;0,00;47600;68;0,00;0,0;0,0;0,0;700,0;COLTEJER;EQTY
