Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;24300,0;-3,03;59063473280;2415799;-760,00;25000,0;25200,0;24080,0;24448,84;BANCO BANCOLOMBIA;EQTY
ECOPETROL;1985,0;1,28;19863891175;9909915;25,00;2025,0;2075,0;1965,0;2004,45;ECOPETROL;EQTY
BCOLOMBIA;23720,0;-1,74;4501187660;186857;-420,00;24200,0;24600,0;23600,0;24088,94;BANCO BANCOLOMBIA;EQTY
GEB;2095,0;-3,01;4088721350;1923033;-65,00;2165,0;2200,0;2095,0;2126,18;GRUPO ENERGIA BOGOTA;EQTY
PFAVAL;817,0;-0,37;2076946797;2530486;-3,00;830,0;832,0;815,0;820,77;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFDAVVNDA;27500,0;-0,43;1125334820;40768;-120,00;27680,0;27800,0;27500,0;27603,39;BANCO DAVIVIENDA;EQTY
GRUPOSURA;20960,0;2,24;1089381500;52503;460,00;20500,0;21060,0;20300,0;20748,94;GRUPO SURA;EQTY
NUTRESA;21800,0;-0,91;1030781180;47019;-200,00;22060,0;22060,0;21760,0;21922,65;GRUPO NUTRESA;EQTY
PFGRUPSURA;18160,0;0,22;963603320;52967;40,00;18400,0;18400,0;18140,0;18192,52;GRUPO SURA;EQTY
ISA;17600,0;-1,68;798235080;45233;-300,00;18300,0;18300,0;17600,0;17647,18;ISA INTERCONEXION ELECTRICA;EQTY
CLH;1695,0;-2,02;759356360;450371;-35,00;1730,0;1730,0;1655,0;1686,07;CEMEX LATAM HOLDINGS;EQTY
CNEC;9980,0;-0,20;755437420;74127;-20,00;10220,0;10220,0;9980,0;10191,12;CANACOL ENERGY LTD;EQTY
BOGOTA;63480,0;2,39;491403460;7889;1480,00;62900,0;63480,0;62000,0;62289,7;BANCO DE BOGOTA;EQTY
PFAVH;471,0;-3,48;396909056;839000;-17,00;475,0;478,0;469,0;473,07;AVIANCA HOLDINGS S.A.;EQTY
CEMARGOS;3650,0;0,83;369756740;100660;30,00;3670,0;3730,0;3640,0;3673,32;CEMENTOS ARGOS;EQTY
GRUPOARGOS;9230,0;-1,39;350726110;37692;-130,00;9400,0;9400,0;9230,0;9305,05;GRUPO ARGOS;EQTY
EXITO;11680,0;0,69;187724300;16169;80,00;11600,0;11700,0;11500,0;11610,14;EXITO;EQTY
ICOLCAP;11280,0;-0,57;143888750;12750;-65,00;11300,0;11300,0;11280,0;11285,39;FONDO BURSATIL ISHARES COLCAP;EQTY
ETB;205,0;-2,38;129006197;628978;-5,00;206,0;206,0;204,0;205,1;ETB;EQTY
CELSIA;4175,0;0,00;82389930;19547;0,00;4320,0;4320,0;4175,0;4214,97;CELSIA;EQTY
CORFICOLCF;25200,0;-0,08;80932620;3200;-20,00;25320,0;25320,0;25200,0;25291,44;CORFICOLOMBIANA;EQTY
MINEROS;3095,0;0,32;50029800;16187;10,00;3085,0;3095,0;3085,0;3090,74;MINEROS;EQTY
PFGRUPOARG;8070,0;2,93;39162780;4850;230,00;8070,0;8070,0;8070,0;8074,8;GRUPO ARGOS;EQTY
TERPEL;7500,0;1,35;29920000;4010;100,00;7500,0;7500,0;7500,0;7461,35;ORGANIZACION TERPEL;EQTY
PROMIGAS;6990,0;0,00;27048600;3870;0,00;6990,0;6990,0;6990,0;6989,3;PROMIGAS;EQTY
BVC;9110,0;0,00;25006950;2745;0,00;9110,0;9110,0;9110,0;9110,0;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;21320,0;-0,09;22326160;1047;-20,00;21340,0;21340,0;21320,0;21323,94;CORFICOLOMBIANA;EQTY
CONCONCRET;0,0;0,00;11392420;29980;0,00;0,0;0,0;0,0;380,0;CONCONCRETO S.A;EQTY
PFCEMARGOS;0,0;0,00;4877400;1478;0,00;0,0;0,0;0,0;3300,0;CEMENTOS ARGOS;EQTY
GRUPOAVAL;0,0;0,00;2868000;2868;0,00;0,0;0,0;0,0;1000,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
