Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;24500,0;15,02;37426060440;1641148;3200,00;21280,0;24500,0;20000,0;22804,81;BANCO BANCOLOMBIA;EQTY
ECOPETROL;1810,0;12,07;20052468200;11207523;195,00;1660,0;1890,0;1640,0;1789,2;ECOPETROL;EQTY
GEB;2200,0;4,76;10469387890;4794115;100,00;2115,0;2205,0;2115,0;2183,8;GRUPO ENERGIA BOGOTA;EQTY
ISA;14520,0;9,01;9105581280;633972;1200,00;13600,0;14580,0;13560,0;14362,75;ISA INTERCONEXION ELECTRICA;EQTY
NUTRESA;18480,0;6,82;7496138980;416019;1180,00;17980,0;19560,0;17300,0;18018,74;GRUPO NUTRESA;EQTY
PFGRUPSURA;14500,0;20,83;6245692220;464937;2500,00;12060,0;15460,0;12000,0;13433,42;GRUPO SURA;EQTY
PFAVAL;860,0;22,86;4643737791;5565391;160,00;700,0;880,0;700,0;834,4;GRUPO AVAL ACCIONES Y VALORES;EQTY
ICOLCAP;10627,0;14,27;3952529330;372650;1327,00;10500,0;10627,0;10500,0;10606,55;FONDO BURSATIL ISHARES COLCAP;EQTY
CEMARGOS;3300,0;22,22;3359836825;1067862;600,00;2895,0;3445,0;2810,0;3146,32;CEMENTOS ARGOS;EQTY
BCOLOMBIA;22000,0;24,29;3309780980;155062;4300,00;18900,0;22400,0;18900,0;21344,89;BANCO BANCOLOMBIA;EQTY
BOGOTA;61980,0;6,86;3300786280;54691;3980,00;58000,0;62000,0;58000,0;60353,37;BANCO DE BOGOTA;EQTY
GRUPOSURA;20000,0;25,00;3165134620;173950;4000,00;16500,0;20000,0;16000,0;18195,66;GRUPO SURA;EQTY
PFDAVVNDA;27600,0;13,11;2963144860;107683;3200,00;25900,0;29000,0;25800,0;27517,29;BANCO DAVIVIENDA;EQTY
CNEC;10780,0;5,27;2300721920;214151;540,00;10500,0;10840,0;10220,0;10743,46;CANACOL ENERGY LTD;EQTY
CLH;1500,0;0,00;1495059005;961354;0,00;1600,0;1620,0;1500,0;1555,16;CEMEX LATAM HOLDINGS;EQTY
GRUPOARGOS;10460,0;30,75;1317096890;131958;2460,00;8500,0;10460,0;8500,0;9981,18;GRUPO ARGOS;EQTY
CORFICOLCF;23700,0;7,92;1153013680;48116;1740,00;23600,0;25180,0;23600,0;23963,21;CORFICOLOMBIANA;EQTY
PFAVH;610,0;52,50;1002984537;1833888;210,00;425,0;610,0;425,0;546,92;AVIANCA HOLDINGS S.A.;EQTY
MINEROS;2870,0;18,60;951878100;358668;450,00;2405,0;2920,0;2405,0;2653,93;MINEROS;EQTY
PFGRUPOARG;8460,0;14,32;836736700;103609;1060,00;7400,0;8840,0;7400,0;8075,91;GRUPO ARGOS;EQTY
CELSIA;4100,0;4,99;796464820;195052;195,00;3905,0;4190,0;3905,0;4083,35;CELSIA;EQTY
BVC;8100,0;0,00;720075700;89374;0,00;8000,0;8100,0;8000,0;8056,88;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;2720,0;9,24;406331800;153424;230,00;2600,0;2720,0;2600,0;2648,42;CEMENTOS ARGOS;EQTY
HCOLSEL;9550,0;15,23;372650272;39128;1262,00;9500,0;9550,0;9500,0;9523,88;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUBOLIVAR;55000,0;-0,90;355372000;6399;-500,00;54500,0;56000,0;54500,0;55535,55;GRUPO BOLIVAR;EQTY
EXITO;14960,0;6,25;300416180;20254;880,00;14900,0;14960,0;14700,0;14832,44;EXITO;EQTY
PROMIGAS;6990,0;-0,14;229630100;33490;-10,00;6800,0;6990,0;6800,0;6856,68;PROMIGAS;EQTY
ETB;187,0;10,00;148650874;798190;17,00;180,0;187,0;180,0;186,23;ETB;EQTY
GRUPOAVAL;1000,0;0,00;57210000;57210;0,00;1000,0;1000,0;1000,0;1000,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
TERPEL;8000,0;0,00;31664000;3958;0,00;8000,0;8000,0;8000,0;8000,0;ORGANIZACION TERPEL;EQTY
PFCORFICOL;22600,0;-5,04;30634880;1389;-1200,00;21900,0;22600,0;21900,0;22055,35;CORFICOLOMBIANA;EQTY
CONCONCRET;344,0;-2,27;22918870;66266;-8,00;344,0;344,0;344,0;345,86;CONCONCRETO S.A;EQTY
BBVACOL;0,0;0,00;3900000;10000;0,00;0,0;0,0;0,0;390,0;BBVA COLOMBIA;EQTY
