Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2035,0;1,50;23158101540;11383701;30,00;2000,0;2055,0;2000,0;2034,32;ECOPETROL;EQTY
PFBCOLOM;25200,0;0,00;16471285500;650517;0,00;25500,0;25660,0;25000,0;25320,3;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;18700,0;-2,20;10177249720;536831;-420,00;19300,0;19300,0;18520,0;18958,01;GRUPO SURA;EQTY
PFAVAL;855,0;0,12;7514525224;8750081;1,00;860,0;865,0;854,0;858,79;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;25000,0;-0,08;5582753540;221335;-20,00;25100,0;25460,0;25000,0;25223,09;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;8960,0;-0,44;4388970500;485594;-40,00;9000,0;9150,0;8900,0;9038,35;GRUPO ARGOS;EQTY
ICOLCAP;11370,0;0,83;4219532336;370844;94,00;11464,5;11464,5;11370,0;11378,19;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;19200,0;0,84;3724330020;193663;160,00;19500,0;19680,0;19040,0;19230,98;ISA INTERCONEXION ELECTRICA;EQTY
PFCORFICOL;21200,0;1,92;1771181200;84301;400,00;20800,0;21200,0;20800,0;21010,2;CORFICOLOMBIANA;EQTY
GEB;2290,0;-3,98;1652701825;723352;-95,00;2305,0;2310,0;2280,0;2284,78;GRUPO ENERGIA BOGOTA;EQTY
NUTRESA;22500,0;2,18;1646996300;74013;480,00;22200,0;22500,0;22100,0;22252,8;GRUPO NUTRESA;EQTY
CORFICOLCF;27000,0;1,12;1644090760;60700;300,00;26880,0;27300,0;26880,0;27085,51;CORFICOLOMBIANA;EQTY
PFDAVVNDA;26860,0;4,19;1476448320;55640;1080,00;26000,0;26900,0;26000,0;26535,74;BANCO DAVIVIENDA;EQTY
BOGOTA;59000,0;-1,34;1173014900;19861;-800,00;60020,0;60020,0;58800,0;59061,22;BANCO DE BOGOTA;EQTY
PFGRUPSURA;16160,0;1,64;1113548240;69903;260,00;16100,0;16160,0;15740,0;15929,91;GRUPO SURA;EQTY
CLH;1700,0;2,10;1110173760;651548;35,00;1690,0;1740,0;1675,0;1703,9;CEMEX LATAM HOLDINGS;EQTY
CEMARGOS;3580,0;-0,56;1058935425;293756;-20,00;3600,0;3690,0;3580,0;3604,81;CEMENTOS ARGOS;EQTY
CNEC;10400,0;-3,53;982651580;94612;-380,00;10400,0;10480,0;10240,0;10386,12;CANACOL ENERGY LTD;EQTY
PROMIGAS;6900,0;0,00;572656300;82995;0,00;6900,0;6900,0;6900,0;6899,89;PROMIGAS;EQTY
PFAVH;126,0;18,87;517033230;4197781;20,00;112,0;130,0;112,0;123,17;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPOARG;7800,0;-0,76;381554650;48705;-60,00;7900,0;7950,0;7720,0;7833,99;GRUPO ARGOS;EQTY
CELSIA;4050,0;1,25;290053860;72184;50,00;4020,0;4050,0;4000,0;4018,26;CELSIA;EQTY
BVC;10200,0;-2,86;175214400;17013;-300,00;10440,0;10440,0;10140,0;10298,85;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;2945,0;-0,34;172539205;58108;-10,00;2960,0;3060,0;2940,0;2969,28;CEMENTOS ARGOS;EQTY
TERPEL;7000,0;0,00;107470100;15648;0,00;7000,0;7000,0;6800,0;6867,98;ORGANIZACION TERPEL;EQTY
MINEROS;3445,0;1,32;72398290;21190;45,00;3400,0;3445,0;3400,0;3416,63;MINEROS;EQTY
ELCONDOR;920,0;-3,16;53466860;56732;-30,00;950,0;950,0;920,0;942,45;EL CONDOR;EQTY
ETB;194,0;-3,00;51210750;263250;-6,00;199,0;199,0;193,0;194,53;ETB;EQTY
OCCIDENTE;34720,0;-4,88;34720000;1000;-1780,00;34720,0;34720,0;34720,0;34720,0;BANCO DE OCCIDENTE;EQTY
EXITO;10700,0;0,00;34091060;3187;0,00;10700,0;10700,0;10700,0;10696,91;EXITO;EQTY
GRUPOAVAL;980,0;-2,00;18580000;18800;-20,00;980,0;980,0;980,0;988,3;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUBOLIVAR;60020,0;5,30;12724240;212;3020,00;60020,0;60020,0;60020,0;60020,0;GRUPO BOLIVAR;EQTY
CONCONCRET;365,0;1,39;7503800;20580;5,00;365,0;365,0;365,0;364,62;CONCONCRETO S.A;EQTY
BBVACOL;0,0;0,00;2100000;5600;0,00;0,0;0,0;0,0;375,0;BBVA COLOMBIA;EQTY
