Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;27800,0;0,22;4038631360;145296;60,00;27740,0;27880,0;27700,0;27795,89;BANCO BANCOLOMBIA;EQTY
ISA;21000,0;0,67;3069617700;146534;140,00;20700,0;21100,0;20600,0;20948,16;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;23200,0;1,75;2772522940;119837;400,00;22960,0;23260,0;22900,0;23135,78;GRUPO SURA;EQTY
ECOPETROL;2140,0;-0,23;2519971055;1177698;-5,00;2130,0;2155,0;2130,0;2139,74;ECOPETROL;EQTY
GRUPOARGOS;12200,0;-0,81;2454108300;200394;-100,00;12300,0;12340,0;12080,0;12246,42;GRUPO ARGOS;EQTY
GEB;2415,0;-0,21;2121152530;878159;-5,00;2420,0;2420,0;2415,0;2415,45;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;27460,0;0,73;2029532040;73917;200,00;27360,0;27460,0;27360,0;27456,9;BANCO BANCOLOMBIA;EQTY
CLH;2805,0;4,47;1976524410;724859;120,00;2700,0;2805,0;2640,0;2726,77;CEMEX LATAM HOLDINGS;EQTY
PFAVAL;951,0;0,11;1755644459;1842954;1,00;948,0;960,0;948,0;952,63;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;5050,0;0,00;1248055710;247723;0,00;5000,0;5050,0;5000,0;5038,11;CEMENTOS ARGOS;EQTY
CORFICOLCF;27380,0;0,37;1081726440;39693;100,00;26800,0;27380,0;26740,0;27252,32;CORFICOLOMBIANA;EQTY
PFGRUPSURA;19280,0;1,05;767603320;39856;200,00;19180,0;19340,0;19180,0;19259,42;GRUPO SURA;EQTY
ICOLCAP;12588,0;-0,49;435006081;34561;-62,00;12548,0;12588,0;12548,0;12586,62;FONDO BURSATIL ISHARES COLCAP;EQTY
NUTRESA;22940,0;-0,09;427476460;18588;-20,00;23000,0;23340,0;22940,0;22997,44;GRUPO NUTRESA;EQTY
PFDAVVNDA;29600,0;-0,20;261509160;8892;-60,00;29500,0;29760,0;28600,0;29409,49;BANCO DAVIVIENDA;EQTY
TERPEL;8000,0;0,00;228920470;28419;0,00;8020,0;8070,0;8000,0;8055,19;ORGANIZACION TERPEL;EQTY
MINEROS;3860,0;0,00;211822210;54679;0,00;3900,0;3900,0;3850,0;3873,92;MINEROS;EQTY
BVC;11780,0;-0,67;191037340;16406;-80,00;11740,0;11780,0;11540,0;11644,36;BOLSA DE VALORES DE COLOMBIA;EQTY
CELSIA;4550,0;-1,09;181066150;39794;-50,00;4550,0;4550,0;4550,0;4550,09;CELSIA;EQTY
CONCONCRET;363,0;-1,89;167621146;473711;-7,00;352,0;363,0;351,0;353,85;CONCONCRETO S.A;EQTY
PFCEMARGOS;3990,0;0,76;161501695;40583;30,00;3990,0;3990,0;3930,0;3979,54;CEMENTOS ARGOS;EQTY
PFGRUPOARG;9200,0;0,33;155684810;16865;30,00;9300,0;9300,0;9200,0;9231,24;GRUPO ARGOS;EQTY
CNEC;10220,0;0,20;138421280;13571;20,00;10200,0;10220,0;10180,0;10199,78;CANACOL ENERGY LTD;EQTY
PFAVH;212,0;0,00;86545903;409132;0,00;212,0;213,0;212,0;211,54;AVIANCA HOLDINGS S.A.;EQTY
OCCIDENTE;34000,0;-1,45;70482000;2073;-500,00;34000,0;34000,0;34000,0;34000,0;BANCO DE OCCIDENTE;EQTY
PFCORFICOL;21760,0;-1,09;69057620;3176;-240,00;21700,0;21760,0;21700,0;21743,58;CORFICOLOMBIANA;EQTY
ETB;208,0;0,48;52181542;251112;1,00;208,0;208,0;208,0;207,8;ETB;EQTY
GRUBOLIVAR;65520,0;0,00;44655600;681;0,00;65520,0;65520,0;65520,0;65573,57;GRUPO BOLIVAR;EQTY
ELCONDOR;0,0;0,00;5627540;5309;0,00;0,0;0,0;0,0;1060,0;EL CONDOR;EQTY
GRUPOAVAL;0,0;0,00;4189735;4481;0,00;0,0;0,0;0,0;935,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;0,0;0,00;4168800;360;0,00;0,0;0,0;0,0;11580,0;EXITO;EQTY
PROMIGAS;0,0;0,00;1747200;240;0,00;0,0;0,0;0,0;7280,0;PROMIGAS;EQTY
