Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;44540,0;-2,32;32512136300;731171;-1060,00;45800,0;45800,0;44100,0;44465,84;BANCO BANCOLOMBIA;EQTY
PFAVAL;1460,0;1,04;15543997290;10772539;15,00;1440,0;1460,0;1435,0;1442,93;GRUPO AVAL ACCIONES Y VALORES;EQTY
ECOPETROL;3345,0;0,60;7838526760;2358976;20,00;3320,0;3350,0;3300,0;3322,85;ECOPETROL;EQTY
ICOLCAP;16662,5;-0,82;7059767316;423851;-138,50;16801,0;16801,0;16648,0;16656,25;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;18360,0;-1,61;5510286120;299628;-300,00;18420,0;18500,0;18140,0;18390,42;GRUPO ARGOS;EQTY
BCOLOMBIA;43300,0;-0,37;4812878780;112466;-160,00;43500,0;43500,0;42500,0;42794,08;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;44680,0;-1,76;4467606020;99993;-800,00;44640,0;44700,0;44220,0;44679,19;BANCO DAVIVIENDA;EQTY
CORFICOLCF;31900,0;1,27;4256707380;133650;400,00;31500,0;32000,0;31400,0;31849,66;CORFICOLOMBIANA;EQTY
ISA;19760,0;0,82;3989956140;204536;160,00;19320,0;20000,0;19200,0;19507,35;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;33400,0;0,00;3070129700;92221;0,00;33180,0;33440,0;33160,0;33291,0;GRUPO SURA;EQTY
CEMARGOS;6810,0;-1,02;1797591330;262888;-70,00;6880,0;6890,0;6800,0;6837,86;CEMENTOS ARGOS;EQTY
GEB;2280,0;0,88;1501734020;662344;20,00;2260,0;2280,0;2250,0;2267,3;GRUPO ENERGIA BOGOTA;EQTY
PFCORFICOL;25700,0;0,00;1427220400;54172;0,00;26400,0;26400,0;25700,0;26346,09;CORFICOLOMBIANA;EQTY
NUTRESA;25020,0;0,00;1131443880;45230;0,00;25020,0;25040,0;24960,0;25015,34;GRUPO NUTRESA;EQTY
BOGOTA;87120,0;1,30;623419040;7167;1120,00;85960,0;87120,0;85960,0;86984,66;BANCO DE BOGOTA;EQTY
CNEC;11400,0;0,88;430101920;37989;100,00;11300,0;11400,0;11260,0;11321,75;CANACOL ENERGY LTD;EQTY
CELSIA;4480,0;0,11;391858855;87446;5,00;4495,0;4500,0;4480,0;4481,15;CELSIA;EQTY
CLH;4355,0;-1,69;371172800;85044;-75,00;4370,0;4370,0;4355,0;4364,48;CEMEX LATAM HOLDINGS;EQTY
PFGRUPSURA;28780,0;-0,42;347575820;12042;-120,00;28720,0;28880,0;28720,0;28863,63;GRUPO SURA;EQTY
PFGRUPOARG;13380,0;0,15;320348940;24098;20,00;13260,0;13380,0;13260,0;13293,59;GRUPO ARGOS;EQTY
ETB;274,0;5,38;260039543;982059;14,00;262,0;274,0;262,0;264,79;ETB;EQTY
GRUBOLIVAR;79000,0;0,00;220963000;2797;0,00;79000,0;79000,0;79000,0;79000,0;GRUPO BOLIVAR;EQTY
MINEROS;3230,0;-0,77;216904525;66706;-25,00;3260,0;3260,0;3230,0;3251,65;MINEROS;EQTY
CONCONCRET;477,0;-0,42;203305477;427453;-2,00;480,0;480,0;470,0;475,62;CONCONCRETO S.A;EQTY
PFAVH;1760,0;0,00;156968000;89314;0,00;1755,0;1775,0;1750,0;1757,48;AVIANCA HOLDINGS S.A.;EQTY
PROMIGAS;8000,0;-2,91;105838400;13142;-240,00;8080,0;8080,0;8000,0;8053,45;PROMIGAS;EQTY
EXITO;13600,0;1,49;85320220;6383;200,00;13340,0;13600,0;13340,0;13366,79;EXITO;EQTY
GRUPOAVAL;1470,0;3,16;62547465;42800;45,00;1470,0;1470,0;1470,0;1461,39;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFCEMARGOS;5550,0;0,91;58985050;10691;50,00;5510,0;5550,0;5510,0;5517,26;CEMENTOS ARGOS;EQTY
TERPEL;10320,0;0,19;46990000;4500;20,00;10600,0;10600,0;10320,0;10442,22;ORGANIZACION TERPEL;EQTY
ELCONDOR;1355,0;3,83;22349520;16494;50,00;1355,0;1355,0;1355,0;1355,01;EL CONDOR;EQTY
BVC;0,0;0,00;6382600;553;0,00;0,0;0,0;0,0;11541,77;BOLSA DE VALORES DE COLOMBIA;EQTY
