Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;24700,0;0,49;9740125780;394808;120,00;24880,0;24980,0;24380,0;24670,54;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2075,0;0,24;8789840960;4237837;5,00;2105,0;2120,0;2050,0;2074,13;ECOPETROL;EQTY
ISA;18800,0;0,53;3740130200;201481;100,00;18700,0;18800,0;18200,0;18563,19;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;830,0;0,00;3450273511;4163920;0,00;825,0;835,0;818,0;828,61;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;18640,0;-0,85;3204135360;171400;-160,00;18700,0;19100,0;18500,0;18693,91;GRUPO SURA;EQTY
BCOLOMBIA;24000,0;0,76;2861684780;119484;180,00;24700,0;24700,0;23800,0;23950,36;BANCO BANCOLOMBIA;EQTY
NUTRESA;20900,0;1,26;1431350240;68393;260,00;20900,0;20980,0;20820,0;20928,31;GRUPO NUTRESA;EQTY
PFCORFICOL;22980,0;0,35;1105573840;48374;80,00;22900,0;23000,0;22440,0;22854,71;CORFICOLOMBIANA;EQTY
PFDAVVNDA;28000,0;-2,51;973711300;34340;-720,00;28600,0;28680,0;28000,0;28355,02;BANCO DAVIVIENDA;EQTY
CNEC;10580,0;4,96;841832700;80697;500,00;10320,0;10600,0;10200,0;10432,02;CANACOL ENERGY LTD;EQTY
CORFICOLCF;27780,0;0,43;546633680;19735;120,00;27700,0;27780,0;27500,0;27698,69;CORFICOLOMBIANA;EQTY
GEB;2335,0;-0,21;525143615;223876;-5,00;2340,0;2350,0;2335,0;2345,69;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;9900,0;-0,60;459786100;46015;-60,00;10060,0;10100,0;9900,0;9992,09;GRUPO ARGOS;EQTY
CEMARGOS;3400,0;-1,31;355951255;104018;-45,00;3450,0;3485,0;3400,0;3422,02;CEMENTOS ARGOS;EQTY
BOGOTA;60520,0;-1,56;280242960;4620;-960,00;60920,0;60920,0;60520,0;60658,65;BANCO DE BOGOTA;EQTY
CELSIA;4115,0;1,35;252484105;61749;55,00;4060,0;4115,0;4060,0;4088,88;CELSIA;EQTY
MINEROS;3295,0;1,85;239230255;72906;60,00;3240,0;3300,0;3240,0;3281,35;MINEROS;EQTY
ETB;213,0;-0,93;217234860;1052000;-2,00;208,0;213,0;205,0;206,5;ETB;EQTY
CLH;1520,0;-0,65;164512515;106810;-10,00;1540,0;1545,0;1520,0;1540,24;CEMEX LATAM HOLDINGS;EQTY
PFAVH;200,0;2,56;142749564;728486;5,00;190,0;201,0;190,0;195,95;AVIANCA HOLDINGS S.A.;EQTY
PROMIGAS;6500,0;-0,15;87785000;13500;-10,00;6510,0;6510,0;6500,0;6502,59;PROMIGAS;EQTY
ENKA;7,6;0,00;34200364,8;4500048;0,00;7,6;7,6;7,6;7,6;ENKA DE COLOMBIA;EQTY
PFCEMARGOS;2980,0;0,00;31197850;10639;0,00;2990,0;2990,0;2980,0;2932,4;CEMENTOS ARGOS;EQTY
PFGRUPOARG;7650,0;-0,65;27315000;3550;-50,00;7600,0;7650,0;7600,0;7694,37;GRUPO ARGOS;EQTY
PFGRUPSURA;0,0;0,00;23504000;1465;0,00;0,0;0,0;0,0;16043,69;GRUPO SURA;EQTY
EXITO;10000,0;-2,91;20083800;1992;-300,00;10000,0;10000,0;10000,0;10082,23;EXITO;EQTY
BVC;10700,0;-0,37;16980900;1587;-40,00;10700,0;10700,0;10700,0;10700,0;BOLSA DE VALORES DE COLOMBIA;EQTY
ELCONDOR;919,0;2,11;15356147;16813;19,00;919,0;919,0;919,0;913,35;EL CONDOR;EQTY
TERPEL;0,0;0,00;11062920;1734;0,00;0,0;0,0;0,0;6380,0;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;0,0;0,00;3120125;3475;0,00;0,0;0,0;0,0;897,88;GRUPO AVAL ACCIONES Y VALORES;EQTY
VALSIMESA;0,0;0,00;2700000;600;0,00;0,0;0,0;0,0;4500,0;VALORES SIMESA;EQTY
GRUBOLIVAR;0,0;0,00;2268000;36;0,00;0,0;0,0;0,0;63000,0;GRUPO BOLIVAR;EQTY
CONCONCRET;0,0;0,00;720000;2000;0,00;0,0;0,0;0,0;360,0;CONCONCRETO S.A;EQTY
