Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2130,0;0,0;6676867725;3138473;0,0;2120,0;2150,0;2115,0;2127,43;ECOPETROL;EQTY
ICOLCAP;13504,0;-0,71;4990765280;369495;-96,0;13515,0;13515,0;13504,0;13506,99;FONDO BURSATIL ISHARES COLCAP;EQTY
GEB;2445,0;-0,41;4501093420;1833483;-10,0;2460,0;2465,0;2440,0;2454,94;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;8380,0;0,36;3874828620;464471;30,0;8380,0;8380,0;8290,0;8342,46;CEMENTOS ARGOS;EQTY
PFBCOLOM;33240,0;0,73;3413092080;102702;240,0;33000,0;33360,0;33000,0;33232,97;BANCO BANCOLOMBIA;EQTY
PEI;71500,0;0,0;3270025260;45742;0,0;70220,0;71500,0;70220,0;71488,46;PEI;EQTY
BCOLOMBIA;36200,0;0,5;2756779900;76240;180,0;36060,0;36200,0;36060,0;36159,23;BANCO BANCOLOMBIA;EQTY
CELSIA;3960,0;-1,0;2094182535;524535;-40,0;4000,0;4000,0;3960,0;3992,46;CELSIA;EQTY
ISA;17640,0;-2,0;1757248040;99162;-360,0;17860,0;17880,0;17640,0;17720,98;ISA INTERCONEXION ELECTRICA;EQTY
PFGRUPSURA;21520,0;-2,36;1534924060;70726;-520,0;22040,0;22040,0;21460,0;21702,4;GRUPO SURA;EQTY
GRUPOARGOS;16900,0;-0,47;1091559040;65237;-80,0;17000,0;17000,0;16580,0;16732,21;GRUPO ARGOS;EQTY
HCOLSEL;14345,0;-1,27;1034806238,5;72099;-185,0;14400,0;14400,0;14345,0;14352,57;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUBOLIVAR;56700,0;-2,31;655459760;11319;-1340,0;58040,0;58040,0;56700,0;57907,92;GRUPO BOLIVAR;EQTY
EXITO;2175,0;0,23;613298820;282691;5,0;2150,0;2175,0;2150,0;2169,5;EXITO;EQTY
PFAVAL;415,0;-1,89;511138294;1226190;-8,0;416,0;423,0;415,0;416,85;GRUPO AVAL ACCIONES Y VALORES;EQTY
PROMIGAS;7200,0;-4,0;507281740;69402;-300,0;7310,0;7490,0;7200,0;7309,32;PROMIGAS;EQTY
PFGRUPOARG;11680,0;0,0;503311760;42975;0,0;11680,0;11760,0;11680,0;11711,73;GRUPO ARGOS;EQTY
CNEC;12880,0;-0,46;500843980;38824;-60,0;12900,0;12900,0;12880,0;12900,37;CANACOL ENERGY LTD;EQTY
BOGOTA;25020,0;-1,73;367456040;14593;-440,0;25420,0;25420,0;25020,0;25180,29;BANCO DE BOGOTA;EQTY
GRUPOSURA;31100,0;-2,81;275160740;8825;-900,0;31020,0;31220,0;31020,0;31179,69;GRUPO SURA;EQTY
CORFICOLCF;13100,0;-2,53;245482960;18678;-340,0;13160,0;13200,0;13100,0;13142,89;CORFICOLOMBIANA;EQTY
PFDAVVNDA;18020,0;-0,99;225289120;12382;-180,0;18200,0;18200,0;18020,0;18194,89;BANCO DAVIVIENDA;EQTY
BHI;287,0;0,35;218073772;754544;1,0;289,0;291,0;287,0;289,01;BAC HOLDING INTERNATIONAL CORP;EQTY
BMC;2000,0;-;205226000;102613;0,0;2000,0;2000,0;2000,0;2000,0;BMC BOLSA MERCANTIL DE COL;EQTY
MINEROS;3385,0;0,45;136229275;40433;15,0;3370,0;3385,0;3360,0;3369,26;MINEROS;EQTY
ETB;81,5;1,88;133952940;1644868;1,5;81,5;81,5;81,5;81,44;ETB;EQTY
NUTRESA;54000,0;0,0;97942540;1852;0,0;51760,0;54000,0;51760,0;52884,74;GRUPO NUTRESA;EQTY
ENKA;15,0;-1,32;87689052,6;5808780;-0,2;15,3;15,3;15,0;15,1;ENKA DE COLOMBIA;EQTY
PFCORFICOL;12000,0;-0,99;51780100;4305;-120,0;12000,0;12000,0;12000,0;12027,9;CORFICOLOMBIANA;EQTY
TERPEL;8750,0;-1,69;33620330;3817;-150,0;8750,0;8750,0;8750,0;8808,05;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;-;-;32745686;78029;-;-;-;-;419,66;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;-;-;19635840;1948;-;-;-;-;10080,0;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;-;-;7248100;26340;-;-;-;-;275,17;CONCONCRETO S.A;EQTY
BBVACOL;-;-;6175000;25000;-;-;-;-;247,0;BBVA COLOMBIA;EQTY
PFCEMARGOS;-;-;3230410;424;-;-;-;-;7618,89;CEMENTOS ARGOS;EQTY
GXTESCOL;-;-;1760500;35;-;-;-;-;50300,0;FONDO BURSATIL GLOBAL X TES COLOMBIA COP GBI-EM ID ETF;EQTY
FABRICATO;-;-;1224883,2;510368;-;-;-;-;2,4;FABRICATO;EQTY
POPULAR;-;-;960000;4000;-;-;-;-;240,0;BANCO POPULAR;EQTY
