Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;33200,0;2,91;23681640860;716198;940,0;32260,0;33500,0;32260,0;33065,77;BANCO BANCOLOMBIA;EQTY
ISA;17000,0;2,41;7044517780;414704;400,0;16620,0;17120,0;16620,0;16986,86;ISA INTERCONEXION ELECTRICA;EQTY
ECOPETROL;2445,0;1,66;6325921645;2593112;40,0;2420,0;2450,0;2420,0;2439,51;ECOPETROL;EQTY
ICOLCAP;13080,0;2,43;4474213431;344261;310,0;12918,0;13080,0;12918,0;12996,57;FONDO BURSATIL ISHARES COLCAP;EQTY
HCOLSEL;13400,0;2,76;3777739566;283301;360,0;13310,0;13410,0;13310,0;13334,72;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BCOLOMBIA;36900,0;2,5;2926121680;80384;900,0;36000,0;36900,0;35980,0;36401,79;BANCO BANCOLOMBIA;EQTY
CEMARGOS;6430,0;3,04;2862208020;454025;190,0;6260,0;6430,0;6230,0;6304,08;CEMENTOS ARGOS;EQTY
CELSIA;3140,0;-0,48;2724257060;859356;-15,0;3155,0;3190,0;3140,0;3170,11;CELSIA;EQTY
GEB;2220,0;4,23;2494698865;1126284;90,0;2150,0;2240,0;2150,0;2214,98;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;13700,0;1,78;1745476160;128557;240,0;13500,0;13780,0;13280,0;13577,45;GRUPO ARGOS;EQTY
PFGRUPSURA;15000,0;3,16;1711436560;113563;460,0;14600,0;15320,0;14600,0;15070,37;GRUPO SURA;EQTY
PFDAVVNDA;19980,0;1,63;1550652340;78672;320,0;19700,0;19980,0;19600,0;19710,35;BANCO DAVIVIENDA;EQTY
CORFICOLCF;15080,0;4,14;947939880;64029;600,0;14500,0;15080,0;14500,0;14804,85;CORFICOLOMBIANA;EQTY
PFAVAL;503,0;2,24;691254655;1379792;11,0;486,0;505,0;486,0;500,98;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPOARG;9220,0;1,32;668720010;73033;120,0;9100,0;9230,0;9050,0;9156,41;GRUPO ARGOS;EQTY
PFCEMARGOS;4665,0;2,64;544273340;117739;120,0;4550,0;4680,0;4550,0;4622,71;CEMENTOS ARGOS;EQTY
GRUPOSURA;31000,0;1,97;518311520;16868;600,0;30500,0;31200,0;30100,0;30727,5;GRUPO SURA;EQTY
BHI;242,0;5,22;434582286;1822971;12,0;231,0;246,0;231,0;238,39;BAC HOLDING INTERNATIONAL CORP;EQTY
CNEC;19900,0;1,53;391209420;19763;300,0;19700,0;19900,0;19600,0;19795,04;CANACOL ENERGY LTD;EQTY
PROMIGAS;4840,0;1,79;384679895;79454;85,0;4835,0;4900,0;4790,0;4841,54;PROMIGAS;EQTY
MINEROS;1930,0;0,52;372451875;193753;10,0;1940,0;1940,0;1910,0;1922,3;MINEROS;EQTY
CONCONCRET;287,0;7,89;348384124;1280544;21,0;266,0;287,0;266,0;272,06;CONCONCRETO S.A;EQTY
BOGOTA;29440,0;1,87;329211660;11216;540,0;28920,0;29460,0;28920,0;29351,97;BANCO DE BOGOTA;EQTY
PFCORFICOL;12480,0;2,3;270199020;21876;280,0;12200,0;12480,0;12200,0;12351,39;CORFICOLOMBIANA;EQTY
TERPEL;8010,0;2,56;254771150;31454;200,0;7980,0;8200,0;7970,0;8099,8;ORGANIZACION TERPEL;EQTY
NUTRESA;44980,0;-2,0;228747440;5072;-920,0;45220,0;45220,0;44980,0;45100,05;GRUPO NUTRESA;EQTY
GRUBOLIVAR;61000,0;0,83;105986860;1738;500,0;61000,0;61000,0;61000,0;60982,08;GRUPO BOLIVAR;EQTY
PEI;64560,0;-0,03;74875880;1169;-20,0;63620,0;64560,0;63620,0;64051,22;PEI;EQTY
EXITO;3500,0;-0,43;51950950;14874;-15,0;3500,0;3500,0;3500,0;3492,74;EXITO;EQTY
ENKA;18,4;8,24;47373183;2605000;1,4;18,2;18,4;18,2;18,19;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;500,0;6,84;36383172;72483;32,0;500,0;500,0;500,0;501,95;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;91,0;-4,21;29799117;325156;-4,0;91,0;91,0;91,0;91,65;ETB;EQTY
BVC;-;-;375320;33;-;-;-;-;11373,33;BOLSA DE VALORES DE COLOMBIA;EQTY
