Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;33140,0;-0,42;10642975220;321521;-140,0;33140,0;33180,0;33020,0;33101,96;BANCO BANCOLOMBIA;EQTY
ICOLCAP;13600,0;-0,87;6088394582;446965;-120,0;13680,0;13710,0;13600,0;13621,64;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;35900,0;-0,06;5791555940;161138;-20,0;36080,0;36080,0;35900,0;35941,59;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;16960,0;-0,24;3501527300;206698;-40,0;17000,0;17000,0;16560,0;16940,31;GRUPO ARGOS;EQTY
PFGRUPSURA;22800,0;-1,72;3227216900;140132;-400,0;23000,0;23100,0;22800,0;23029,84;GRUPO SURA;EQTY
ECOPETROL;2145,0;0,23;2438509665;1136815;5,0;2150,0;2155,0;2130,0;2145,04;ECOPETROL;EQTY
ISA;17880,0;-2,08;2322198200;129374;-380,0;18260,0;18260,0;17820,0;17949,5;ISA INTERCONEXION ELECTRICA;EQTY
GEB;2465,0;-1,6;1407092910;567111;-40,0;2500,0;2500,0;2465,0;2481,16;GRUPO ENERGIA BOGOTA;EQTY
PEI;72000,0;1,29;834187640;11767;920,0;70200,0;72000,0;69960,0;70892,13;PEI;EQTY
CEMARGOS;8380,0;-0,24;644246190;77151;-20,0;8350,0;8390,0;8320,0;8350,46;CEMENTOS ARGOS;EQTY
PFDAVVNDA;18600,0;-0,85;377479380;20282;-160,0;18760,0;18760,0;18560,0;18611,55;BANCO DAVIVIENDA;EQTY
PROMIGAS;7500,0;1,35;355737680;47526;100,0;7390,0;7500,0;7390,0;7485,12;PROMIGAS;EQTY
HCOLSEL;14530,0;-0,41;291149271;20024;-60,0;14550,0;14550,0;14530,0;14540,02;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFAVAL;423,0;-0,7;229380597;541547;-3,0;422,0;426,0;422,0;423,57;GRUPO AVAL ACCIONES Y VALORES;EQTY
CELSIA;4020,0;-1,83;227009280;55793;-75,0;4075,0;4100,0;4020,0;4068,78;CELSIA;EQTY
BHI;293,0;-0,68;215846003;732691;-2,0;296,0;296,0;293,0;294,59;BAC HOLDING INTERNATIONAL CORP;EQTY
PFGRUPOARG;11680,0;-1,85;200768620;17061;-220,0;11900,0;11900,0;11680,0;11767,69;GRUPO ARGOS;EQTY
MINEROS;3365,0;0,45;160675920;47638;15,0;3365,0;3400,0;3365,0;3372,85;MINEROS;EQTY
GRUBOLIVAR;59000,0;-0,24;151598800;2568;-140,0;59140,0;59140,0;59000,0;59033,8;GRUPO BOLIVAR;EQTY
CORFICOLCF;13500,0;-1,46;134656300;9937;-200,0;13520,0;13520,0;13500,0;13551,0;CORFICOLOMBIANA;EQTY
BOGOTA;25400,0;-0,08;125601560;4939;-20,0;25340,0;25460,0;25340,0;25430,56;BANCO DE BOGOTA;EQTY
NUTRESA;52980,0;-0,04;101576320;1932;-20,0;52000,0;53000,0;52000,0;52575,73;GRUPO NUTRESA;EQTY
TERPEL;8850,0;0,8;85841540;9697;70,0;8850,0;8850,0;8850,0;8852,38;ORGANIZACION TERPEL;EQTY
GRUPOSURA;32500,0;0,43;78915040;2430;140,0;32500,0;32500,0;32500,0;32475,33;GRUPO SURA;EQTY
EXITO;2160,0;-0,23;39075115;18104;-5,0;2160,0;2160,0;2160,0;2158,37;EXITO;EQTY
PFCORFICOL;12360,0;-;31826840;2573;0,0;12360,0;12360,0;12360,0;12369,55;CORFICOLOMBIANA;EQTY
CNEC;12940,0;1,89;26796400;2076;240,0;12940,0;12940,0;12940,0;12907,71;CANACOL ENERGY LTD;EQTY
OCCIDENTE;13200,0;-;26070000;1975;0,0;13200,0;13200,0;13200,0;13200,0;BANCO DE OCCIDENTE;EQTY
FABRICATO;-;-;16802148,08;6916969;-;-;-;-;2,43;FABRICATO;EQTY
GRUPOAVAL;-;-;10010376;23327;-;-;-;-;429,13;GRUPO AVAL ACCIONES Y VALORES;EQTY
ENKA;-;-;4391632;274477;-;-;-;-;16,0;ENKA DE COLOMBIA;EQTY
GXTESCOL;-;-;3477780;69;-;-;-;-;50402,61;FONDO BURSATIL GLOBAL X TES COLOMBIA COP GBI-EM ID ETF;EQTY
ETB;-;-;3422532,5;43294;-;-;-;-;79,05;ETB;EQTY
PFCEMARGOS;-;-;3371470;440;-;-;-;-;7662,43;CEMENTOS ARGOS;EQTY
CONCONCRET;-;-;3109181;11177;-;-;-;-;278,18;CONCONCRETO S.A;EQTY
BVC;-;-;191520;19;-;-;-;-;10080,0;BOLSA DE VALORES DE COLOMBIA;EQTY
