Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PORT;7240,0;-9,5;25406440620;3512002;-760,0;8000,0;8000,0;7200,0;7234,18;Sociedad Portafolio S.A.;EQTY
PFBCOLOM;34680,0;0,81;13086033560;375299;280,0;34400,0;35200,0;34400,0;34868,29;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;25000,0;-1,19;11332810300;453230;-300,0;25200,0;25200,0;25000,0;25004,55;GRUPO SURA;EQTY
ISA;19080,0;2,69;4006220060;211783;500,0;18380,0;19080,0;18380,0;18916,63;ISA INTERCONEXION ELECTRICA;EQTY
PEI;83000,0;-0,57;2600318780;31571;-480,0;83300,0;83780,0;81200,0;82364,16;PEI;EQTY
GRUPOARGOS;16280,0;-0,61;2324205920;141935;-100,0;16320,0;16480,0;16240,0;16375,14;GRUPO ARGOS;EQTY
CEMARGOS;8280,0;-0,24;2232082540;268726;-20,0;8250,0;8370,0;8220,0;8306,17;CEMENTOS ARGOS;EQTY
BCOLOMBIA;35720,0;0,62;2007678280;56141;220,0;35660,0;36040,0;35660,0;35761,36;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2300,0;-0,22;1417151670;617530;-5,0;2300,0;2300,0;2285,0;2294,87;ECOPETROL;EQTY
ICOLCAP;14100,0;0,48;643311320,5;45749;67,0;14005,5;14100,0;14005,5;14061,76;FONDO BURSATIL ISHARES COLCAP;EQTY
PFDAVVNDA;21140,0;-3,12;603351900;28145;-680,0;21500,0;21500,0;21140,0;21437,27;BANCO DAVIVIENDA;EQTY
GEB;2590,0;0,97;597253250;230836;25,0;2560,0;2590,0;2560,0;2587,35;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;4370,0;-0,11;461006560;106058;-5,0;4305,0;4370,0;4305,0;4346,74;CELSIA;EQTY
TERPEL;9800,0;2,08;444122650;44313;200,0;9720,0;10500,0;9720,0;10022,4;ORGANIZACION TERPEL;EQTY
GRUPOSURA;36000,0;-1,37;380416940;10564;-500,0;36100,0;36100,0;36000,0;36010,69;GRUPO SURA;EQTY
PROMIGAS;7180,0;-;335583230;46750;0,0;7180,0;7180,0;7180,0;7178,25;PROMIGAS;EQTY
CONCONCRET;334,0;1,83;213500835;643712;6,0;330,0;334,0;326,0;331,67;CONCONCRETO S.A;EQTY
CORFICOLCF;15620,0;1,96;156203120;10025;300,0;15620,0;15620,0;15400,0;15581,36;CORFICOLOMBIANA;EQTY
BOGOTA;27700,0;-1,42;154390340;5569;-400,0;27700,0;27700,0;27700,0;27723,17;BANCO DE BOGOTA;EQTY
HCOLSEL;14920,0;-0,29;149319667;10008;-43,0;14920,0;14920,0;14920,0;14920,03;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFGRUPOARG;12300,0;0,82;149242640;12125;100,0;12280,0;12300,0;12280,0;12308,67;GRUPO ARGOS;EQTY
BHI;266,0;1,92;147382315;557712;5,0;263,0;266,0;263,0;264,26;BAC HOLDING INTERNATIONAL CORP;EQTY
CNEC;13720,0;0,15;123615680;9006;20,0;13720,0;13720,0;13700,0;13725,92;CANACOL ENERGY LTD;EQTY
MINEROS;3150,0;0,8;83034520;26270;25,0;3150,0;3150,0;3150,0;3160,81;MINEROS;EQTY
PFCORFICOL;14920,0;-;52208460;3523;0,0;14920,0;14920,0;14920,0;14819,32;CORFICOLOMBIANA;EQTY
NUTRESA;35000,0;1,45;50865980;1449;500,0;35480,0;35480,0;35000,0;35104,2;GRUPO NUTRESA;EQTY
PFAVAL;471,0;0,43;42493716;90563;2,0;471,0;471,0;471,0;469,22;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUBOLIVAR;64800,0;-;29282840;450;0,0;64800,0;64800,0;64800,0;65072,98;GRUPO BOLIVAR;EQTY
GRUPOAVAL;454,0;-1,3;24858514;54476;-6,0;454,0;454,0;454,0;456,32;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;-;-;20445200;9115;-;-;-;-;2243,03;EXITO;EQTY
FABRICATO;-;-;4500000;1500000;-;-;-;-;3,0;FABRICATO;EQTY
GXTESCOL;-;-;3475000;70;-;-;-;-;49642,86;FONDO BURSATIL GLOBAL X TES COLOMBIA COP GBI-EM ID ETF;EQTY
BVC;-;-;3164900;304;-;-;-;-;10410,86;BOLSA DE VALORES DE COLOMBIA;EQTY
ENKA;-;-;1469364,5;82932;-;-;-;-;17,72;ENKA DE COLOMBIA;EQTY
ETB;-;-;1042062;11146;-;-;-;-;93,49;ETB;EQTY
PFCEMARGOS;-;-;746900;97;-;-;-;-;7700,0;CEMENTOS ARGOS;EQTY
