Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2400,0;1,91;12033779480;5063796;45,0;2365,0;2400,0;2350,0;2376,43;ECOPETROL;EQTY
PFGRUPOARG;10300,0;2,18;11733212060;1149807;220,0;10080,0;10480,0;10060,0;10204,51;GRUPO ARGOS;EQTY
ICOLCAP;12928,5;1,4;5793078702;450398;178,5;12760,0;12928,5;12760,0;12862,13;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;17100,0;1,18;5646196400;329697;200,0;16980,0;17280,0;16860,0;17125,41;ISA INTERCONEXION ELECTRICA;EQTY
PFBCOLOM;30940,0;1,11;3760367140;121667;340,0;30660,0;31100,0;30540,0;30907,04;BANCO BANCOLOMBIA;EQTY
HCOLSEL;13360,0;0,83;2405273530;180098;110,0;13330,0;13360,0;13330,0;13355,36;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFGRUPSURA;16940,0;-1,51;1948317040;113349;-260,0;17240,0;17300,0;16940,0;17188,66;GRUPO SURA;EQTY
CEMARGOS;6600,0;0,0;1898235240;289475;0,0;6550,0;6600,0;6540,0;6557,51;CEMENTOS ARGOS;EQTY
BCOLOMBIA;33160,0;1,66;1765985000;53345;540,0;32860,0;33200,0;32860,0;33104,98;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;13700,0;0,0;1463665280;106798;0,0;13760,0;13800,0;13520,0;13704,99;GRUPO ARGOS;EQTY
CELSIA;3345,0;1,36;1073255355;322639;45,0;3310,0;3350,0;3300,0;3326,49;CELSIA;EQTY
CORFICOLCF;16160,0;0,5;1008218460;61761;80,0;16220,0;16340,0;16160,0;16324,52;CORFICOLOMBIANA;EQTY
PFDAVVNDA;20340,0;0,0;740456680;36631;0,0;20180,0;20340,0;20120,0;20213,94;BANCO DAVIVIENDA;EQTY
GEB;2200,0;0,92;725054115;331822;20,0;2185,0;2200,0;2155,0;2185,07;GRUPO ENERGIA BOGOTA;EQTY
BHI;255,0;2,0;429470617;1688091;5,0;250,0;255,0;250,0;254,41;BAC HOLDING INTERNATIONAL CORP;EQTY
PFCEMARGOS;5770,0;1,23;334547300;59165;70,0;5620,0;5770,0;5600,0;5654,48;CEMENTOS ARGOS;EQTY
TERPEL;7980,0;-0,25;334142500;41852;-20,0;7990,0;7990,0;7980,0;7983,91;ORGANIZACION TERPEL;EQTY
CONCONCRET;315,0;-0,32;228805493;729164;-1,0;310,0;315,0;310,0;313,79;CONCONCRETO S.A;EQTY
PFAVAL;499,0;1,22;212861284;433111;6,0;482,0;499,0;482,0;491,47;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;1925,0;-2,53;180421640;93113;-50,0;1950,0;1950,0;1920,0;1937,66;MINEROS;EQTY
CNEC;19180,0;-0,31;179886980;9377;-60,0;19200,0;19200,0;19100,0;19183,85;CANACOL ENERGY LTD;EQTY
NUTRESA;44520,0;0,72;130215040;2938;320,0;44320,0;44520,0;44000,0;44320,98;GRUPO NUTRESA;EQTY
PROMIGAS;5400,0;2,08;91402540;17187;110,0;5300,0;5400,0;5300,0;5318,12;PROMIGAS;EQTY
EXITO;3350,0;-0,89;89373755;26569;-30,0;3385,0;3385,0;3350,0;3363,84;EXITO;EQTY
BOGOTA;30780,0;-1,97;72742720;2328;-620,0;31400,0;31400,0;30780,0;31246,87;BANCO DE BOGOTA;EQTY
PORT;6700,0;0,0;62376040;9379;0,0;6610,0;6700,0;6610,0;6650,61;Sociedad Portafolio S.A.;EQTY
GRUPOSURA;33300,0;2,78;59734940;1839;900,0;32320,0;33300,0;32320,0;32482,29;GRUPO SURA;EQTY
PFCORFICOL;-;-;56931180;4261;-;-;-;-;13360,99;CORFICOLOMBIANA;EQTY
GRUBOLIVAR;-;-;20096580;333;-;-;-;-;60350,09;GRUPO BOLIVAR;EQTY
FABRICATO;-;-;17967600;4491900;-;-;-;-;4,0;FABRICATO;EQTY
ENKA;-;-;16971723;1049862;-;-;-;-;16,17;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;506,0;-0,2;15571004;30798;-1,0;506,0;506,0;506,0;505,58;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;-;-;13128084;124532;-;-;-;-;105,42;ETB;EQTY
PEI;-;-;12421220;198;-;-;-;-;62733,43;PEI;EQTY
BVC;-;-;8674720;797;-;-;-;-;10884,22;BOLSA DE VALORES DE COLOMBIA;EQTY
