Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2355,0;2,84;18785138390;8059422;65,0;2300,0;2355,0;2300,0;2330,83;ECOPETROL;EQTY
PFBCOLOM;30600,0;-0,33;8299968640;270440;-100,0;30800,0;30900,0;30600,0;30690,61;BANCO BANCOLOMBIA;EQTY
ISA;16900,0;0,96;5048275580;301519;160,0;16740,0;16980,0;16540,0;16742,81;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;32620,0;-2,86;4690309960;143342;-960,0;33160,0;33160,0;32600,0;32721,11;BANCO BANCOLOMBIA;EQTY
CEMARGOS;6600,0;2,8;1740858790;267716;180,0;6450,0;6600,0;6450,0;6502,63;CEMENTOS ARGOS;EQTY
GRUPOARGOS;13700,0;0,29;1600574420;117012;40,0;13660,0;13760,0;13580,0;13678,72;GRUPO ARGOS;EQTY
CORFICOLCF;16080,0;0,63;873033860;54597;100,0;15820,0;16080,0;15820,0;15990,51;CORFICOLOMBIANA;EQTY
CELSIA;3300,0;0,76;826277510;250859;25,0;3265,0;3315,0;3265,0;3293,79;CELSIA;EQTY
PEI;62980,0;0,0;647426620;10364;0,0;62700,0;62980,0;62300,0;62468,8;PEI;EQTY
PFGRUPSURA;17200,0;-1,04;628703360;36632;-180,0;17140,0;17220,0;17080,0;17162,68;GRUPO SURA;EQTY
PFCEMARGOS;5700,0;2,52;555932070;98882;140,0;5330,0;5700,0;5330,0;5622,18;CEMENTOS ARGOS;EQTY
BOGOTA;31400,0;2,75;335688560;10691;840,0;31460,0;31800,0;31400,0;31399,17;BANCO DE BOGOTA;EQTY
GEB;2180,0;3,32;305096685;140533;70,0;2175,0;2180,0;2160,0;2171,0;GRUPO ENERGIA BOGOTA;EQTY
PFCORFICOL;13300,0;-0,75;255825100;19313;-100,0;13200,0;13300,0;13200,0;13246,26;CORFICOLOMBIANA;EQTY
PFGRUPOARG;10080,0;-0,4;211557880;20967;-40,0;10100,0;10100,0;10060,0;10090,04;GRUPO ARGOS;EQTY
ICOLCAP;12750,0;0,01;201290692;15802;1,0;12723,0;12750,0;12722,0;12738,3;FONDO BURSATIL ISHARES COLCAP;EQTY
NUTRESA;44200,0;0,45;191192660;4340;200,0;44660,0;44660,0;43260,0;44053,61;GRUPO NUTRESA;EQTY
TERPEL;8000,0;0,13;181881600;22780;10,0;8020,0;8020,0;7990,0;7984,27;ORGANIZACION TERPEL;EQTY
CNEC;19240,0;1,16;166748740;8683;220,0;19160,0;19340,0;19120,0;19204,05;CANACOL ENERGY LTD;EQTY
PFAVAL;493,0;0,82;110826909;225740;4,0;492,0;493,0;489,0;490,95;GRUPO AVAL ACCIONES Y VALORES;EQTY
BHI;250,0;-;107038753;428059;0,0;250,0;250,0;250,0;250,06;BAC HOLDING INTERNATIONAL CORP;EQTY
HCOLSEL;13250,0;-0,58;79776050;6021;-77,0;13250,0;13250,0;13250,0;13249,63;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CONCONCRET;316,0;-;52942705;167715;0,0;316,0;316,0;316,0;315,67;CONCONCRETO S.A;EQTY
MINEROS;1975,0;0,77;45102805;23293;15,0;1900,0;1975,0;1900,0;1936,32;MINEROS;EQTY
PORT;6700,0;0,75;39710600;5941;50,0;6700,0;6700,0;6700,0;6684,16;Sociedad Portafolio S.A.;EQTY
PROMIGAS;5290,0;-;30463510;5736;0,0;5290,0;5290,0;5290,0;5310,93;PROMIGAS;EQTY
ETB;-;-;28650240;260288;-;-;-;-;110,07;ETB;EQTY
GRUPOAVAL;507,0;1,0;25315768;51109;5,0;507,0;507,0;507,0;495,33;GRUPO AVAL ACCIONES Y VALORES;EQTY
PROTECCION;75000,0;-6,25;20850000;278;-5000,0;75000,0;75000,0;75000,0;75000,0;ADM DE FONDOS Y CES PROTECCION;EQTY
PFDAVVNDA;-;-;20834140;1035;-;-;-;-;20129,6;BANCO DAVIVIENDA;EQTY
GRUPOSURA;32400,0;-0,31;20707980;639;-100,0;32400,0;32400,0;32400,0;32406,85;GRUPO SURA;EQTY
EXITO;-;-;11388260;3363;-;-;-;-;3386,34;EXITO;EQTY
ENKA;-;-;10572721;640792;-;-;-;-;16,5;ENKA DE COLOMBIA;EQTY
GRUBOLIVAR;-;-;2618720;44;-;-;-;-;59516,36;GRUPO BOLIVAR;EQTY
BVC;-;-;22000;2;-;-;-;-;11000,0;BOLSA DE VALORES DE COLOMBIA;EQTY
