Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ISA;17640,0;-4,13;23757733960;1339219;-760,0;18060,0;18240,0;17080,0;17739,99;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;14300,0;-4,54;11970487520;826171;-680,0;14800,0;14800,0;14220,0;14489,12;GRUPO ARGOS;EQTY
BCOLOMBIA;31900,0;-2,15;11429677300;355440;-700,0;32500,0;32500,0;31900,0;32156,42;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2075,0;0,73;9943065165;4786471;15,0;2060,0;2090,0;2050,0;2077,33;ECOPETROL;EQTY
PFBCOLOM;31900,0;-0,31;7997184880;251216;-100,0;32060,0;32080,0;31500,0;31833,9;BANCO BANCOLOMBIA;EQTY
CEMARGOS;7400,0;-3,9;7173385830;960950;-300,0;7940,0;7940,0;7380,0;7464,89;CEMENTOS ARGOS;EQTY
PORT;6400,0;-2,29;3773700000;589433;-150,0;6450,0;6450,0;6400,0;6402,25;Sociedad Portafolio S.A.;EQTY
PEI;68200,0;0,29;2660269100;39176;200,0;67460,0;68200,0;67340,0;67905,58;PEI;EQTY
GEB;2300,0;-0,86;1329883195;577564;-20,0;2330,0;2330,0;2300,0;2302,57;GRUPO ENERGIA BOGOTA;EQTY
ICOLCAP;12746,5;-1,61;858668200;66976;-208,5;12852,0;12852,0;12746,5;12820,54;FONDO BURSATIL ISHARES COLCAP;EQTY
PFGRUPSURA;18640,0;-1,06;805979160;43067;-200,0;18860,0;18860,0;18600,0;18714,54;GRUPO SURA;EQTY
CELSIA;3900,0;0,0;747038650;191639;0,0;3915,0;3940,0;3865,0;3898,16;CELSIA;EQTY
PFAVAL;460,0;-3,36;726155841;1571239;-16,0;470,0;470,0;460,0;462,15;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFDAVVNDA;20400,0;-1,92;433242340;21044;-400,0;20640,0;20660,0;20400,0;20587,45;BANCO DAVIVIENDA;EQTY
PFCEMARGOS;6420,0;-2,73;384149560;59160;-180,0;6620,0;6620,0;6400,0;6493,4;CEMENTOS ARGOS;EQTY
PFGRUPOARG;10740,0;-2,36;298064520;27238;-260,0;11020,0;11060,0;10720,0;10942,97;GRUPO ARGOS;EQTY
CNEC;15880,0;3,12;286525520;18181;480,0;15480,0;15900,0;15480,0;15759,61;CANACOL ENERGY LTD;EQTY
HCOLSEL;13550,0;-1,67;272300281;20000;-230,0;13680,0;13680,0;13550,0;13615,01;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CORFICOLCF;13640,0;-1,59;181211920;13247;-220,0;13600,0;13800,0;13600,0;13679,47;CORFICOLOMBIANA;EQTY
MINEROS;2550,0;-5,56;175053100;65908;-150,0;2700,0;2700,0;2550,0;2656,02;MINEROS;EQTY
TERPEL;8440,0;2,93;169861670;20276;240,0;8220,0;8450,0;8220,0;8377,47;ORGANIZACION TERPEL;EQTY
EXITO;2360,0;0,0;131730735;55778;0,0;2365,0;2365,0;2360,0;2361,7;EXITO;EQTY
COLTEJER;1000,0;-;116678000;116678;0,0;1000,0;1000,0;1000,0;1000,0;COLTEJER;EQTY
NUTRESA;46240,0;-0,99;101114960;2207;-460,0;45220,0;46280,0;45220,0;45815,57;GRUPO NUTRESA;EQTY
GRUPOSURA;30600,0;0,66;85821200;2813;200,0;30600,0;30600,0;30600,0;30508,78;GRUPO SURA;EQTY
BOGOTA;31300,0;-2,19;44066300;1397;-700,0;31800,0;31800,0;31300,0;31543,52;BANCO DE BOGOTA;EQTY
GRUPOAVAL;465,0;-1,27;38608317;82151;-6,0;465,0;465,0;465,0;469,97;GRUPO AVAL ACCIONES Y VALORES;EQTY
BHI;242,0;0,0;27980342;115273;0,0;244,0;244,0;242,0;242,73;BAC HOLDING INTERNATIONAL CORP;EQTY
GRUBOLIVAR;-;-;18789820;345;-;-;-;-;54463,25;GRUPO BOLIVAR;EQTY
BBVACOL;230,0;-2,13;17250000;75000;-5,0;230,0;230,0;230,0;230,0;BBVA COLOMBIA;EQTY
PROMIGAS;-;-;7764590;1498;-;-;-;-;5183,3;PROMIGAS;EQTY
CONCONCRET;-;-;5942216;20282;-;-;-;-;292,98;CONCONCRETO S.A;EQTY
FABRICATO;-;-;4617600;1480000;-;-;-;-;3,12;FABRICATO;EQTY
PFCORFICOL;-;-;4578160;356;-;-;-;-;12860,0;CORFICOLOMBIANA;EQTY
BVC;-;-;1316400;143;-;-;-;-;9205,59;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;-;-;954890;11221;-;-;-;-;85,1;ETB;EQTY
ENKA;-;-;844356,3;51801;-;-;-;-;16,3;ENKA DE COLOMBIA;EQTY
