Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PEI;82000,0;1,49;139950925140;1709612;1200,0;80800,0;82000,0;80000,0;81861,22;PEI;EQTY
PFBCOLOM;34080,0;-0,12;124300661100;3646984;-40,0;34160,0;34200,0;34040,0;34083,14;BANCO BANCOLOMBIA;EQTY
ISA;19140,0;1,59;63577595420;3329019;300,0;18560,0;19140,0;18500,0;19098,0;ISA INTERCONEXION ELECTRICA;EQTY
ECOPETROL;2360,0;0,43;57332580820;24241779;10,0;2370,0;2385,0;2360,0;2365,03;ECOPETROL;EQTY
BCOLOMBIA;35900,0;2,57;51896130260;1446608;900,0;35380,0;35900,0;34900,0;35874,36;BANCO BANCOLOMBIA;EQTY
CEMARGOS;8200,0;-1,8;19930021650;2428791;-150,0;8300,0;8310,0;8190,0;8205,74;CEMENTOS ARGOS;EQTY
GEB;2545,0;-0,39;18454772295;7251943;-10,0;2570,0;2570,0;2520,0;2544,8;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;16420,0;-0,48;15006095520;913288;-80,0;16400,0;16580,0;16400,0;16430,85;GRUPO ARGOS;EQTY
GRUPOSURA;33000,0;-5,12;12869818460;389520;-1780,0;34680,0;34900,0;33000,0;33040,2;GRUPO SURA;EQTY
ICOLCAP;13928,0;-0,26;10894107821;781596;-37,0;13955,0;13955,0;13928,0;13938,29;FONDO BURSATIL ISHARES COLCAP;EQTY
PFGRUPSURA;24000,0;-1,64;9394303780;390585;-400,0;24700,0;24860,0;24000,0;24051,88;GRUPO SURA;EQTY
PFAVAL;450,0;-2,81;9246451338;20538021;-13,0;463,0;463,0;450,0;450,21;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPOARG;11660,0;-3,64;6804094120;582377;-440,0;12060,0;12060,0;11660,0;11683,32;GRUPO ARGOS;EQTY
PFDAVVNDA;21000,0;-0,94;6177941820;294146;-200,0;21020,0;21160,0;20900,0;21002,98;BANCO DAVIVIENDA;EQTY
MINEROS;3160,0;1,77;5407800565;1711994;55,0;3110,0;3160,0;3100,0;3158,77;MINEROS;EQTY
CORFICOLCF;15020,0;-2,47;3762027780;250104;-380,0;15360,0;15620,0;15020,0;15041,85;CORFICOLOMBIANA;EQTY
CELSIA;4300,0;-1,83;3690461880;856227;-80,0;4385,0;4385,0;4300,0;4310,14;CELSIA;EQTY
HCOLSEL;14820,0;-0,24;2790083785,5;187321;-35,0;14897,0;14897,0;14820,0;14894,67;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUBOLIVAR;60100,0;-3,9;2343162220;38918;-2440,0;62540,0;62540,0;60100,0;60207,67;GRUPO BOLIVAR;EQTY
PROMIGAS;6900,0;-3,9;1877946510;271791;-280,0;7100,0;7100,0;6900,0;6909,52;PROMIGAS;EQTY
BOGOTA;27540,0;-1,57;1657515960;60008;-440,0;27540,0;28180,0;27000,0;27621,58;BANCO DE BOGOTA;EQTY
NUTRESA;59100,0;23,13;1270255400;22123;11100,0;49000,0;65000,0;49000,0;57417,86;GRUPO NUTRESA;EQTY
PFCORFICOL;14880,0;2,06;953830060;64665;300,0;14220,0;14880,0;14220,0;14750,33;CORFICOLOMBIANA;EQTY
TERPEL;9300,0;-2,11;818312330;87862;-200,0;9320,0;9500,0;9300,0;9313,61;ORGANIZACION TERPEL;EQTY
PORT;7150,0;0,7;806317600;112781;50,0;7150,0;7150,0;7150,0;7149,41;Sociedad Portafolio S.A.;EQTY
EXITO;2270,0;2,95;671075305;299743;65,0;2245,0;2285,0;2220,0;2238,84;EXITO;EQTY
BHI;279,0;0,36;609689572;2151445;1,0;279,0;289,0;279,0;283,39;BAC HOLDING INTERNATIONAL CORP;EQTY
CNEC;12520,0;-3,54;467060280;36828;-460,0;12860,0;13000,0;12520,0;12682,21;CANACOL ENERGY LTD;EQTY
GXTESCOL;49110,0;-1,88;322479818;6566;-940,0;49110,0;49110,0;49110,0;49113,59;FONDO BURSATIL GLOBAL X TES COLOMBIA COP GBI-EM ID ETF;EQTY
ENKA;16,9;-0,59;41564209,2;2457982;-0,1;16,9;16,9;16,9;16,91;ENKA DE COLOMBIA;EQTY
CONCONCRET;-;-;36046837;115369;-;-;-;-;312,45;CONCONCRETO S.A;EQTY
ETB;90,0;-6,25;33851622;370778;-6,0;90,0;90,0;90,0;91,3;ETB;EQTY
GRUPOAVAL;451,0;-0,44;24935956;55144;-2,0;451,0;451,0;451,0;452,2;GRUPO AVAL ACCIONES Y VALORES;EQTY
OCCIDENTE;11840,0;-15,31;17606080;1487;-2140,0;11840,0;11840,0;11840,0;11840,0;BANCO DE OCCIDENTE;EQTY
BVC;-;-;8517960;812;-;-;-;-;10490,1;BOLSA DE VALORES DE COLOMBIA;EQTY
FABRICATO;-;-;1752438;600150;-;-;-;-;2,92;FABRICATO;EQTY
PFCEMARGOS;-;-;1469500;200;-;-;-;-;7347,5;CEMENTOS ARGOS;EQTY
