Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;33240,0;0,12;22448433020;674480;40,0;33500,0;33620,0;33200,0;33282,58;BANCO BANCOLOMBIA;EQTY
ISA;18760,0;-1,26;8967549320;473189;-240,0;19040,0;19180,0;18760,0;18951,31;ISA INTERCONEXION ELECTRICA;EQTY
PEI;64500,0;0,0;7783928860;121608;0,0;64400,0;64500,0;64000,0;64008,36;PEI;EQTY
ICOLCAP;13837,0;0,41;6482513836,5;469760;57,0;13772,0;13837,0;13772,0;13799,63;FONDO BURSATIL ISHARES COLCAP;EQTY
ECOPETROL;2270,0;0,89;4073948230;1794703;20,0;2255,0;2280,0;2250,0;2269,98;ECOPETROL;EQTY
BCOLOMBIA;34560,0;-0,12;3634717240;104858;-40,0;34700,0;34980,0;34560,0;34663,23;BANCO BANCOLOMBIA;EQTY
GEB;2550,0;0,0;3480668620;1365347;0,0;2550,0;2580,0;2525,0;2549,29;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;7920,0;0,51;3253531440;410728;40,0;7820,0;7960,0;7820,0;7921,38;CEMENTOS ARGOS;EQTY
PORT;8000,0;-;2897805370;362229;0,0;8000,0;8000,0;8000,0;7999,93;Sociedad Portafolio S.A.;EQTY
GRUPOARGOS;16180,0;0,0;2346182740;145504;0,0;16180,0;16180,0;16020,0;16124,52;GRUPO ARGOS;EQTY
CORFICOLCF;14800,0;0,0;1027094240;69401;0,0;14860,0;14860,0;14760,0;14799,42;CORFICOLOMBIANA;EQTY
CELSIA;4180,0;-0,24;812718435;195483;-10,0;4170,0;4180,0;4100,0;4157,49;CELSIA;EQTY
GRUBOLIVAR;66880,0;0,45;744865320;11174;300,0;66220,0;66880,0;66220,0;66660,58;GRUPO BOLIVAR;EQTY
CNEC;14000,0;0,0;701183820;50184;0,0;14000,0;14000,0;13960,0;13972,26;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;23600,0;0,43;653842740;27882;100,0;23560,0;23620,0;23300,0;23450,35;GRUPO SURA;EQTY
PFAVAL;464,0;-0,22;539647046;1164993;-1,0;461,0;465,0;457,0;463,22;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFDAVVNDA;21580,0;-1,01;507601820;23419;-220,0;21500,0;21800,0;21500,0;21674,79;BANCO DAVIVIENDA;EQTY
BOGOTA;28300,0;-0,28;428686000;15146;-80,0;28300,0;28340,0;28300,0;28303,58;BANCO DE BOGOTA;EQTY
MINEROS;3230,0;0,78;419224065;130003;25,0;3210,0;3230,0;3210,0;3224,73;MINEROS;EQTY
PFCORFICOL;16140,0;0,88;410497020;25579;140,0;16180,0;16200,0;15800,0;16048,2;CORFICOLOMBIANA;EQTY
PROMIGAS;6690,0;0,6;375696190;56381;40,0;6660,0;6690,0;6660,0;6663,52;PROMIGAS;EQTY
PFGRUPOARG;11660,0;0,52;334702120;28706;60,0;11700,0;11700,0;11620,0;11659,66;GRUPO ARGOS;EQTY
EXITO;2360,0;0,0;292946280;124574;0,0;2355,0;2360,0;2350,0;2351,58;EXITO;EQTY
GRUPOSURA;40400,0;1,0;178349540;4414;400,0;41300,0;41300,0;40020,0;40405,42;GRUPO SURA;EQTY
TERPEL;8200,0;-1,68;134309770;16215;-140,0;8300,0;8300,0;8200,0;8283,06;ORGANIZACION TERPEL;EQTY
CONCONCRET;302,0;-0,66;98339608;329267;-2,0;300,0;302,0;297,0;298,66;CONCONCRETO S.A;EQTY
BHI;253,0;-;33106334;130415;0,0;253,0;253,0;253,0;253,85;BAC HOLDING INTERNATIONAL CORP;EQTY
NUTRESA;35300,0;-3,29;29069800;813;-1200,0;35300,0;35300,0;35300,0;35756,21;GRUPO NUTRESA;EQTY
FABRICATO;-;-;12100770,2;3725855;-;-;-;-;3,25;FABRICATO;EQTY
BVC;10440,0;3,16;10522840;1008;320,0;10440,0;10440,0;10440,0;10439,33;BOLSA DE VALORES DE COLOMBIA;EQTY
ENKA;-;-;9395040;507840;-;-;-;-;18,5;ENKA DE COLOMBIA;EQTY
PFCEMARGOS;-;-;7168700;1104;-;-;-;-;6493,39;CEMENTOS ARGOS;EQTY
GXTESCOL;-;-;5035860;101;-;-;-;-;49860,0;FONDO BURSATIL GLOBAL X TES COLOMBIA COP GBI-EM ID ETF;EQTY
GRUPOAVAL;-;-;4969323;10929;-;-;-;-;454,69;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;-;-;1844727,5;18722;-;-;-;-;98,53;ETB;EQTY
VILLAS;-;-;1054800;360;-;-;-;-;2930,0;BANCO AV VILLAS;EQTY
HCOLSEL;-;-;310539;21;-;-;-;-;14787,57;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
