Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;34080,0;0,89;6176806460;181565;300,0;33780,0;34180,0;33720,0;34019,81;BANCO BANCOLOMBIA;EQTY
CEMARGOS;8390,0;-0,12;3366980010;401348;-10,0;8390,0;8400,0;8360,0;8389,18;CEMENTOS ARGOS;EQTY
ICOLCAP;13809,0;0,11;3042656872,5;220706;15,0;13778,5;13809,0;13776,0;13786,02;FONDO BURSATIL ISHARES COLCAP;EQTY
ECOPETROL;2180,0;-1,8;2976903855;1360136;-40,0;2220,0;2220,0;2180,0;2188,68;ECOPETROL;EQTY
ISA;18460,0;0,44;2722361200;147937;80,0;18360,0;18460,0;18360,0;18402,17;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;35940,0;0,5;2431161160;67875;180,0;35680,0;35940,0;35680,0;35818,21;BANCO BANCOLOMBIA;EQTY
HCOLSEL;14717,0;0,25;2208437988;150060;37,0;14717,0;14717,0;14717,0;14717,03;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFGRUPSURA;23600,0;0,34;1855522600;78363;80,0;23520,0;23740,0;23520,0;23678,55;GRUPO SURA;EQTY
PEI;72960,0;-0,05;1765329140;24333;-40,0;73160,0;73160,0;72500,0;72548,77;PEI;EQTY
PFAVAL;425,0;0,71;1748431152;4111193;3,0;426,0;429,0;425,0;425,29;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;3495,0;2,49;1641055005;472495;85,0;3415,0;3500,0;3415,0;3473,17;MINEROS;EQTY
GRUPOARGOS;16820,0;0,0;778686160;46176;0,0;16820,0;16900,0;16820,0;16863,44;GRUPO ARGOS;EQTY
GEB;2605,0;-0,19;755620965;288686;-5,0;2635,0;2635,0;2605,0;2617,45;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;4235,0;-0,7;674509010;158293;-30,0;4265,0;4265,0;4235,0;4261,14;CELSIA;EQTY
CORFICOLCF;13640,0;-0,58;640713280;46748;-80,0;13720,0;13880,0;13640,0;13705,68;CORFICOLOMBIANA;EQTY
PROMIGAS;7200,0;0,7;303442870;42148;50,0;7200,0;7200,0;7200,0;7199,46;PROMIGAS;EQTY
BOGOTA;25300,0;-0,47;205744420;8101;-120,0;25420,0;25440,0;25300,0;25397,41;BANCO DE BOGOTA;EQTY
PFGRUPOARG;11900,0;-0,17;178715820;15055;-20,0;11740,0;11920,0;11740,0;11870,86;GRUPO ARGOS;EQTY
PFDAVVNDA;19500,0;-1,02;162706700;8333;-200,0;19560,0;19700,0;19400,0;19525,59;BANCO DAVIVIENDA;EQTY
GRUPOSURA;33000,0;-2,08;145987880;4416;-700,0;32900,0;33000,0;32900,0;33058,85;GRUPO SURA;EQTY
EXITO;2170,0;3,09;121680075;56826;65,0;2140,0;2170,0;2140,0;2141,27;EXITO;EQTY
NUTRESA;50000,0;-0,91;113736160;2293;-460,0;48580,0;50000,0;48580,0;49601,47;GRUPO NUTRESA;EQTY
PFCORFICOL;12800,0;-2,29;99773540;7760;-300,0;12900,0;12900,0;12800,0;12857,41;CORFICOLOMBIANA;EQTY
PFCEMARGOS;7210,0;-9,87;88264550;12016;-790,0;7320,0;7320,0;7210,0;7345,59;CEMENTOS ARGOS;EQTY
BHI;299,0;-0,33;77936542;259796;-1,0;301,0;301,0;299,0;299,99;BAC HOLDING INTERNATIONAL CORP;EQTY
GRUBOLIVAR;59980,0;-0,03;70719060;1179;-20,0;60000,0;60000,0;59980,0;59982,24;GRUPO BOLIVAR;EQTY
CNEC;13460,0;-2,46;60932920;4510;-340,0;13520,0;13520,0;13460,0;13510,63;CANACOL ENERGY LTD;EQTY
CONCONCRET;281,0;1,44;58185890;208660;4,0;277,0;281,0;277,0;278,86;CONCONCRETO S.A;EQTY
TERPEL;-;-;25512410;2852;-;-;-;-;8945,45;ORGANIZACION TERPEL;EQTY
FABRICATO;-;-;8744700;3090000;-;-;-;-;2,83;FABRICATO;EQTY
ETB;-;-;7817058,5;91800;-;-;-;-;85,15;ETB;EQTY
GXTESCOL;-;-;7790220;154;-;-;-;-;50585,84;FONDO BURSATIL GLOBAL X TES COLOMBIA COP GBI-EM ID ETF;EQTY
ENKA;-;-;7667426;490426;-;-;-;-;15,63;ENKA DE COLOMBIA;EQTY
GRUPOAVAL;-;-;4389212;10310;-;-;-;-;425,72;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;-;-;1129440;109;-;-;-;-;10361,83;BOLSA DE VALORES DE COLOMBIA;EQTY
