Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3246,0;-1,04;34735744531;10587178;-34,0;3308,0;3328,0;3246,0;3280,93;ECOPETROL;EQTY
PFBCOLOM;38600,0;0,26;20894295500;540569;100,0;38510,0;39200,0;38410,0;38652,41;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;40900,0;-0,24;14920387360;361110;-100,0;41170,0;42220,0;40900,0;41318,12;BANCO BANCOLOMBIA;EQTY
NUTRESA;48100,0;-0,1;14822206360;308744;-50,0;48200,0;48880,0;47520,0;48008,08;GRUPO NUTRESA;EQTY
ISA;22450,0;0,58;10903691960;481338;130,0;23000,0;23010,0;22450,0;22652,88;ISA INTERCONEXION ELECTRICA;EQTY
BHI;284,1;0,32;9045045116,8;31847517;0,9;283,2;285,0;283,0;284,01;BAC HOLDING INTERNATIONAL CORP;EQTY
HCOLSEL;15400,0;-0,46;8937088886;580126;-71,0;15420,0;15420,0;15400,0;15405,43;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUBOLIVAR;95000,0;0,01;8274053640;87108;10,0;94990,0;95090,0;93500,0;94986,15;GRUPO BOLIVAR;EQTY
GRUPOARGOS;14300,0;-0,35;7542286100;525733;-50,0;14340,0;14600,0;14270,0;14346,23;GRUPO ARGOS;EQTY
ICOLCAP;16240,0;-1,01;6932199309;424553;-165,0;16330,0;16382,0;16240,0;16328,23;FONDO BURSATIL ISHARES COLCAP;EQTY
PFAVAL;836,0;1,44;6022082043,8;7228785;11,9;821,8;836,0;821,8;833,07;GRUPO AVAL ACCIONES Y VALORES;EQTY
CORFICOLCF;29000,0;0,1;4593683000;157527;30,0;29180,0;29510,0;29000,0;29161,24;CORFICOLOMBIANA;EQTY
GRUPOSURA;37500,0;5,63;3522611340;96446;2000,0;35400,0;37500,0;35400,0;36524,18;GRUPO SURA;EQTY
GEB;2542,0;-1,47;2829963751;1102398;-38,0;2581,0;2605,0;2542,0;2567,1;GRUPO ENERGIA BOGOTA;EQTY
PFDAVVNDA;33200,0;2,15;2304627820;69761;700,0;33200,0;33200,0;32990,0;33036,05;BANCO DAVIVIENDA;EQTY
CEMARGOS;6010,0;-1,48;1381295955;228342;-90,0;6160,0;6160,0;6010,0;6049,24;CEMENTOS ARGOS;EQTY
BOGOTA;51500,0;1,98;1275227180;24875;1000,0;51000,0;51790,0;50610,0;51265,41;BANCO DE BOGOTA;EQTY
CNEC;9040,0;-1,31;1067869060;117509;-120,0;9120,0;9250,0;9010,0;9087,55;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;21240,0;-1,67;923264080;43323;-360,0;21600,0;21600,0;21240,0;21311,18;GRUPO SURA;EQTY
CELSIA;4300,0;0,23;687646526;160526;10,0;4290,0;4300,0;4261,0;4283,71;CELSIA;EQTY
MINEROS;3250,0;-2,26;664775945;202557;-75,0;3300,0;3325,0;3230,0;3281,92;MINEROS;EQTY
BVC;9450,0;1,61;462135135;49926;150,0;9290,0;9450,0;9100,0;9256,4;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;23870,0;0,72;350257860;14659;170,0;23700,0;24000,0;23700,0;23893,71;CORFICOLOMBIANA;EQTY
TERPEL;9210,0;-5,0;228754230;24510;-485,0;9500,0;9550,0;9180,0;9333,1;ORGANIZACION TERPEL;EQTY
PROMIGAS;6910,0;-1,0;213346430;30757;-70,0;6970,0;6970,0;6910,0;6936,52;PROMIGAS;EQTY
CONCONCRET;306,1;-1,26;147422068,1;476639;-3,9;306,0;311,0;306,0;309,3;CONCONCRETO S.A;EQTY
PFCEMARGOS;3931,0;-1,72;99486373;25052;-69,0;4000,0;4000,0;3931,0;3971,19;CEMENTOS ARGOS;EQTY
PFGRUPOARG;9005,0;-1,04;90567585;10049;-95,0;9010,0;9010,0;9005,0;9012,6;GRUPO ARGOS;EQTY
GRUPOAVAL;832,0;-0,78;45475861,7;54718;-6,5;832,0;832,0;832,0;831,1;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;16500,0;-;29700000;1800;0,0;16500,0;16500,0;16500,0;16500,0;EXITO;EQTY
ETB;177,0;-1,67;24169644;136424;-3,0;177,0;177,0;177,0;177,17;ETB;EQTY
CLH;2694,0;-4,26;16313460;6055;-120,0;2694,0;2694,0;2694,0;2694,21;CEMEX LATAM HOLDINGS;EQTY
ENKA;-;-;5201660;217000;-;-;-;-;23,97;ENKA DE COLOMBIA;EQTY
