Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3399,0;1,49;46717049610;13838365;50,0;3349,0;3399,0;3331,0;3375,91;ECOPETROL;EQTY
PFBCOLOM;40980,0;2,17;26134038410;644202;870,0;40140,0;40980,0;40100,0;40568,08;BANCO BANCOLOMBIA;EQTY
ICOLCAP;16710,0;0,66;24728941040;1482320;110,0;16635,5;16710,0;16635,5;16682,59;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;44500,0;3,49;9768471100;222831;1500,0;43360,0;44500,0;42950,0;43838,03;BANCO BANCOLOMBIA;EQTY
NUTRESA;46060,0;0,0;7602964300;165043;0,0;46100,0;46150,0;46040,0;46066,57;GRUPO NUTRESA;EQTY
ISA;24750,0;0,41;7287303150;295783;100,0;24650,0;24750,0;24360,0;24637,33;ISA INTERCONEXION ELECTRICA;EQTY
CORFICOLCF;28200,0;0,32;7280239550;258220;90,0;28180,0;28200,0;27980,0;28193,94;CORFICOLOMBIANA;EQTY
GRUPOSURA;36680,0;0,77;3852238650;105177;280,0;36100,0;36700,0;36100,0;36626,25;GRUPO SURA;EQTY
PFDAVVNDA;33200,0;-0,6;3216674910;96798;-200,0;33410,0;33410,0;33100,0;33230,8;BANCO DAVIVIENDA;EQTY
HCOLSEL;15730,0;0,64;2914936204,5;185827;100,0;15681,0;15730,0;15681,0;15686,29;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GEB;2560,0;1,99;2728802516;1079692;50,0;2505,0;2560,0;2505,0;2527,39;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;14450,0;0,21;1878015180;130103;30,0;14440,0;14500,0;14400,0;14434,83;GRUPO ARGOS;EQTY
CNEC;9420,0;1,51;1151762515;123292;140,0;9355,0;9420,0;9280,0;9341,75;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;22080,0;1,28;1131871680;51669;280,0;21800,0;22080,0;21800,0;21906,2;GRUPO SURA;EQTY
PFAVAL;814,0;0,49;1030851565,9;1271805;4,0;806,2;814,0;806,2;810,54;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;6300,0;0,56;956763670;152739;35,0;6280,0;6330,0;6230,0;6264,04;CEMENTOS ARGOS;EQTY
MINEROS;3355,0;0,15;904981729;270432;5,0;3350,0;3355,0;3345,0;3346,43;MINEROS;EQTY
GRUBOLIVAR;93270,0;1,35;890272300;9566;1240,0;92330,0;93270,0;92330,0;93066,31;GRUPO BOLIVAR;EQTY
BHI;284,0;-1,39;824618629;2890765;-4,0;287,5;289,0;283,7;285,26;BAC HOLDING INTERNATIONAL CORP;EQTY
PFCEMARGOS;3989,0;-0,27;699160343;174884;-11,0;4008,0;4008,0;3970,0;3997,85;CEMENTOS ARGOS;EQTY
BOGOTA;52500,0;0,38;470187250;8902;200,0;52800,0;53990,0;52300,0;52818,16;BANCO DE BOGOTA;EQTY
PFCORFICOL;23220,0;0,96;429592160;18445;220,0;23300,0;23300,0;23210,0;23290,44;CORFICOLOMBIANA;EQTY
PFGRUPOARG;9160,0;0,66;297029195;32479;60,0;9110,0;9200,0;9090,0;9145,27;GRUPO ARGOS;EQTY
CELSIA;4270,0;-0,7;229029592;53558;-30,0;4300,0;4300,0;4251,0;4276,29;CELSIA;EQTY
PROMIGAS;6920,0;-1,14;214266325;30797;-80,0;7005,0;7005,0;6910,0;6957,38;PROMIGAS;EQTY
BVC;9595,0;1,21;169299470;17790;115,0;9500,0;9595,0;9460,0;9516,55;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;312,0;-0,64;122881153;393783;-2,0;312,0;312,0;312,0;312,05;CONCONCRETO S.A;EQTY
ENKA;24,0;-3,61;75917750;3139500;-0,9;24,5;24,5;24,0;24,18;ENKA DE COLOMBIA;EQTY
EXITO;16600,0;0,55;63769200;3796;90,0;16890,0;16890,0;16600,0;16799,05;EXITO;EQTY
FABRICATO;9,0;6,13;50702022,73;5634110;0,52;9,0;9,0;9,0;9,0;FABRICATO;EQTY
TERPEL;-;-;46381110;4750;-;-;-;-;9764,44;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;-;-;19907589,9;24076;-;-;-;-;826,86;GRUPO AVAL ACCIONES Y VALORES;EQTY
TITAN;18000,0;-2,7;16056000;892;-500,0;18000,0;18000,0;18000,0;18000,0;MANUF. DE CEMENTO;EQTY
ETB;-;-;4760499,3;27050;-;-;-;-;175,99;ETB;EQTY
POPULAR;-;-;2839000;10000;-;-;-;-;283,9;BANCO POPULAR;EQTY
