Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;32100,0;0,31;9387599560;293863;100,0;32120,0;32200,0;31300,0;31945,5;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2280,0;3,64;9101519225;4067297;80,0;2207,0;2280,0;2153,0;2237,73;ECOPETROL;EQTY
ISA;20480,0;0,0;2486189280;121242;0,0;20630,0;20790,0;20090,0;20506,01;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;12490,0;-1,11;2289705520;183300;-140,0;12690,0;12690,0;12300,0;12491,57;GRUPO ARGOS;EQTY
GEB;1831,0;-2,71;1763768342;943307;-51,0;1896,0;1920,0;1831,0;1869,77;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;35890,0;0,59;1250367370;34860;210,0;35900,0;35900,0;35500,0;35868,26;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;30000,0;0,0;978259380;32737;0,0;30000,0;30050,0;29500,0;29882,38;BANCO DAVIVIENDA;EQTY
ICOLCAP;13144,0;0,42;910005036;69195;55,0;13200,0;13200,0;13109,0;13151,31;FONDO BURSATIL ISHARES COLCAP;EQTY
CNEC;8000,0;-4,48;829628390;100937;-375,0;8460,0;8500,0;8000,0;8219,27;CANACOL ENERGY LTD;EQTY
MINEROS;2149,0;6,92;792297268;386119;139,0;2000,0;2149,0;2000,0;2051,95;MINEROS;EQTY
PFAVAL;760,0;-1,02;741836891,5;972642;-7,8;763,0;770,0;755,0;762,7;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPSURA;15500,0;-1,65;466711230;29937;-260,0;15850,0;15850,0;15400,0;15589,78;GRUPO SURA;EQTY
CELSIA;3700,0;-2,63;400718557;107824;-100,0;3789,0;3789,0;3659,0;3716,41;CELSIA;EQTY
CORFICOLCF;19940,0;1,53;303309570;15354;300,0;19500,0;19940,0;19500,0;19754,43;CORFICOLOMBIANA;EQTY
CEMARGOS;3901,0;0,03;285600911;72722;1,0;3960,0;3970,0;3870,0;3927,3;CEMENTOS ARGOS;EQTY
HCOLSEL;12699,0;0,55;256787557;20219;69,0;12699,0;12699,0;12699,0;12700,31;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
NUTRESA;40800,0;-0,46;204384310;5013;-190,0;41000,0;41000,0;38990,0;40770,86;GRUPO NUTRESA;EQTY
GRUPOSURA;39990,0;1,32;191211620;4791;520,0;39740,0;39990,0;38900,0;39910,59;GRUPO SURA;EQTY
PFGRUPOARG;7800,0;6,12;188703620;24184;450,0;7840,0;7950,0;7600,0;7802,83;GRUPO ARGOS;EQTY
BHI;269,0;-1,47;144962419,7;538182;-4,0;270,0;270,0;269,0;269,36;BAC HOLDING INTERNATIONAL CORP;EQTY
TERPEL;8000,0;0,0;70745460;8881;0,0;7900,0;8000,0;7900,0;7965,93;ORGANIZACION TERPEL;EQTY
SDGEB;1670,0;0,3;70521324;42455;5,0;1650,0;1670,0;1650,0;1661,08;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;41400,0;-;67314900;1630;0,0;41400,0;41400,0;41400,0;41297,48;BANCO DE BOGOTA;EQTY
BBVACOL;370,0;17,46;44516550;120315;55,0;370,0;370,0;370,0;370,0;BBVA COLOMBIA;EQTY
EXITO;10000,0;-;31099920;3111;0,0;10000,0;10000,0;10000,0;9996,76;EXITO;EQTY
PFCEMARGOS;2852,0;0,07;30432319;10531;2,0;2852,0;2852,0;2852,0;2889,78;CEMENTOS ARGOS;EQTY
GRUPOAVAL;-;-;25622007,2;34281;-;-;-;-;747,41;GRUPO AVAL ACCIONES Y VALORES;EQTY
ETB;169,0;4,97;21832408;129422;8,0;169,0;169,0;169,0;168,69;ETB;EQTY
BVC;-;-;15793675;1773;-;-;-;-;8907,88;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;16300,0;2,52;15792920;969;400,0;16300,0;16300,0;16300,0;16298,16;CORFICOLOMBIANA;EQTY
CONCONCRET;265,1;-0,71;15719303;59511;-1,9;265,1;265,1;265,1;264,14;CONCONCRETO S.A;EQTY
PROMIGAS;-;-;8220490;1381;-;-;-;-;5952,56;PROMIGAS;EQTY
ENKA;-;-;5071986,5;253326;-;-;-;-;20,02;ENKA DE COLOMBIA;EQTY
GRUBOLIVAR;-;-;1464740;23;-;-;-;-;63684,35;GRUPO BOLIVAR;EQTY
CLH;-;-;300000;100;-;-;-;-;3000,0;CEMEX LATAM HOLDINGS;EQTY
