Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFDAVVNDA;31000,0;1,64;13675455690;446455;500,0;30600,0;31000,0;30600,0;30631,21;BANCO DAVIVIENDA;EQTY
PFBCOLOM;31600,0;1,94;13296403560;421199;600,0;31000,0;31940,0;30910,0;31567,98;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2298,0;3,98;11398669276;4997266;88,0;2244,0;2305,0;2217,0;2280,98;ECOPETROL;EQTY
ISA;18490,0;-0,27;4122374550;220738;-50,0;18750,0;19000,0;18490,0;18675,42;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;12300,0;0,76;3716034184;301220;93,0;12350,0;12360,0;12300,0;12336,61;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;34200,0;0,88;3138537760;91197;300,0;34500,0;34900,0;34100,0;34414,92;BANCO BANCOLOMBIA;EQTY
PEI;47730,0;-7,5;1098191860;23007;-3870,0;47730,0;47730,0;47730,0;47732,94;PEI;EQTY
GRUPOSURA;36000,0;-2,7;1080529830;29726;-1000,0;38000,0;38000,0;34000,0;36349,65;GRUPO SURA;EQTY
SDGEB;1710,0;1,79;658827540;385808;30,0;1680,0;1710,0;1680,0;1707,66;GRUPO ENERGIA BOGOTA;EQTY
BHI;223,0;-0,4;610711626,5;2735166;-0,9;226,0;226,0;223,0;223,28;BAC HOLDING INTERNATIONAL CORP;EQTY
TERPEL;8290,0;5,81;596306475;75563;455,0;7835,0;8290,0;7835,0;7891,51;ORGANIZACION TERPEL;EQTY
PFAVAL;646,0;0,02;491953404,2;762324;0,1;644,9;649,0;643,9;645,33;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;38000,0;-1,02;462058500;12137;-390,0;37740,0;38490,0;37740,0;38070,24;GRUPO NUTRESA;EQTY
GRUPOARGOS;9910,0;1,23;450586645;45633;120,0;9790,0;9950,0;9780,0;9874,14;GRUPO ARGOS;EQTY
CEMARGOS;3609,0;0,67;441241246;122333;24,0;3585,0;3620,0;3585,0;3606,89;CEMENTOS ARGOS;EQTY
CNEC;8140,0;0,31;370029695;45671;25,0;8115,0;8140,0;8030,0;8102,07;CANACOL ENERGY LTD;EQTY
HCOLSEL;11780,0;-1,51;359207129;30489;-180,0;11780,0;11780,0;11780,0;11781,53;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CELSIA;3237,0;-1,16;317205173;97497;-38,0;3250,0;3275,0;3237,0;3253,49;CELSIA;EQTY
GRUBOLIVAR;51000,0;0,0;257421270;5080;0,0;51000,0;51000,0;50100,0;50673,48;GRUPO BOLIVAR;EQTY
PFGRUPSURA;15060,0;-2,71;209518980;13833;-420,0;15300,0;15300,0;15060,0;15146,32;GRUPO SURA;EQTY
MINEROS;1970,0;1,13;184342246;94138;22,0;1925,0;1970,0;1925,0;1958,21;MINEROS;EQTY
GEB;1872,0;-3,26;179241968;94327;-63,0;1880,0;1935,0;1872,0;1900,22;GRUPO ENERGIA BOGOTA;EQTY
CLH;3300,0;-;113002194;34243;0,0;3300,0;3300,0;3300,0;3300,01;CEMEX LATAM HOLDINGS;EQTY
CORFICOLCF;19500,0;0,0;103063380;5270;0,0;19770,0;19770,0;19500,0;19556,62;CORFICOLOMBIANA;EQTY
BOGOTA;39500,0;7,05;38557570;996;2600,0;39500,0;39500,0;39500,0;38712,42;BANCO DE BOGOTA;EQTY
PFGRUPOARG;-;-;36053045;5481;-;-;-;-;6577,82;GRUPO ARGOS;EQTY
CONCONCRET;-;-;30329625,2;116508;-;-;-;-;260,32;CONCONCRETO S.A;EQTY
BVC;8190,0;-1,21;29322240;3608;-100,0;8190,0;8190,0;8190,0;8127,01;BOLSA DE VALORES DE COLOMBIA;EQTY
ENKA;20,0;5,26;24933798,16;1253576;1,0;19,8;20,0;19,8;19,89;ENKA DE COLOMBIA;EQTY
ETB;140,1;-5,4;24301047,7;170002;-8,0;140,1;140,1;140,1;142,95;ETB;EQTY
PROMIGAS;-;-;20969053;4378;-;-;-;-;4789,64;PROMIGAS;EQTY
PFCORFICOL;15010,0;-5,3;17250850;1138;-840,0;15010,0;15010,0;15010,0;15158,92;CORFICOLOMBIANA;EQTY
PFCEMARGOS;-;-;12296148;4754;-;-;-;-;2586,48;CEMENTOS ARGOS;EQTY
GRUPOAVAL;-;-;7212750,1;11378;-;-;-;-;633,92;GRUPO AVAL ACCIONES Y VALORES;EQTY
OCCIDENTE;-;-;988570;43;-;-;-;-;22990,0;BANCO DE OCCIDENTE;EQTY
EXITO;-;-;432350;40;-;-;-;-;10808,75;EXITO;EQTY
