Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3335,0;4,87;42451322516;12913446;155,0;3215,0;3340,0;3215,0;3287,37;ECOPETROL;EQTY
PFBCOLOM;36200,0;0,7;19705162150;542081;250,0;36000,0;36570,0;36000,0;36350,96;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;13460,0;0,82;7036946640;526270;110,0;13350,0;13490,0;13300,0;13371,36;GRUPO ARGOS;EQTY
BCOLOMBIA;39100,0;0,64;6665045030;170803;250,0;38970,0;39350,0;38910,0;39021,83;BANCO BANCOLOMBIA;EQTY
PFAVAL;1018,0;-0,78;5654006109;5575658;-8,0;1020,0;1020,0;1005,0;1014,05;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;23600,0;0,51;4206379510;179090;120,0;23150,0;23600,0;23150,0;23487,52;ISA INTERCONEXION ELECTRICA;EQTY
CORFICOLCF;28390,0;0,32;2236686500;79738;90,0;28010,0;28390,0;27730,0;28050,45;CORFICOLOMBIANA;EQTY
TERPEL;11650,0;0,09;1890751940;162337;10,0;11640,0;11890,0;11600,0;11647,08;ORGANIZACION TERPEL;EQTY
GEB;2480,0;-1,27;888964237;355618;-32,0;2526,0;2526,0;2480,0;2499,77;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;68560,0;-2,25;837912280;12106;-1580,0;70140,0;70140,0;68250,0;69214,63;BANCO DE BOGOTA;EQTY
PFDAVVNDA;31600,0;1,18;683796900;21812;370,0;31600,0;31600,0;31200,0;31349,57;BANCO DAVIVIENDA;EQTY
CEMARGOS;6130,0;0,66;657207110;107491;40,0;6100,0;6130,0;6090,0;6114,07;CEMENTOS ARGOS;EQTY
GRUBOLIVAR;103900,0;0,0;640912030;6158;0,0;103990,0;104500,0;103000,0;104077,95;GRUPO BOLIVAR;EQTY
PFGRUPSURA;22680,0;0,13;574438360;25482;30,0;22500,0;22680,0;22470,0;22542,91;GRUPO SURA;EQTY
EXITO;17600,0;1,73;570119050;32583;300,0;17500,0;17600,0;17480,0;17497,44;EXITO;EQTY
CONCONCRET;305,0;-0,33;441777467,3;1447077;-1,0;305,0;308,0;302,0;305,29;CONCONCRETO S.A;EQTY
CNEC;9730,0;1,35;425513630;43672;130,0;9740,0;9750,0;9700,0;9743,4;CANACOL ENERGY LTD;EQTY
ICOLCAP;15609,0;1,08;383097370,5;24675;167,0;15493,0;15609,0;15493,0;15525,73;FONDO BURSATIL ISHARES COLCAP;EQTY
PFGRUPOARG;9160,0;-0,11;257060530;28105;-10,0;9200,0;9200,0;9030,0;9146,43;GRUPO ARGOS;EQTY
CELSIA;4310,0;-0,35;251476972;58271;-15,0;4330,0;4350,0;4293,0;4315,65;CELSIA;EQTY
MINEROS;3382,0;0,51;214699297;63594;17,0;3361,0;3385,0;3361,0;3376,09;MINEROS;EQTY
HCOLSEL;14744,0;1,17;147569731;10009;171,0;14744,0;14744,0;14744,0;14743,7;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUPOAVAL;1000,0;-6,98;112557745;112221;-75,0;990,0;1069,0;989,0;1003,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFCEMARGOS;4042,0;-1,17;96488266;23815;-48,0;4088,0;4088,0;4042,0;4051,58;CEMENTOS ARGOS;EQTY
PFCORFICOL;22960,0;0,0;88225040;3840;0,0;23000,0;23000,0;22960,0;22975,27;CORFICOLOMBIANA;EQTY
PROMIGAS;7150,0;0,7;81794560;11442;50,0;7150,0;7150,0;7150,0;7148,62;PROMIGAS;EQTY
CLH;2800,0;0,0;81271170;29000;0,0;2810,0;2810,0;2800,0;2802,45;CEMEX LATAM HOLDINGS;EQTY
BVC;9980,0;-0,1;38072620;3813;-10,0;9980,0;9980,0;9980,0;9984,95;BOLSA DE VALORES DE COLOMBIA;EQTY
FABRICATO;9,0;-0,11;13050000;1450000;-0,01;9,0;9,0;9,0;9,0;FABRICATO;EQTY
ELCONDOR;-;-;3494735,7;4780;-;-;-;-;731,12;EL CONDOR;EQTY
ETB;-;-;918797,2;4975;-;-;-;-;184,68;ETB;EQTY
PAZRIO;-;-;689000;65000;-;-;-;-;10,6;ACER. PAZ DEL RIO;EQTY
