Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3239,0;-0,74;52864174796;16216845;-24,00;3250,0;3349,0;3180,0;3259,83;ECOPETROL;EQTY
PFBCOLOM;35950,0;3,30;48551574900;1357224;1150,00;35280,0;36100,0;35140,0;35772,71;BANCO BANCOLOMBIA;EQTY
ICOLCAP;15495,0;1,24;17685754636,5;1140212;190,50;15500,0;15632,0;15427,0;15510,94;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;39890,0;2,18;12862013480;326165;850,00;39040,0;39950,0;39040,0;39434,07;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;23000,0;-0,22;8303770630;355624;-50,00;23500,0;24500,0;22840,0;23349,86;GRUPO SURA;EQTY
GEB;2455,0;0,20;4987675009;2011345;5,00;2448,0;2509,0;2448,0;2479,77;GRUPO ENERGIA BOGOTA;EQTY
PFAVAL;1060,0;0,00;4859697863;4619593;0,00;1057,0;1067,0;1048,0;1051,98;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;13350,0;3,49;4132173300;308722;450,00;13470,0;13590,0;13210,0;13384,77;GRUPO ARGOS;EQTY
CNEC;10000,0;1,68;2441075095;244297;165,00;9960,0;10010,0;9940,0;9992,24;CANACOL ENERGY LTD;EQTY
PFDAVVNDA;32000,0;0,00;2243837680;70245;0,00;31210,0;32190,0;31210,0;31943,02;BANCO DAVIVIENDA;EQTY
CEMARGOS;6175,0;1,73;2060093095;334177;105,00;6200,0;6200,0;6100,0;6164,68;CEMENTOS ARGOS;EQTY
ISA;23980,0;-1,32;1797147380;74999;-320,00;24000,0;24070,0;23800,0;23962,28;ISA INTERCONEXION ELECTRICA;EQTY
PFGRUPOARG;9710,0;0,21;1082467835;111006;20,00;9800,0;10000,0;9600,0;9751,44;GRUPO ARGOS;EQTY
CORFICOLCF;27800,0;0,36;737240730;26739;100,00;27700,0;27990,0;27500,0;27571,74;CORFICOLOMBIANA;EQTY
CONCONCRET;320,0;-2,14;657830797,4;2021519;-7,00;333,0;334,0;318,0;325,41;CONCONCRETO S.A;EQTY
CELSIA;4166,0;-0,33;566230427;134694;-14,00;4219,0;4255,0;4162,0;4203,83;CELSIA;EQTY
TERPEL;11320,0;-0,61;357985340;31537;-70,00;11350,0;11350,0;11320,0;11351,28;ORGANIZACION TERPEL;EQTY
MINEROS;3580,0;-1,10;350230392;97407;-40,00;3615,0;3615,0;3580,0;3595,54;MINEROS;EQTY
GRUBOLIVAR;80000,0;-0,01;300836130;3759;-10,00;80010,0;80010,0;80000,0;80030,89;GRUPO BOLIVAR;EQTY
BOGOTA;71900,0;-0,40;287248410;3991;-290,00;72090,0;72190,0;71700,0;71974,04;BANCO DE BOGOTA;EQTY
PFCORFICOL;22800,0;-0,04;202691260;8891;-10,00;22800,0;22800,0;22770,0;22797,35;CORFICOLOMBIANA;EQTY
PROMIGAS;7150,0;-0,83;199074225;27886;-60,00;7170,0;7170,0;7100,0;7138,86;PROMIGAS;EQTY
EXITO;15250,0;0,99;192471450;12677;150,00;15190,0;15250,0;15190,0;15182,73;EXITO;EQTY
PFCEMARGOS;4275,0;1,81;133632056;31605;76,00;4200,0;4275,0;4200,0;4228,19;CEMENTOS ARGOS;EQTY
HCOLSEL;14533,0;2,22;108764199,5;7482;315,50;14540,0;14540,0;14533,0;14536,78;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BVC;10000,0;0,00;74055860;7371;0,00;10130,0;10130,0;10000,0;10046,92;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;182,3;1,28;22457452,8;123035;2,30;182,3;182,3;182,3;182,53;ETB;EQTY
GRUPOAVAL;1052,0;-1,22;21206704;20127;-13,00;1057,0;1057,0;1052,0;1053,64;GRUPO AVAL ACCIONES Y VALORES;EQTY
CLH;0,0;0,00;12930080;4348;0,00;0,0;0,0;0,0;2973,8;CEMEX LATAM HOLDINGS;EQTY
ELCONDOR;0,0;0,00;7955795,4;10558;0,00;0,0;0,0;0,0;753,53;EL CONDOR;EQTY
